@relation 'spambase-weka.filters.unsupervised.attribute.RandomProjection-M-N10-R35-DSparse1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 2 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute class {0,1}
@attribute cluster {cluster1,cluster2}

@data
0,0,-0.562917,1.732051,0,0,1.732051,-0.562917,1.732051,0,0,cluster2
0,-5.767729,-5.767729,5.196152,-2.944486,0,-0.571577,-17.303188,5.196152,-11.535458,0,cluster1
-0.547328,1.087728,-10.149818,18.89321,-9.900402,5.798906,21.290369,-11.279115,17.576852,-4.122281,0,cluster1
0,0,-7.863511,24.387275,10.530869,0,0.796743,15.727021,16.523765,7.863511,0,cluster2
8.660254,17.320508,-17.320508,13.856406,5.93747,0,-3.464102,8.660254,13.856406,0,0,cluster2
-2.139083,-3.484886,-7.252097,16.073431,-14.826355,3.221615,26.557535,-4.849742,19.851034,-1.610807,0,cluster2
0,7.205331,-7.205331,10.392305,-6.296005,-1.281718,3.186973,-5.923614,9.110587,0,0,cluster2
-1.420282,5.057588,-7.447818,16.160034,-2.857884,0.900666,5.473281,-13.873727,14.739752,-2.320948,0,cluster1
-0.47285,-0.133368,-4.025286,38.498293,-28.23416,0.618342,39.987857,-5.064517,37.147294,-1.177795,0,cluster2
-10.392305,0,-13.856406,8.660254,1.617735,-0.304841,15.588457,0.304841,11.819515,0,0,cluster2
-4.5016,4.260845,-8.762445,13.059663,-5.551223,1.648912,21.340598,-12.301025,12.337398,-2.130422,0,cluster1
0,12.817176,-6.408588,-2.944486,-1.44453,0,-2.944486,-6.408588,3.464102,-6.408588,0,cluster1
-1.889667,2.165064,-2.790334,33.965516,-33.716101,2.076729,33.565413,-6.008484,35.971231,-1.524205,0,cluster2
0,5.767729,0,10.963882,-7.932793,5.767729,-6.339306,-5.767729,5.196152,0,0,cluster2
0.438209,-1.286914,-2.598076,83.086477,-70.390545,3.75855,89.512386,-8.123318,86.181652,-2.251666,0,cluster1
0,0,5.767729,17.892085,-15.120804,5.767729,6.356626,0,12.124356,0,0,cluster2
2.163331,-1.177795,-7.011342,36.043977,-31.194235,3.833028,38.207309,-8.885421,36.740262,-4.122281,0,cluster1
-1.02191,3.048409,-1.02191,16.766252,-15.756466,0.762102,16.506444,-3.048409,18.792751,-0.762102,0,cluster2
0,16.489124,-8.244562,11.708663,-9.730661,8.244562,-21.269584,-16.489124,3.464102,0,0,cluster1
-4.676537,1.143154,-6.391267,403.377313,-393.036969,3.585345,408.694709,-2.857884,407.03194,1.71473,0,cluster2
-3.306485,3.08305,-4.085908,24.629762,-19.586031,1.541525,25.930533,-3.862473,27.472058,0.762102,0,cluster2
0,-7.880831,-7.863511,1.732051,0,0,-6.13146,-23.607853,1.732051,-15.744342,0,cluster1
-2.979127,7.49978,-12.037753,4.953665,-0.161081,0,-8.573651,-21.044417,1.974538,-6.027537,0,cluster1
-0.071014,0.883346,-1.387373,6.857189,-2.658698,0.795011,6.839869,-3.06573,6.786175,-0.433013,0,cluster2
5.403999,-2.701999,0,-0.207846,0.536936,0,5.196152,0,5.196152,0,0,cluster2
-6.273488,10.807997,-6.273488,-3.671948,-0.86949,0,-4.541437,-5.403999,0.862561,0,0,cluster2
-2.788602,11.154407,0,6.252703,-7.165494,2.788602,-2.113102,-8.365805,-2.113102,0,0,cluster2
-2.793798,4.572614,-16.528961,55.460267,-44.522366,2.286307,50.362841,-18.325098,57.239083,-5.733088,0,cluster1
-1.693946,12.072394,-11.064341,45.258488,-37.384585,2.513206,50.267579,-14.5856,50.113426,-1.333679,0,cluster1
-1.30077,1.442798,-1.590023,47.487637,-42.466422,-0.14376,47.773425,0,47.340413,0,0,cluster2
0,0,-28.855966,29.444864,4.823761,0,29.444864,-28.855966,29.444864,0,0,cluster1
-1.250541,1.557114,-1.564042,47.406231,-42.289753,-0.155885,47.868688,0,47.399302,0,0,cluster2
-28.855966,28.855966,0,-23.659814,-2.310556,0,5.196152,0,5.196152,0,0,cluster2
0.588897,0.588897,-1.260933,19.052559,-12.389359,0.588897,18.463662,-4.205419,17.285867,-1.766692,0,cluster2
0.68416,0,1.931237,14.419323,-9.815532,0.562917,14.540567,0,13.856406,0,0,cluster2
-0.474582,0,-1.375248,20.022507,-8.289595,1.801333,16.845926,-7.205331,12.342594,-4.503332,0,cluster1
0.96302,-0,-11.719056,7.621024,-8.894081,-1.385641,-2.501081,-16.838998,7.198403,-2.771281,0,cluster1
-2.355589,-4.76314,-2.355589,11.500817,-7.504976,0,11.500817,-14.185496,13.856406,-9.474318,0,cluster1
-34.641016,34.641016,0,-32.908965,0,0,1.732051,0,1.732051,0,0,cluster2
0.685892,0,-8.667182,16.634616,-2.894257,-1.371784,18.0064,-8.667182,16.634616,0,0,cluster1
-0.429549,4.555294,-14.095429,19.693418,-12.907243,-4.555294,23.819163,-4.555294,23.819163,4.555294,0,cluster2
-3.351518,6.328914,-5.970379,25.963442,-20.883337,1.472243,18.115519,-9.398108,24.444433,-1.472243,0,cluster1
0,8.244562,-8.244562,171.47303,-84.87049,0,163.228468,-8.244562,171.47303,0,0,cluster1
-0.445137,1.108513,-3.805316,13.250189,-9.209314,0,9.981809,-4.503332,11.679219,-0.571577,0,cluster2
-4.122281,4.122281,-4.122281,112.669905,-112.616211,2.06114,125.036748,-6.183421,122.975607,-2.06114,0,cluster2
-5.196152,4.118817,-9.093267,42.857865,-37.188863,3.453709,47.198385,-2.819779,45.677644,-3.897114,0,cluster2
0,0,-5.092229,19.260405,-15.538228,3.39482,29.444864,-11.881869,27.747454,0,0,cluster1
-1.385641,5.036804,-3.39482,602.91303,-583.836222,-3.027625,606.061898,-5.539098,606.564193,-1.506884,0,cluster2
-2.615397,0,-2.615397,1.69741,-4.130941,2.615397,9.5436,-2.615397,6.928203,-2.615397,0,cluster2
-0.569845,1.787476,-3.393088,64.059899,-61.106752,-0.452065,63.822608,-3.68234,63.755058,-1.212436,0,cluster2
-4.174242,4.728499,-8.348485,22.51666,-15.555548,1.229756,16.991418,-8.781498,20.923174,-4.728499,0,cluster1
-4.052999,4.070319,-8.123318,13.267509,-12.607598,4.052999,15.276688,-4.070319,15.294009,-4.052999,0,cluster2
0,0,-13.319471,46.228436,-11.275651,13.319471,19.589495,-26.638941,32.908965,0,0,cluster1
0.633931,2.73664,-2.10271,16.315919,-11.918242,5.473281,16.049183,-9.093267,16.949849,-3.637307,0,cluster1
2.04382,3.777603,-8.937382,16.002417,-11.881869,4.449639,21.82384,-12.022165,13.596599,-5.490601,0,cluster1
-0.407032,3.697928,-5.542563,24.993493,-15.377147,1.472243,21.910443,-9.820728,25.106076,-0.484974,0,cluster1
-0.926647,3.143672,-6.192082,11.474837,-4.96579,0.458993,6.763658,-10.885939,11.751965,-3.325538,0,cluster1
-2.580756,10.323023,-5.161511,3.498743,-5.610113,0,3.498743,-5.161511,8.660254,-2.580756,0,cluster2
-0.187061,0.187061,-0.374123,14.275563,-10.156746,2.064605,17.653062,-6.037929,15.401396,-2.251666,0,cluster2
-1.352732,5.022947,-5.37109,9.387715,-4.61938,0,5.021215,-9.041305,10.044163,-1.004589,0,cluster1
2.476833,1.957217,-2.701999,8.019395,-5.022947,-2.580756,5.317396,-6.443229,5.975575,-1.922576,0,cluster2
-0.595825,0,-0.595825,22.51666,-19.85623,0,21.920835,0,21.920835,0,0,cluster2
7.205331,0,-36.078618,31.176915,18.264476,7.205331,31.176915,-43.28395,31.176915,0,0,cluster1
0.415692,3.810512,-8.660254,41.811706,-36.987945,0.744782,38.399566,-13.596599,42.972181,-3.013768,0,cluster1
-0.446869,3.966396,-7.063303,93.115051,-83.117654,1.316359,86.069069,-7.932793,91.351824,0,0,cluster1
-5.864724,-8.261882,-0.339482,12.202298,-18.290457,-3.109031,31.391689,-5.473281,17.301456,0,0,cluster2
-2.068069,-1.108513,-2.622325,4.08764,-2.542651,-0.100459,3.128084,-5.99636,4.690394,-4.43405,0,cluster2
-1.44453,-4.260845,-1.461851,-5.715768,-1.461851,2.130422,0.2702,-6.391267,1.344071,-8.52169,0,cluster1
-43.30127,43.30127,0,-36.373067,-3.464102,0,6.928203,0,6.928203,0,0,cluster2
0.017321,5.888973,-7.84619,28.682761,-12.650899,2.303628,21.321545,-16.073431,27.574249,-0.017321,0,cluster1
-3.256256,0,3.256256,11.91651,-6.00502,0,8.660254,3.256256,8.660254,0,0,cluster2
0,0,0,3.464102,8.44548,0,3.464102,-9.89001,3.464102,0,0,cluster1
11.93383,0,-2.979127,22.51666,-3.332466,11.93383,22.51666,-14.912957,22.51666,0,0,cluster1
8.002075,0,-2.650038,7.742267,5.87858,13.30215,13.042343,-13.30215,10.392305,0,0,cluster1
2.701999,-8.478389,-0.372391,12.678612,-10.165406,2.701999,20.412219,0,22.741827,0,0,cluster2
8.660254,0,0,6.062178,0,0,-2.598076,4.330127,1.732051,0,0,cluster2
-0.956092,0,-0.956092,1.732051,-0.956092,0,0.775959,0,0.775959,0,0,cluster2
-0.507491,6.720357,-13.948205,22.568622,-20.968207,3.360179,17.020863,-16.800893,22.061131,-5.040268,0,cluster1
0.985537,0,-7.259025,16.991418,-5.289683,6.183421,17.976955,-12.366843,13.854674,-6.183421,0,cluster1
-34.641016,34.641016,0,-32.908965,0,0,1.732051,0,1.732051,0,0,cluster2
-1.671429,0.398372,-5.395338,12.089715,-7.957041,4.122281,15.527835,-7.066767,13.570618,-0,0,cluster2
-8.244562,8.244562,0,-6.512511,0,0,1.732051,0,1.732051,0,0,cluster2
-21.55364,6.183421,-16.371344,35.385798,-39.232683,0,38.565843,11.365717,38.565843,0,0,cluster2
3.891918,-2.303628,-5.322592,77.37071,-68.230677,6.910883,81.262628,-6.910883,72.048117,-6.910883,0,cluster1
0.358535,5.249846,-10.414822,32.058528,-27.066758,1.141421,27.274604,-11.623793,31.674013,-1.991858,0,cluster1
-10.42175,8.244562,-35.155435,-5.681127,9.276864,-8.244562,25.119933,-16.489124,8.630809,0,0,cluster1
-0.277128,0,0.012124,41.950271,-36.412904,-0.381051,41.292091,-0.853901,41.101566,-0.381051,0,cluster2
-0.956092,5.577204,-6.533296,6.928203,-5.113014,0,0.394908,-5.577204,5.972111,0,0,cluster2
2.573828,0,2.573828,84.333554,-64.48252,2.220489,81.05305,-2.220489,80.346373,0,0,cluster2
-0.069282,0.554256,-2.286307,16.211996,-10.605347,1.662769,17.805482,-3.325538,16.69697,0,0,cluster2
-1.247077,0.190526,-4.486012,12.877798,-3.289164,0.943968,11.102446,-4.676537,11.700003,-1.212436,0,cluster2
-3.464102,-6.928203,-3.464102,53.693575,-33.102955,0,46.765372,-20.78461,50.229473,-10.392305,0,cluster1
0,0,10.773356,22.897712,-7.205331,0,12.124356,-12.921099,1.351,-10.773356,0,cluster1
1.69741,0,-0.848705,12.124356,-5.093961,1.422014,12.973061,-3.968128,11.84896,0,0,cluster2
-1.248809,1.195115,-3.119424,41.551899,-36.858041,0.017321,42.052462,-1.299038,39.93936,-0.744782,0,cluster2
3.152332,3.949076,-5.525242,11.344933,-9.041305,0.796743,8.954703,-7.101408,10.548189,-0.779423,0,cluster1
3.212954,-1.887935,-4.338787,86.446656,-73.385261,5.681127,89.65961,-9.456997,82.090548,-5.681127,0,cluster1
-1.006322,0.883346,-1.006322,16.471803,-11.232349,0,16.348828,1.766692,15.465482,-0.883346,0,cluster2
-1.056551,-7.430498,-11.674022,6.425908,-9.186797,7.430498,19.156482,-12.747894,13.856406,-9.56092,0,cluster1
-7.136049,4.78046,-11.864548,13.025022,-16.821677,1.576166,21.702597,-6.339306,18.567585,-1.576166,0,cluster1
-0.207846,-1.576166,-3.377499,46.609487,-26.011939,-0.417424,44.825475,-9.108855,44.408051,-1.576166,0,cluster1
5.909757,-0.240755,-13.260581,32.094901,-8.53035,12.089715,35.858648,-20.85216,32.44824,0,0,cluster1
-28.855966,28.855966,0,-27.123916,0,0,1.732051,0,1.732051,0,0,cluster2
-34.641016,34.641016,0,-32.908965,0,0,1.732051,0,1.732051,0,0,cluster2
0.528275,-0.640859,0.091799,34.052119,-25.102612,-0.173205,33.108151,-4.64536,31.02969,-2.095781,0,cluster2
1.641984,-2.691607,1.44453,15.59885,-15.243779,3.346322,19.734987,-1.049623,21.636779,0,0,cluster2
3.280504,-3.043213,1.640252,16.338435,-15.145052,2.568631,18.215978,-1.402961,21.95028,0,0,cluster2
0,0,2.355589,4.08764,-2.355589,2.355589,-0.623538,0,1.732051,0,0,cluster2
-1.226292,4.188099,-4.680001,19.312367,-16.338435,4.41673,17.822803,-9.096731,17.594172,-1.472243,0,cluster1
-1.36832,2.857884,-11.422875,14.445304,-12.579885,3.914435,20.10911,-11.509478,16.298598,-3.169653,0,cluster1
-1.719926,1.818653,-1.719926,8.054036,-1.57097,0.606218,8.152763,-6.079498,8.152763,-0.606218,0,cluster2
3.590541,0,-1.085996,13.336791,1.979734,-1.085996,2.897721,4.827226,13.035414,0,0,cluster2
3.845153,3.845153,-7.690306,10.011254,-6.947256,0,10.011254,-11.535458,13.856406,0,0,cluster1
-3.135012,3.135012,9.422356,11.483497,-6.285612,3.135012,2.06114,-6.287344,-1.091192,-6.287344,0,cluster2
-1.595219,4.711178,-6.306397,31.800453,-22.066327,2.355589,25.494056,-8.244562,27.849645,-2.355589,0,cluster1
-10.825318,0,-10.825318,10.392305,3.897114,0,10.392305,10.825318,10.392305,0,0,cluster2
-3.031089,1.506884,-4.537973,19.052559,-12.912439,0,20.559443,0,19.052559,0,0,cluster2
-2.092317,-1.558846,-6.768855,98.900101,-85.887203,4.693858,99.925475,-6.252703,95.231618,-4.693858,0,cluster1
-0.271932,-0.718801,-2.826707,19.572174,-14.888709,1.835974,19.793877,-7.326575,18.486178,-2.442192,0,cluster1
0,0,0,12.124356,-2.892525,-0.831384,12.124356,-4.10496,11.292971,0,0,cluster2
-1.842902,2.010911,-2.864812,34.362156,-31.769276,0.587165,31.932089,-3.032821,33.664139,0,0,cluster2
-0.072746,0.571577,-0.644323,78.513863,-74.223573,0,79.601591,-0.571577,79.601591,0,0,cluster2
-0.166277,-0.969948,-0.166277,7.898152,-6.07257,0.969948,4.822029,-2.909845,6.761926,-1.939897,0,cluster2
-0.755174,-0.758638,-5.362429,32.074117,-22.010902,-0.19399,32.81197,-5.130334,32.188432,-0.640859,0,cluster2
-2.805922,7.014806,-11.206369,64.1032,-53.970703,3.013768,48.722589,-9.318433,58.768484,-2.788602,0,cluster1
19.970546,13.319471,-19.970546,20.247674,36.816472,5.644754,-6.391267,-12.295829,19.241352,0,0,cluster1
-2.599808,5.580668,-4.072051,122.50449,-115.55377,-0.027713,120.358479,-1.659305,121.182935,-1.091192,0,cluster2
4.070319,2.026499,-10.167138,36.373067,-19.170338,4.070319,34.346568,-14.237458,36.373067,0,0,cluster1
-0.180133,-1.177795,-0.959556,70.026814,-65.977279,0.779423,73.743795,-1.212436,72.20227,-1.558846,0,cluster2
1.054819,0.233827,-6.136656,36.277804,-24.155181,0.458993,37.012194,-8.135443,36.042245,-0.554256,0,cluster1
0.001732,-0.862561,-0.860829,21.754558,-17.351685,0,20.495357,0.398372,22.404077,1.229756,0,cluster2
0,0,10.773356,22.897712,-7.205331,0,12.124356,-12.921099,1.351,-10.773356,0,cluster1
-23.088237,23.088237,11.535458,-6.356626,-12.143408,9.545332,-6.339306,1.990126,3.206026,0,0,cluster2
-4.226204,2.805922,-2.823243,2.06114,-1.558846,0,2.06114,1.420282,2.06114,0,0,cluster2
-4.070319,2.04382,3.401748,23.642494,-20.620065,4.052999,31.765812,-0.651251,27.712813,2.026499,0,cluster2
0,0,7.517101,9.249151,-7.517101,7.517101,-5.78505,0,1.732051,0,0,cluster2
-0.192258,4.641896,0.968216,13.30215,-7.7873,1.160474,7.307522,-6.962844,6.147048,-1.160474,0,cluster2
-1.111977,2.857884,-1.111977,10.56551,-8.490513,0.952628,4.690394,-3.810512,7.548277,0.952628,0,cluster2
4.676537,0,-4.676537,8.660254,-0.727461,0,3.983717,-11.691343,6.321985,-2.338269,0,cluster1
-3.183509,0,-8.587508,1.732051,10.343807,2.701999,1.250541,-16.229316,-1.451459,-5.403999,0,cluster1
-1.189919,0,13.238064,43.872847,-27.33869,0,28.254945,-14.427983,13.826962,-14.427983,0,cluster1
-10.42175,8.244562,-35.155435,-5.681127,9.276864,-8.244562,25.119933,-16.489124,8.630809,0,0,cluster1
0.867757,2.090585,-12.560832,61.089432,-43.100352,4.676537,56.998328,-12.695932,59.088913,0.467654,0,cluster1
4.555294,4.555294,-4.555294,22.51666,-17.114394,-5.272363,13.406073,0.717069,26.354885,0,0,cluster2
-0.256344,0.34641,-0.949164,25.634352,-23.346313,1.402961,26.417239,-1.732051,24.321457,-1.749371,0,cluster2
1.886203,1.354464,-10.149818,65.067953,-54.100607,7.83753,74.405439,-13.508264,70.122077,-4.226204,0,cluster1
-0.82792,4.607255,-7.738803,31.176915,-25.949585,2.303628,25.741739,-6.910883,28.045367,-2.303628,0,cluster1
-43.30127,43.30127,0,-34.641016,-4.61938,0,8.660254,0,8.660254,0,0,cluster2
0.928379,3.238935,-3.401748,18.39438,-11.78141,-0.292717,15.009952,-6.185153,13.660685,-1.073872,0,cluster2
0.065818,0.665108,-4.860135,39.878738,-31.84029,1.182991,38.825651,-7.061571,38.439404,-0.363731,0,cluster2
-0.28752,-1.073872,-4.583006,61.03747,-38.344141,0.497099,57.528336,-11.235814,58.025434,-1.073872,0,cluster1
8.920062,-7.517101,-4.368232,11.60474,-7.612363,0.647787,28.769364,-6.384339,37.020854,-0.502295,0,cluster1
8.920062,-7.517101,-4.369964,11.60474,-7.612363,0.647787,28.769364,-6.386071,37.020854,-0.502295,0,cluster1
8.920062,-7.517101,-4.369964,11.60474,-7.612363,0.647787,28.769364,-6.386071,37.020854,-0.502295,0,cluster1
0.980341,0.554256,-5.608381,25.765988,-17.994276,1.423746,17.65999,-11.899189,22.357312,-4.867063,0,cluster1
0,6.928203,-6.928203,6.928203,-2.417943,-1.262665,0,-5.665538,5.665538,0,0,cluster2
0.206114,5.613577,-11.639381,14.133535,-8.705287,1.454923,9.768767,-13.094304,15.382343,-1.454923,0,cluster1
-0.214774,-1.576166,-3.384427,25.824878,-6.89183,-0.431281,24.033937,-9.094999,23.602656,-1.576166,0,cluster1
0,7.517101,-7.517101,5.196152,-2.887329,0,-2.320948,-7.517101,5.196152,0,0,cluster1
10.297042,0,-4.737159,15.588457,3.853813,10.513548,18.351078,-18.030649,13.882387,-1.489564,0,cluster1
7.638344,0,-7.638344,14.774393,-0.147224,7.638344,17.320508,-15.276688,14.774393,-2.546115,0,cluster1
-0.89547,-0.098727,-5.021215,45.565061,-32.174576,0.098727,43.514312,-8.426427,41.990108,-1.333679,0,cluster1
1.887935,5.698447,-5.698447,3.464102,-1.539793,0,-2.234346,-7.586383,1.576166,0,0,cluster1
5.381482,-5.381482,5.005627,20.80193,-17.961367,2.511474,15.778983,0,20.391434,0,0,cluster2
0,0,0,5.196152,-3.176581,0,5.196152,0,5.196152,0,0,cluster2
0.351606,0.484974,-3.528187,11.60474,-1.619468,2.182384,10.501424,-3.39482,10.01645,0,0,cluster2
4.43405,0,-13.319471,10.392305,10.825318,4.43405,10.392305,-17.753521,10.392305,0,0,cluster1
-3.671948,14.722432,-11.050484,1.524205,4.127477,0,-5.854332,-18.4117,5.196152,0,0,cluster1
-4.077248,2.175456,-12.682076,17.251226,-10.801069,1.177795,20.060612,-9.60249,17.52489,-1.177795,0,cluster1
-1.894864,1.351,-6.640683,19.139161,-12.68554,-1.567506,22.648296,-4.529313,21.08079,-0.6755,0,cluster2
-0.147224,0.519615,-4.650556,11.189048,-0.987269,1.835974,10.504888,-4.243524,9.985273,0,0,cluster2
-1.536329,1.279986,-12.034289,12.540048,-12.385895,3.533384,20.528266,-8.244562,13.56369,-2.355589,0,cluster1
5.542563,2.217025,-3.694464,81.406388,-69.87093,4.250453,78.08085,-10.161942,81.222791,-1.108513,0,cluster1
-0.344678,-1.437602,-6.285612,83.484849,-76.082064,4.503332,89.323592,-7.967434,84.768299,-0.34641,0,cluster1
0.652983,4.537973,-3.88499,6.928203,-6.961112,0,3.043213,-3.031089,4.567418,0,0,cluster2
-3.879794,1.939897,3.254523,23.833019,-20.79327,3.879794,31.592607,-0.62527,27.712813,1.939897,0,cluster2
5.009091,-1.76496,-14.523246,27.678172,-6.160905,10.342075,34.663533,-19.882211,32.744421,0.744782,0,cluster1
0.08487,0.285788,-0.005196,115.815309,-104.821983,1.96761,113.570571,-3.805316,112.481111,-0.536936,0,cluster2
0.124708,0.448601,-0.911059,63.218122,-53.762857,2.249934,60.985509,-3.164457,61.311134,0.640859,0,cluster2
3.311681,0.235559,-4.250453,114.668692,-105.012508,0.348142,110.023331,0.833116,113.118506,-0.415692,0,cluster2
-2.371178,0,-2.371178,3.464102,-3.670216,0,1.092924,0,1.092924,0,0,cluster2
-0,1.924308,-7.979558,29.202377,-16.582654,0,29.654442,-7.236508,28.409097,-0.484974,0,cluster1
5.816227,3.533384,-8.317308,10.530869,4.257381,0,-8.38659,7.066767,5.746945,0,0,cluster2
3.245863,0,-2.986056,14.549227,2.095781,0,2.085389,5.546027,13.863335,0,0,cluster2
-6.926471,14.410663,-30.950016,4.659217,3.656359,-4.797781,16.923868,-19.208443,12.126088,0,0,cluster1
-10.598419,-2.459512,-10.581098,8.452408,-10.420018,0,22.518393,-12.349522,15.139856,-7.413177,0,cluster1
-0.320429,0,-0.320429,18.255816,-15.27842,0,18.732129,0,18.732129,0,0,cluster2
-0.282324,-0.315233,-6.029269,44.742336,-32.614517,-0.533472,45.20133,-6.574865,44.19674,-0.571577,0,cluster2
0.658179,1.974538,-4.607255,5.196152,5.043732,1.316359,3.879794,-7.898152,5.196152,0,0,cluster1
-1.014982,0.230363,2.168528,137.883369,-131.951095,1.496492,138.328506,-4.350912,133.179119,-3.74123,0,cluster2
0,-4.330127,-4.330127,9.526279,-1.496492,3.574953,18.186533,-12.235207,13.101232,-4.330127,0,cluster1
0,0,0,6.928203,5.121674,-1.331947,6.928203,-6.912615,5.596256,0,0,cluster2
-0.277128,-0.315233,-6.022341,44.742336,-32.609321,-0.533472,45.206526,-6.573133,44.201937,-0.571577,0,cluster2
0.254611,2.73664,-2.482029,6.673592,-3.540312,-0.254611,5.814495,-1.36832,5.559883,0,0,cluster2
-0.699749,-2.06114,-6.88317,16.991418,-7.716286,6.183421,20.413951,-4.122281,14.230529,-6.183421,0,cluster1
0.221703,2.268987,-4.870527,10.946561,-1.617735,-0.017321,10.3542,-4.260845,9.799943,-0.277128,0,cluster2
-0.614878,0,-0.060622,19.606815,-14.916422,0.554256,18.974617,-1.628128,16.792233,-2.182384,0,cluster2
-0.668572,4.676537,-7.683377,31.748491,-26.735936,0,25.225588,-14.012291,32.240394,-5.819691,0,cluster1
0,0,-16.108073,15.588457,6.100283,0,15.588457,-16.108073,15.588457,0,0,cluster1
2.823243,2.823243,-2.823243,2.37291,-3.1506,0,2.37291,-8.469728,2.37291,-5.646486,0,cluster1
0,0,0,12.886458,-9.895206,0,6.928203,-5.958255,0.969948,-5.958255,0,cluster2
5.580668,-4.773532,-16.979294,27.193198,-4.6367,8.002075,33.716101,-20.644314,35.80149,-1.71473,0,cluster1
-2.424871,0,-2.424871,12.124356,-1.087728,-0.41396,12.124356,-2.028231,11.710396,0,0,cluster2
-1.271325,0,-4.943273,35.45508,-22.850946,2.771281,36.037049,-6.46055,34.183755,-2.771281,0,cluster1
-6.183421,-12.366843,0,-4.451371,6.183421,0,1.732051,-24.733686,1.732051,-18.550264,0,cluster1
-1.766692,2.684679,-0.900666,8.677575,-4.929417,-0.486706,5.975575,-2.215293,6.389535,-2.667358,0,cluster2
0,14.427983,14.427983,39.248271,-34.471275,27.253819,-32.891645,-12.825836,8.790158,0,0,cluster2
-10.42175,8.244562,-35.155435,-5.681127,9.276864,-8.244562,25.119933,-16.489124,8.630809,0,0,cluster1
0.727461,0,-0.727461,13.856406,-6.051786,-1.489564,13.856406,-2.927166,13.856406,0,0,cluster2
-12.366843,0,0,19.295046,-4.156922,12.366843,-5.43864,12.366843,6.928203,0,0,cluster2
10.184459,3.39482,6.789639,17.112662,-7.470335,6.789639,-6.651075,6.789639,10.323023,-3.39482,0,cluster2
-3.962932,1.835974,-11.324148,10.288382,0.103923,3.380963,11.833371,-7.070231,11.542387,0,0,cluster1
1.588291,0,-0.247683,24.352634,-10.702342,3.671948,22.268977,-3.689268,22.268977,0,0,cluster2
0.036373,3.325538,-3.824368,9.768767,-5.632629,0,5.37109,-0.535204,7.588115,0,0,cluster2
-0.017321,0.814064,-1.662769,10.23642,1.84117,1.645448,2.805922,2.476833,8.590972,-0.814064,0,cluster2
0,0,13.319471,16.783572,-14.474749,13.319471,-9.855369,0,3.464102,0,0,cluster2
-0.883346,0,-1.316359,8.660254,-4.052999,0,11.292971,-0.433013,8.660254,-2.199705,0,cluster2
-7.188011,9.578241,0,8.400446,-15.093091,4.78046,15.588457,-2.39023,15.588457,-2.39023,0,cluster2
-3.204294,6.408588,-9.612882,0.519615,-3.777603,2.599808,3.723909,-9.008396,6.323717,-3.204294,0,cluster1
1.02191,5.913221,-8.381394,27.792487,-21.626386,1.198579,21.304225,-11.118034,24.882642,-4.10496,0,cluster1
0.031177,-0.484974,-2.895989,127.478939,-121.316303,2.909845,131.38991,-4.867063,128.480065,-1.454923,0,cluster2
6.408588,0,0,23.729096,-5.552955,-0.905863,10.91192,7.314451,22.823233,0,0,cluster2
0.294449,-0.138564,-4.735427,47.336949,-35.98682,1.160474,47.787282,-7.177619,46.211116,-0.277128,0,cluster2
-1.796137,5.906293,-5.346841,5.12687,-8.215117,1.177795,6.846797,-3.550704,5.686323,0,0,cluster2
-2.57556,2.320948,-1.276521,45.985949,-44.434031,2.268987,45.714017,-2.73664,46.008466,-0.727461,0,cluster2
0.367195,-0.519615,-0.990733,82.393657,-74.864432,0.817528,84.666108,-1.396033,84.912059,0,0,cluster2
0.651251,-1.437602,-2.816315,86.429335,-82.374604,2.857884,89.488137,-3.95254,86.630253,-2.39023,0,cluster2
0,0,-3.931755,55.425626,-41.887917,-0.512687,55.425626,-3.419068,50.981183,0,0,cluster2
-1.666233,7.361216,-5.573739,6.218062,-9.140032,2.424871,3.304753,-8.774569,7.011342,-1.212436,0,cluster1
-2.606736,7.759588,-10.366324,16.35056,-17.490249,0.718801,14.852336,-9.586901,16.679649,-1.108513,0,cluster1
0,0,8.244562,24.421916,-0.27886,0,5.196152,-10.981202,-3.048409,2.73664,0,cluster2
-15.744342,31.488684,0,1.732051,-15.744342,15.744342,-29.756633,-15.744342,1.732051,0,0,cluster1
5.161511,-8.104266,-8.104266,21.702597,-21.163929,5.161511,36.825132,-10.323023,26.140111,-5.161511,0,cluster1
24.733686,24.733686,-24.733686,31.661889,22.002241,-1.945093,-17.805482,26.678779,29.716796,0,0,cluster2
-0.21131,2.511474,-6.498655,33.688388,-20.744773,1.247077,28.454131,-10.063215,29.718528,1.264397,0,cluster1
0,0,-2.823243,8.660254,0.774227,-2.823243,8.660254,-2.823243,8.660254,0,0,cluster2
-4.278165,4.295486,-4.278165,10.357664,-3.621718,-0.989001,4.347448,-7.56733,6.787907,-3.41214,0,cluster1
-1.188187,0.900666,-2.088853,96.163461,-85.213436,2.71932,94.074608,-0.900666,94.057287,-2.71932,0,cluster2
