@relation 'chess_king_rook_king_pawn-weka.filters.unsupervised.instance.Randomize-S250-weka.filters.unsupervised.instance.RemovePercentage-P34.0_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-V-R6,4,10,18,23,32'

@attribute '0.346bxqsq=t-0.326rkxwp=t+0.29 wknck=t+0.284katri=n+0.269rxmsq=t...' numeric
@attribute '-0.326katri=b-0.307 hdchk=t-0.295bkon8=t-0.291bkblk=t+0.288rkxwp=t...' numeric
@attribute '0.395 skrxp=t-0.368bkxbq=t+0.335wknck=t+0.301bxqsq=t+0.296thrsk=t...' numeric
@attribute '0.602 hdchk=t-0.359bkxbq=t-0.301wknck=t-0.253katri=b+0.22 skach=t...' numeric
@attribute '-0.309bkblk=t-0.301skewr=f+0.28 wknck=t-0.27rimmx=t-0.264reskr=t...' numeric
@attribute outcome {won,nowin}

@data
-0.230184,0.430687,-0.079703,1.070858,-0.315694,won
0.035174,2.446065,-1.83815,-0.738987,-0.164495,won
0.388899,0.793171,0.648759,0.328066,-0.188612,nowin
1.502586,0.419151,0.994518,0.281208,0.262924,nowin
0.793702,0.819067,-0.724655,0.175506,0.150677,won
0.000709,-1.199898,-1.910017,-0.267879,0.935079,won
1.050507,-1.917849,-1.037771,-1.258318,0.043646,nowin
-0.758255,0.979642,-1.243269,-0.464695,-0.084489,won
0.666089,-0.666345,0.008341,0.929417,-0.5765,nowin
0.966487,-1.21926,0.131593,-0.418424,-0.676262,nowin
1.357204,-0.773912,0.847252,-0.214442,0.349753,nowin
-1.022779,-0.226398,-0.772713,0.216568,-0.454625,won
-1.277836,0.394707,-0.084313,0.985553,0.195022,won
0.542231,0.525372,-0.164377,0.41241,-0.880204,nowin
-0.456659,-0.0213,0.923804,1.102817,-0.711651,won
-0.113725,0.380489,-0.663493,0.132987,-1.13482,won
0.566709,1.058444,0.381394,0.470057,0.333253,won
-0.753689,1.099572,0.723665,0.101095,1.412737,nowin
1.557629,0.902838,-1.469929,-0.939413,-0.581214,nowin
1.251627,0.36424,0.228609,0.040024,1.320372,nowin
-1.277632,-4.501266,-0.340625,-1.932438,0.072306,won
1.684751,-3.519249,3.749659,-2.356498,0.222807,nowin
1.180687,-0.697728,0.360339,-0.166681,-0.233288,nowin
-0.338142,-0.329558,-0.787339,0.627905,0.08246,won
-1.833904,-0.712351,1.438425,1.773596,-0.900196,won
-1.417171,-1.671345,1.29643,1.724003,-1.280197,won
-1.0792,0.281035,-0.493697,0.472177,-0.663491,won
-0.317777,-0.30465,-0.019875,-0.768049,0.149955,won
-0.931068,0.699936,2.309066,-0.423434,1.74115,nowin
-0.790161,1.179622,0.157435,0.591489,-0.387539,won
1.097225,0.569276,0.20626,-0.406348,0.392856,nowin
0.898457,-1.482109,1.571523,-0.695803,-0.558071,nowin
-0.495144,-0.677555,-0.62264,-0.942816,-0.141278,won
-0.864314,0.399502,-1.198803,-0.371933,0.636886,won
0.812853,0.539472,-0.214647,0.408543,-0.228365,nowin
0.119717,-0.126018,-0.524852,0.263042,-0.816645,nowin
-0.471465,0.166206,0.09828,-1.158855,-0.508352,won
0.239266,-0.767851,0.00733,0.009417,0.278888,nowin
-1.755949,-1.287211,0.331718,-0.931104,-1.555496,won
-1.266412,-0.352845,3.175186,-0.224126,0.408217,nowin
-0.664448,0.561048,0.648243,-0.34425,-0.840771,won
-0.116827,-0.472926,-0.699421,-0.79543,0.823945,nowin
3.392571,-2.017331,0.140822,0.521216,-0.667344,nowin
-0.08346,-0.320236,0.5438,0.338586,-0.276461,won
-1.81355,3.276813,0.629262,0.700706,-0.197307,won
0.13885,-0.154033,-1.315306,0.089084,0.53336,won
-0.064147,-0.554539,-1.382648,0.147525,-0.841723,won
-0.912716,-0.522303,-0.192691,0.343103,-0.087163,won
0.532533,-0.247247,-0.025642,0.711535,0.857897,nowin
0.200445,-0.384038,-0.761926,-0.117964,-1.055045,nowin
-0.194338,-0.068739,0.317426,0.18035,1.029946,nowin
-0.880949,0.59821,-0.939405,-0.916223,0.280041,nowin
0.107895,0.427496,0.331606,0.159877,0.06889,won
-0.951376,0.802571,-0.061485,1.626351,0.748464,won
0.377568,0.846198,1.168445,0.164333,0.570196,nowin
1.603201,-0.046338,0.720814,-0.017314,-0.296847,nowin
1.430473,0.426344,0.912815,0.2216,0.443605,nowin
-0.296567,-0.009202,0.632174,1.317671,-0.633542,won
-0.602172,1.10804,-0.698524,-0.093418,0.60979,nowin
-1.966901,1.137161,-0.138962,0.500627,0.042095,won
0.727367,0.258249,-0.069182,-0.362878,0.538631,nowin
0.532405,-1.060375,-1.542183,-1.074982,0.332475,nowin
1.398296,1.929569,1.308469,-0.533815,0.081028,nowin
0.193651,-0.117821,0.869687,0.411809,0.883618,nowin
-0.033615,0.141781,0.288285,0.178699,-0.125053,nowin
-1.009691,0.35883,0.649284,0.989448,-0.348412,won
0.0688,-0.679633,-0.941951,-0.25651,-0.651782,nowin
1.210566,0.017819,0.08375,-0.403966,1.306858,nowin
2.403419,0.680701,-1.131615,-0.49552,-1.444488,won
-0.022241,-0.414721,2.041339,-1.066961,0.25408,nowin
-0.062371,-0.216991,-0.194032,-0.381584,-0.691327,won
0.746605,-0.538844,-1.313437,-0.82324,0.775448,nowin
-1.28399,-0.273076,0.345665,0.758192,-0.713806,won
2.501905,0.688767,0.574799,0.529428,0.169071,won
1.508575,-2.765269,-0.203465,-1.716552,-1.497491,nowin
1.681213,-0.076053,2.862666,0.411048,-0.211884,nowin
-0.347331,-0.577051,1.494445,-0.566485,-0.88469,nowin
0.171489,-0.213009,-1.535635,-0.312101,0.663048,won
-0.280944,-0.156023,-0.393894,-0.691073,0.301695,won
1.541078,-2.490725,0.617815,-1.955892,0.794769,nowin
-2.331828,3.333984,0.539813,0.975263,-0.527229,won
-0.180559,-0.413415,1.677451,-0.616922,0.453548,nowin
0.049741,0.120806,-0.396941,0.804898,0.642796,won
0.976846,1.05988,0.19763,-0.149004,-0.501173,won
0.167085,-0.051361,-0.396569,0.69183,-1.162945,won
1.162571,-3.03397,-0.434457,-1.900117,-0.556421,nowin
2.119823,-0.481961,-1.394609,-0.725297,-0.534796,nowin
1.116893,0.801292,-0.929862,-0.860684,0.966225,won
-2.104526,-0.72645,1.488694,1.777463,-1.552035,won
0.171481,0.125473,-0.35976,-0.51845,-0.599187,nowin
0.307917,0.166688,-1.845129,-0.495031,-0.051095,won
-0.717682,-0.634522,4.104387,1.037256,0.290188,won
-0.637933,-1.129156,-1.584315,0.023933,-0.504924,won
-0.076588,-2.643518,-1.959518,-1.981339,-0.153502,won
0.452968,0.097499,-1.38437,0.098043,-0.22928,won
-1.369361,1.407527,-1.021956,-0.049574,-0.37122,won
1.7153,-0.291313,0.824433,1.055101,-0.667697,nowin
0.972982,-1.727845,-1.741832,-2.029812,-0.779599,nowin
-2.03147,3.277609,0.589457,0.916675,-0.540923,won
0.254334,0.772992,-0.076271,1.170234,0.235621,won
0.356037,0.090976,1.65013,0.269453,0.206313,won
1.57797,1.150998,0.112398,-0.630773,0.034722,nowin
1.429208,0.380959,1.453823,0.081517,0.048367,nowin
0.308215,0.078328,0.515056,1.043032,-0.635115,nowin
0.97277,0.850989,-0.080024,0.545419,0.021534,nowin
-1.80758,0.232697,-0.995018,2.423927,-0.495012,won
2.48747,0.697985,0.885199,0.201122,1.722043,nowin
0.850775,0.336198,-1.286901,-0.403499,0.217119,won
-0.16029,-0.193395,-0.514949,-1.553458,0.19587,won
0.61215,-1.179573,0.162871,-0.326201,-0.312145,nowin
-1.111799,0.816667,-0.771709,0.242442,0.728942,won
-0.878648,0.039517,0.419497,-0.595993,-1.283744,won
0.430121,0.813674,-0.051353,0.163268,-0.619735,nowin
0.525984,1.148484,0.440524,0.677748,-1.379853,won
0.197032,0.132925,1.135755,0.512826,0.51399,won
-0.729382,1.348983,0.765606,-0.024301,0.965471,nowin
3.646058,1.019856,0.743734,-0.504724,0.899851,nowin
-0.197917,0.072017,-0.121559,0.945425,-0.94512,won
-0.247041,-0.817011,-1.350903,-0.637479,-0.084287,won
-2.565096,-1.189119,1.984698,1.721704,-1.039481,won
3.428945,0.545484,-0.089741,-1.20274,1.032774,nowin
-0.103559,0.88358,-1.224904,-0.615506,-0.4623,won
0.652526,-0.607022,2.296978,-0.097344,1.052821,nowin
-0.385421,0.896155,0.262699,0.783778,1.601814,won
-0.988602,0.462076,-0.088548,0.269278,-0.763279,won
0.499627,-0.066648,-0.253638,-1.101639,-0.225337,nowin
0.980502,-0.212786,0.18473,-0.550143,-0.266769,nowin
-1.584646,-3.540571,0.232286,0.135778,0.110858,won
0.458674,1.247558,1.336254,-0.6106,-0.412276,won
-0.395288,0.099536,0.996972,0.207731,0.355956,won
0.231868,1.046486,-1.227281,-0.0751,-0.389982,won
-0.685537,0.457803,1.386075,0.37592,-0.425904,won
-1.514813,0.897308,-0.339754,-1.301309,-0.050403,nowin
1.391311,0.214813,0.958599,0.496517,0.456378,nowin
0.090605,0.462959,-1.076971,0.206623,-0.830458,won
0.279143,0.35391,-1.003044,-0.017647,-0.278602,won
-1.441526,1.299092,-0.523445,0.357767,1.189291,won
-0.768975,1.158641,-0.333605,0.808442,0.754326,won
-0.737732,-0.681663,1.785966,0.773733,-0.507993,nowin
0.687967,0.423338,0.580995,1.01252,-0.593133,nowin
-0.713962,-1.15685,3.915446,0.569546,0.190831,won
0.016851,0.207364,-1.053851,0.118362,0.578352,won
-0.041445,-0.218325,-0.418159,-0.607998,-0.768965,nowin
-1.018508,1.247787,-1.021167,0.092139,-0.31238,won
-0.15311,1.374959,-0.384916,-0.529123,0.913806,nowin
0.442651,-0.270364,-0.686658,0.405677,0.303051,won
1.03911,0.240869,-1.229691,-0.988681,-0.184482,nowin
1.649855,0.90116,0.55362,-0.550217,0.242334,nowin
0.801072,-0.488989,-0.660172,0.048378,-2.888576,won
2.999304,0.000492,-0.532337,-1.184724,-1.710391,nowin
0.128244,0.945258,-0.649058,-0.398074,-0.00479,won
0.500981,2.267178,1.377131,-0.264423,-0.716588,won
-0.110315,-0.525674,0.699788,0.717654,-1.38245,nowin
-0.206593,-0.359247,-0.640574,-0.237842,-0.99915,nowin
0.390035,-0.305244,-0.750165,0.110676,-0.708304,nowin
0.061527,0.548032,-0.867804,0.346821,-0.078722,won
0.000094,-1.288481,-1.117535,-0.405485,1.259404,nowin
0.552065,-0.621468,-1.07786,-1.181238,0.794422,nowin
1.427569,0.654418,1.609961,-0.744373,0.342131,nowin
-0.193414,0.102323,0.035755,1.203857,0.244005,won
1.177922,0.226114,0.902934,0.465193,0.723884,nowin
-2.043159,-3.812729,1.299984,-0.774026,0.283597,nowin
0.774276,-0.222731,0.462562,-0.69793,0.765456,nowin
-0.391845,-0.66386,-0.685961,0.418717,-0.391653,won
0.579147,0.476262,-1.087435,-0.013212,0.164997,won
-1.346008,1.066183,0.584882,-0.203999,1.254703,nowin
-0.390352,-1.319083,-2.217534,0.285546,0.989418,won
0.310317,-0.004737,-0.663181,0.544947,1.327814,nowin
-1.413691,1.719784,0.738849,-0.010679,0.842069,won
-1.78997,-0.835305,1.141533,1.483878,-1.217441,won
-1.187058,-0.014074,0.046519,0.814681,-0.639645,won
0.415034,-1.654728,0.606649,-0.62492,1.745851,nowin
-1.362255,1.689295,1.189783,0.061339,0.755054,won
-0.317053,-0.226312,-1.525171,-0.092265,-0.332407,won
0.250564,-0.738659,-0.111858,-0.172838,0.234114,nowin
-0.015711,1.532921,-0.928287,-0.083042,0.568857,won
0.961033,0.106965,-0.603812,-1.120269,0.240152,nowin
1.222049,1.206594,-0.016113,0.734508,-0.100239,won
0.039646,-0.039208,1.293585,1.303234,0.124855,nowin
-0.282077,-0.357168,-4.309987,1.36954,0.312918,won
-0.17368,-0.345544,1.366873,1.629564,-3.491099,won
-0.789114,-0.181812,-0.369095,0.797745,0.455599,won
0.011535,-4.000573,1.339757,-0.877433,-0.433763,nowin
-2.614061,1.33858,-0.052163,0.332365,1.333775,won
0.572262,-0.71937,0.077194,0.136124,-0.259691,nowin
-1.618021,1.637314,1.152327,-0.084315,0.537708,won
-1.859732,2.096428,-0.500468,-0.32572,0.0532,won
-2.328108,2.811656,0.350872,0.507553,-0.626586,won
-0.145428,2.158245,-1.184033,-0.561322,-0.43898,won
-0.725497,0.189187,-0.087937,0.79179,1.308061,won
-1.666721,0.121187,0.093859,0.643079,0.804656,won
1.024896,0.926747,0.635168,-0.454127,-0.045388,nowin
0.257139,0.073139,0.275734,0.730203,0.51053,nowin
1.53785,-1.810442,0.084911,-0.630605,0.872452,nowin
0.637715,-0.335321,0.73351,-0.138934,0.641903,nowin
0.13074,0.201295,0.772546,0.590329,0.166513,won
-1.514681,-0.961601,0.928034,-0.363264,-0.850127,nowin
-1.036919,2.217008,-0.685115,0.392945,0.567698,won
3.14929,-1.746904,0.88401,-1.039294,-0.081825,nowin
2.568844,-0.334559,0.579263,-0.061847,-0.088781,nowin
-0.602828,-1.039226,-0.134934,0.761748,-0.867024,won
-0.674318,0.121987,0.006019,-0.522357,-0.979382,won
-1.039597,1.144542,-0.283335,0.812309,0.102487,won
0.489074,-0.198661,1.312979,0.292182,-0.131793,nowin
1.735817,-0.456703,0.231115,0.381791,0.954048,nowin
-0.636668,-1.083771,-2.125323,0.164016,-0.109686,won
-1.029991,1.43294,-0.161278,-1.053434,1.04441,nowin
-0.382076,-0.206603,-0.490447,0.917623,0.399704,won
-0.33155,1.122139,-0.748793,-0.097285,1.261629,nowin
-1.452521,0.642719,0.322605,0.894822,1.247629,won
1.118817,1.000357,2.318845,-0.46158,-0.885009,won
-0.994201,1.497199,-0.979226,-0.033258,-0.759646,won
1.106091,-1.050549,-0.11783,-0.972207,1.321689,nowin
-0.327875,0.272474,0.15946,0.533899,-0.813134,won
-1.225051,-2.96013,0.06581,-0.813943,0.724917,nowin
-0.117654,1.450345,-0.695091,0.005958,1.161105,nowin
0.318333,-0.768779,-0.254388,0.459793,0.414923,nowin
0.612798,-0.871201,-0.398678,-0.31404,0.32404,nowin
0.878685,-0.058011,1.159636,0.551034,0.386498,nowin
-0.155349,0.303873,1.219655,0.058837,-0.886766,won
-0.937023,-0.771714,-0.234632,0.4685,0.360103,won
1.918653,0.195367,0.70208,0.970198,-1.311889,nowin
2.25152,1.489293,0.108255,-0.112651,0.889658,nowin
-0.708223,-0.335253,-1.119874,-0.077018,-0.120031,won
3.621752,0.770444,0.701793,-0.379327,1.347116,nowin
0.26285,-0.759922,-0.667596,0.267905,-0.769464,won
0.364592,0.543759,0.606818,0.453463,0.258654,nowin
0.098628,-0.229263,0.21298,0.983213,-0.401778,nowin
2.21619,1.736441,0.693421,-0.564691,-0.242836,nowin
-0.744668,1.408053,-0.291664,0.683045,0.30706,won
-1.07538,0.530827,-0.535093,-0.380447,0.900467,nowin
1.52426,-1.727176,-0.368372,-0.341001,0.833198,nowin
-0.113532,-0.67184,-0.079985,0.122881,-1.350052,nowin
-0.228101,-0.565114,1.037669,-0.166273,0.072596,nowin
-0.269253,1.778186,0.656979,0.800616,0.084885,won
-0.678237,-2.871788,-0.119872,0.13059,0.036133,nowin
1.930093,1.046161,0.261863,-0.590312,-0.887012,nowin
1.685224,-2.347725,3.199699,-0.925692,1.841367,nowin
-0.710552,-0.398156,-1.448109,0.274875,0.044482,won
-1.347399,1.651414,1.102058,-0.088182,1.189547,won
-1.182528,-2.181185,-0.298788,-1.229019,0.232499,nowin
-1.402379,1.886584,-0.353832,0.022088,0.490265,won
0.22579,0.731204,0.362125,0.089632,-0.924097,nowin
-1.445047,0.959599,-1.478263,-0.385506,0.678192,won
2.283366,-0.310778,0.717258,0.091541,-1.175113,nowin
2.024491,0.7296,0.325284,-0.332363,-0.381086,nowin
0.534469,0.153996,0.617089,-0.553385,-0.993925,nowin
2.148013,1.045365,0.301668,-0.806281,-0.543395,nowin
-0.940363,1.279301,-0.580955,0.047998,0.297999,won
-1.321702,1.315594,0.626823,-0.329396,0.807438,nowin
-1.697292,1.247111,-0.560902,0.212114,0.971945,won
1.247917,1.645442,-0.623308,-0.993366,-0.116211,nowin
0.256634,-0.216485,-0.100818,0.01051,0.656807,nowin
0.21474,-0.014575,0.131855,-0.308361,0.468751,nowin
-1.11241,0.688395,-0.791609,-0.856468,0.326094,won
0.282518,0.414148,0.99029,1.284247,-0.253006,won
0.199438,-0.729068,-0.801063,-0.004222,1.267884,nowin
-1.444743,1.152926,-1.303218,-0.237006,1.221689,won
-0.239859,-2.324438,-1.585006,-1.465775,0.383065,won
0.197728,-0.581781,-1.046582,-1.089015,1.158539,won
0.247917,0.707544,1.631006,0.246926,1.308216,nowin
0.011429,1.065007,0.110386,0.729967,-0.147054,nowin
1.062594,0.368251,0.236184,-0.378723,1.016751,nowin
-0.950761,1.639101,-0.864217,0.082614,0.111031,nowin
1.526079,-1.310537,1.035544,-0.274527,0.091049,nowin
-1.143412,1.063213,-0.349119,-1.488237,0.368134,won
-0.427152,-1.525964,2.027964,-1.250638,0.332175,nowin
0.825372,0.361658,0.298158,0.741223,0.045888,nowin
0.327588,1.504671,-0.332587,0.00319,0.003691,won
3.572866,-0.281062,0.598823,0.163696,-1.494282,nowin
0.969514,-4.466045,0.166951,-1.198039,-1.298856,nowin
0.135092,-0.748003,-0.578742,-0.334013,-0.304305,nowin
1.74218,-1.727972,-0.328567,-0.556969,1.176814,nowin
-1.066404,1.169324,-1.467599,-0.603125,-0.13319,won
3.048065,0.760617,-0.72256,-0.482102,0.357902,nowin
-0.518492,-0.167712,-0.419364,0.793878,1.107438,won
0.435305,0.838736,1.986862,0.370965,0.879322,won
-1.406549,0.208374,3.43521,0.119839,1.215307,nowin
-0.254714,-2.286557,-1.49728,-1.316254,-0.051427,won
0.397072,-0.022368,-0.730111,-0.687752,1.16702,won
-0.138867,-0.089566,-0.596827,0.192966,0.203412,won
-0.45347,-0.187421,-1.454088,-0.216011,0.375327,won
-0.893574,1.394049,-0.232361,-0.929688,0.336676,nowin
1.043959,1.969256,1.339747,-0.441593,0.445145,nowin
0.433709,0.983548,0.985234,-0.570679,-0.051215,won
-0.803364,1.401565,-2.111878,-0.623411,-0.216016,won
2.501287,-0.311574,0.757063,-0.124428,-0.831496,nowin
-1.624443,2.721206,-1.009554,-0.794148,0.081306,won
1.235507,0.47803,2.772829,-0.747197,0.136698,nowin
1.892694,0.584913,0.198678,0.818517,1.147696,nowin
-1.895389,1.305768,-0.79753,-0.432171,-0.181776,won
-0.038758,1.179455,0.802771,1.052819,0.746947,won
-0.251989,-0.711904,0.055317,0.607725,-0.137018,nowin
0.00787,0.732001,0.32232,0.3056,-1.267713,nowin
0.057453,-1.156945,-1.078436,-1.144751,-0.623726,nowin
1.141041,-0.569775,-0.455406,0.999186,0.379701,nowin
0.374817,0.393792,-0.673957,-0.086848,-0.139365,won
-1.196578,0.655858,0.152258,0.742839,0.34753,won
-0.484264,0.656152,1.227322,1.135618,0.094848,nowin
-0.622467,-0.880569,-0.581793,0.174914,0.694697,won
1.785466,0.963265,0.646302,-0.287944,0.939498,nowin
-1.635451,-1.799851,0.353025,0.060226,-0.24422,nowin
-0.863027,1.931191,0.686864,0.943791,0.730634,won
0.796535,0.101741,0.272078,1.113912,-0.117969,nowin
0.471035,0.401344,0.329436,0.833446,0.410005,nowin
0.715598,0.789893,-0.189348,0.00988,0.466597,nowin
0.848962,0.609761,0.916631,-0.190265,0.405738,nowin
-0.66767,-0.708953,-1.682834,-0.467753,-0.067647,won
-0.112467,-0.006925,0.984929,-0.683791,-0.998894,won
6.126523,0.14317,1.424885,2.953533,-0.878466,nowin
-2.238635,1.402138,-0.821273,-0.480028,0.554791,won
-0.112576,-0.823481,0.101514,1.080298,0.00952,won
-0.999934,-0.452598,-0.331773,0.64702,-0.357003,won
0.351444,0.755211,0.903012,-0.315864,0.536038,nowin
2.076556,-1.707535,-0.767381,-0.945487,-0.851109,nowin
0.127742,-2.561048,-2.372996,-1.907703,0.15086,won
-0.384069,-0.23628,-0.383083,-0.690546,-0.197522,won
0.110891,-0.244537,-1.108118,0.674185,-0.385978,won
-0.117941,-0.0909,-0.820954,-0.033448,0.125775,nowin
0.191392,0.19805,-0.354628,0.566433,-1.61021,won
-1.825988,1.256909,0.273475,-0.906707,-0.754625,won
0.284315,1.338457,-0.800104,-1.43485,1.42111,nowin
-0.05217,-1.03381,3.45988,0.550431,0.630293,nowin
-1.399524,-0.804703,2.241532,0.792847,-0.947455,won
-0.309988,1.163441,-1.329482,0.352369,0.225569,won
-0.137917,-0.576172,0.038411,-0.07526,1.238812,nowin
-0.012526,0.245027,-0.449547,-0.541471,-0.53992,nowin
0.71626,0.753571,-1.734775,-0.974381,-1.419007,won
0.101733,0.514607,1.213675,-0.432049,-0.555921,won
1.586803,0.241157,-0.22784,0.003335,0.066736,won
-1.334789,0.730366,-0.795174,-1.102277,0.701224,nowin
0.746021,-0.02464,-0.366502,-0.641287,1.078383,nowin
-0.763513,-1.693981,-0.535269,-0.020605,0.228951,nowin
0.874241,0.583382,-1.466918,-0.202828,-0.529856,won
1.214997,1.099605,0.001722,0.204055,-0.082114,nowin
0.06566,-0.363886,0.522692,-1.348876,-1.100969,won
0.02479,-0.001327,1.381311,1.452755,-0.309638,nowin
-0.623077,-1.167038,-1.67204,-0.125588,-0.070431,won
4.294839,0.906925,3.334793,3.230772,-0.675654,nowin
-0.13842,0.662808,0.423816,0.038347,-1.030214,won
-0.468325,-0.14954,-1.366363,-0.06649,-0.059166,won
0.017668,0.524955,-1.456027,-0.326843,-0.832955,won
-0.748146,1.281533,-0.804523,-0.355095,-0.880043,won
0.469782,1.862041,1.676217,0.346147,0.493833,won
0.029997,0.70834,1.591201,0.462894,0.9646,nowin
0.084421,0.472804,0.753662,0.639962,-1.406727,won
1.076848,1.882698,1.996658,0.244944,0.509589,nowin
2.29674,0.769178,-1.375718,-0.543825,0.507545,won
-0.162981,-1.032587,-2.048062,0.093701,0.451277,won
0.414645,0.137494,-0.53318,0.133779,-0.612071,nowin
0.815631,0.68283,-0.02129,0.885858,0.63483,won
-0.728346,-1.126276,-0.095792,-1.559857,0.02161,won
-1.310483,0.979778,-0.753233,-1.227673,0.253959,nowin
-0.003741,-0.315028,-0.548313,-0.87434,-0.52812,nowin
1.450141,0.65836,-0.223308,-0.232736,1.016975,nowin
2.829405,-12.059829,-3.879471,7.089307,0.585117,nowin
-7.035643,-5.650697,11.181266,-2.654161,3.279494,nowin
-0.681617,-0.684055,-0.408789,0.854964,-0.48118,won
-0.492554,0.062961,0.836112,-0.438685,-0.093485,won
2.01149,-1.006416,-1.218664,-0.205771,0.209927,nowin
-0.60402,1.960978,-1.795406,-0.222148,-0.207536,won
-0.784272,0.544546,-0.502026,0.342913,-0.458917,won
-0.906999,-5.698395,1.210949,-2.788755,-1.447826,nowin
0.443377,0.317306,-0.239682,-0.360122,0.325848,nowin
-1.712148,1.284992,-0.473176,0.361634,0.537452,won
-0.771214,0.087555,1.270966,1.396402,-1.046246,won
-0.408538,-0.590271,0.08868,-0.071392,0.586973,nowin
0.156485,0.314639,-0.345161,0.836881,-0.16178,nowin
0.64819,0.860298,1.118175,0.160466,1.222035,nowin
-1.303039,-0.205264,-0.454681,-0.170148,1.991925,nowin
-0.412259,-0.067943,0.277621,0.396318,0.686329,nowin
-2.101638,-1.301184,0.785642,-0.043269,0.467787,nowin
0.118741,-0.042023,0.840808,0.819876,-0.504984,nowin
-2.350693,0.996867,-0.214799,0.229449,-0.329552,won
-0.758129,1.809749,0.304176,-0.150872,-1.318055,won
-0.184257,0.427137,1.413358,1.076408,-2.36416,won
-0.227402,-0.975668,-0.904044,-0.050645,-1.646008,won
-0.046735,-0.405539,-1.750484,-0.244632,-0.224066,won
0.478064,1.065407,-1.531771,-0.511827,-1.918447,won
-1.123045,1.172215,-1.114167,0.071956,0.727884,won
0.966419,-0.556427,-1.11409,-0.125184,0.701597,nowin
0.928104,-2.149962,0.030752,-1.604117,-0.234559,nowin
-0.434514,0.348217,0.333775,0.997222,-0.620055,won
-0.062534,-0.321571,0.319673,0.112173,-0.354098,nowin
-0.129457,-2.594557,1.334468,0.121389,-0.990907,nowin
-0.918608,-0.2291,-1.054515,-0.180123,0.450221,won
-2.191708,1.627487,-0.272026,-0.18709,-0.451507,won
-1.463994,2.071522,-0.289663,-0.026753,0.823267,won
0.997772,1.058546,-0.026497,-0.375417,-0.57881,nowin
0.337901,0.442902,0.249101,0.338774,-1.184566,nowin
1.285077,0.115044,0.261613,0.894077,0.877486,nowin
-1.107813,-0.687358,1.453431,0.06881,-0.710483,won
0.232833,-0.176273,0.233793,0.8556,0.957795,nowin
0.35469,0.142605,-0.652178,0.624906,0.127243,won
-0.915933,-0.668469,-0.972464,-0.25167,-0.054764,won
1.191047,1.581412,0.426376,0.102739,-0.058199,won
-0.257593,1.388794,0.598405,0.385741,0.619561,nowin
1.984387,1.674763,0.117575,-0.782123,-0.700346,nowin
-2.554713,-5.182785,1.735144,-1.147579,-0.787293,nowin
0.304998,-0.067838,-0.264717,0.448259,-0.602716,nowin
-2.532096,0.111477,0.507636,-0.941061,-0.642095,nowin
0.578999,0.966029,0.015314,0.986248,-0.225338,nowin
3.967756,1.039145,0.932785,-0.195762,0.406046,nowin
5.520761,-0.940007,1.103236,2.70362,-0.151878,nowin
-3.546638,-2.08086,2.004195,0.120725,-0.969304,won
0.10059,0.194772,0.309098,0.051086,1.23452,nowin
0.502449,0.456204,-0.480261,0.211047,-0.181492,nowin
-0.764808,0.0676,-0.327154,0.672348,0.008334,won
0.334904,-1.46741,-1.810319,0.025369,-0.292047,won
-0.085063,0.83978,0.312342,0.725189,1.588119,won
0.340944,-1.500828,-0.6621,0.396546,0.254813,won
0.162927,-0.327311,0.683552,-0.702459,-0.651527,won
-0.672655,-0.23201,-0.952885,-0.140126,-0.363528,won
0.497678,0.790689,-0.229153,0.225848,0.12298,nowin
1.341381,-0.425771,-0.626916,-1.440635,1.349795,nowin
-0.188587,-0.994919,3.530963,0.426686,1.338027,nowin
-1.351507,0.026931,0.055777,0.43497,1.225455,won
2.363426,1.200487,-0.867729,0.054044,-0.797056,nowin
1.784551,0.233022,1.227931,0.355926,-0.368409,nowin
-0.427239,-0.227754,-1.64547,0.430559,0.637759,won
-0.106957,-0.033864,-0.057197,-0.617323,0.962556,nowin
0.931697,0.340719,-0.48266,-0.289242,0.842993,nowin
-0.592119,0.203578,0.219336,-0.296471,-0.402528,won
0.29306,0.575888,0.09181,0.75702,-0.969553,won
-1.251119,1.695477,-0.91386,0.141202,0.124725,won
-0.732599,1.202817,-0.014167,-0.619075,0.99787,nowin
-0.494186,0.081699,-0.377423,0.668481,0.660173,won
0.793043,0.804468,-1.033734,0.09003,0.064473,won
-1.632877,1.675195,1.240053,0.065206,0.103215,won
-1.498423,-0.82254,0.867136,1.253597,-0.643239,won
1.148752,-0.209656,0.057082,-0.689054,0.560083,nowin
2.541769,1.131027,-0.280847,-0.28084,1.671518,won
-0.428727,1.359037,-0.347774,0.630963,0.065618,won
-0.354882,-1.105066,-0.710835,-0.304638,0.051499,nowin
-0.504399,-1.028033,-2.057346,-0.983316,-0.604214,won
0.78681,0.663341,-0.383627,0.66068,0.913833,won
-0.45687,-3.732701,-0.038967,-0.716418,0.877391,nowin
-0.91788,1.144637,-0.274302,-0.804291,0.783941,nowin
-0.194548,-0.788242,2.49241,-0.263445,0.39943,won
-1.076581,-2.104441,0.109342,-0.753628,0.105498,nowin
-1.637719,-2.269266,1.211702,-0.109694,-0.536412,won
-0.688759,-0.812199,-0.945002,0.252417,0.34722,won
-0.626351,0.107664,-0.462456,0.187504,-1.2047,won
-0.971561,0.874164,-0.281869,0.658568,1.50842,won
