@relation vote_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A17-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Class {democrat,republican}

@data
0.097064,0.018581,0.158402,-0.045933,-0.058076,-0.024576,-0.080724,0.179871,0.063997,-0.112995,-0.141533,-0.037112,-0.028148,0.000189,0.11576,-0.079458,democrat
0.069191,-0.007128,0.109555,0.021174,-0.015327,0.012307,-0.05565,0.035366,-0.034807,-0.101591,-0.022656,0.124851,-0.118457,0.046028,0.109989,-0.086408,democrat
-0.120307,0.010033,-0.089341,-0.051098,0.052533,-0.038253,0.037273,-0.041497,0.056565,0.048459,0.074718,0.030304,-0.056763,-0.002321,-0.027631,0.036483,republican
-0.080289,-0.008992,-0.019167,0.051862,-0.062207,-0.019351,-0.051265,0.084787,-0.031615,0.068873,-0.027177,-0.017601,0.054424,-0.052752,0.063654,-0.100879,republican
-0.014511,0.064565,0.045137,0.019994,-0.025903,0.010138,-0.018697,0.102324,0.084466,-0.046355,-0.064876,-0.087081,-0.078817,0.000809,0.066312,-0.002903,democrat
-0.013302,-0.10813,0.170717,-0.071011,-0.071517,-0.015503,-0.051193,0.033645,0.129494,-0.155969,-0.056187,-0.051094,-0.051976,0.070874,-0.044959,-0.00662,democrat
0.016916,-0.014,0.122452,-0.004863,-0.020174,-0.024485,-0.063926,0.151633,-0.009706,-0.143728,-0.158992,-0.055508,-0.10024,-0.004634,0.089318,-0.103427,democrat
-0.020425,-0.046901,-0.025499,-0.148986,0.077926,0.009478,-0.048059,-0.136423,0.038316,0.020964,-0.094397,0.004047,0.013566,0.010283,-0.069573,-0.057247,republican
-0.02805,-0.031884,0.064108,0.013216,-0.139798,0.029053,-0.025319,0.07362,0.023028,-0.129325,-0.171705,-0.071157,-0.064767,0.067405,0.027149,0.067178,democrat
-0.007593,-0.009889,-0.111783,-0.00621,-0.004688,0.013564,0.000579,-0.033556,0.049302,-0.045136,-0.000754,0.03257,-0.000461,0.057108,0.037589,-0.063362,republican
0.001288,-0.01629,-0.170545,0.025076,0.064077,0.014264,0.097628,-0.053803,-0.062373,0.120822,0.063472,0.074284,0.013249,-0.018791,-0.065805,0.033588,republican
-0.029399,-0.015941,-0.067674,0.018995,0.086549,-0.050836,0.030445,-0.013282,0.012617,0.053968,0.07389,0.01307,-0.033745,-0.001135,-0.026011,-0.013151,republican
-0.033241,-0.029529,-0.154916,0.02972,0.112324,0.026426,0.087834,-0.044066,-0.0147,0.141532,0.092902,0.069082,0.01357,0.009857,-0.043406,0.003137,republican
0.001288,-0.01629,-0.170545,0.025076,0.064077,0.014264,0.097628,-0.053803,-0.062373,0.120822,0.063472,0.074284,0.013249,-0.018791,-0.065805,0.033588,republican
0.086332,0.022205,0.0337,0.01822,-0.00676,0.01792,-0.033404,0.033631,-0.077129,-0.086652,-0.10372,-0.044681,0.001706,0.033024,0.11637,0.079619,democrat
-0.033241,-0.029529,-0.154916,0.02972,0.112324,0.026426,0.087834,-0.044066,-0.0147,0.141532,0.092902,0.069082,0.01357,0.009857,-0.043406,0.003137,republican
0.044144,-0.073011,0.08277,-0.089304,-0.030813,0.018388,0.025415,0.138266,0.048157,-0.102233,-0.114518,-0.107634,-0.03695,0.092155,0.129073,0.05586,democrat
-0.078373,-0.044043,-0.162779,-0.012201,0.076736,0.021415,0.123002,0.03917,-0.003592,0.154312,0.092829,0.052294,0.024912,-0.03751,-0.040883,-0.023266,republican
0.027838,0.013801,0.087776,0.093583,-0.076922,0.072876,-0.096069,0.015103,0.046264,-0.082592,-0.195061,-0.033198,-0.100039,0.100284,0.048554,-0.053475,democrat
-0.015686,-0.007809,0.14763,-0.012177,-0.074937,-0.017523,-0.088954,0.046881,0.066487,-0.103089,-0.048129,-0.15109,-0.03998,-0.004329,0.070394,-0.043991,democrat
-0.043167,0.029914,0.014299,0.08512,0.006158,-0.075785,-0.096881,0.013242,-0.028233,0.013366,0.007271,-0.019872,0.002703,-0.037246,0.047754,-0.075925,republican
-0.036064,0.011302,-0.018366,-0.191907,-0.066924,-0.056938,-0.000928,0.003733,0.039128,-0.026057,-0.053662,0.114893,-0.052403,-0.0401,-0.012186,-0.006305,republican
-0.106936,0.105016,-0.12163,-0.045653,-0.040744,0.016681,-0.04738,0.048106,-0.077809,-0.025617,0.062179,0.039626,-0.04285,-0.028658,-0.034608,-0.011762,republican
0.061826,-0.118711,0.050429,-0.027726,0.014935,-0.026157,0.129204,0.059352,0.017076,0.067259,-0.141424,0.072649,-0.003053,-0.060388,-0.028094,0.048759,democrat
0.017945,-0.08886,0.101692,-0.071699,-0.085875,0.053055,0.00188,0.02776,0.105675,-0.064596,-0.069271,-0.136042,-0.042985,0.084513,0.04078,0.005392,democrat
-0.036692,-0.04628,0.048494,0.019115,-0.087668,0.044066,-0.034685,-0.010662,-0.040689,-0.075924,-0.077921,-0.047071,-0.013339,-0.015286,-0.018802,-0.014518,democrat
0.015001,-0.008158,0.044759,-0.006096,-0.09741,0.047577,-0.021771,0.00636,-0.008503,-0.036235,-0.058547,-0.089876,0.007014,-0.021986,0.030599,0.002748,democrat
0.060105,-0.040735,0.21046,0.068867,0.015323,-0.038245,-0.105721,0.096074,-0.059162,-0.059514,-0.172037,-0.076115,-0.111423,0.037222,0.067346,-0.040203,democrat
0.087542,0.022785,0.145502,0.029453,-0.049389,0.018704,-0.109716,-0.025088,0.068889,-0.079182,-0.094299,-0.109934,-0.097265,0.028391,0.047904,-0.110225,democrat
0.125766,0.044792,0.15238,0.027196,-0.077189,-0.031833,-0.02745,0.061526,-0.077373,-0.016462,-0.039114,0.007721,-0.030518,0.035187,0.074703,-0.03546,democrat
0.001495,0.088965,0.161388,-0.061796,0.042987,-0.030854,-0.014833,0.004702,-0.068226,0.051531,-0.099315,-0.081758,-0.055739,0.075159,0.045198,-0.042985,democrat
0.021734,0.002562,-0.105256,0.000553,0.068693,-0.050783,0.057469,-0.030896,-0.006366,0.069139,0.095931,0.116426,0.02461,-0.03913,-0.102142,0.038842,republican
0.034059,-0.018712,0.13217,0.024363,-0.043774,-0.134276,0.056763,-0.015405,0.005789,-0.121137,-0.15601,-0.116285,-0.017665,0.051692,-0.006705,-0.045311,democrat
0.147925,-0.068277,0.021721,-0.117835,0.019732,-0.004368,-0.132803,0.023355,0.014655,-0.080919,0.040285,0.006523,-0.005012,-0.009722,-0.018256,0.108636,democrat
0.016982,-0.013505,-0.021663,0.01229,-0.02025,-0.078814,-0.006701,-0.003925,-0.022228,-0.011578,-0.008927,-0.01868,-0.041001,-0.008914,-0.017637,0.002461,republican
0.092431,0.014403,0.17955,0.009241,-0.115756,-0.028276,-0.144039,-0.034875,0.049222,-0.145535,-0.079402,-0.067899,0.000096,0.025913,0.022513,0.019567,democrat
-0.039554,0.044329,0.037331,0.024471,-0.037271,0.025253,-0.020676,0.090845,0.070466,-0.043335,-0.058943,-0.089736,-0.035656,0.024063,0.082985,0.04414,democrat
-0.041251,-0.005136,-0.129313,0.021056,0.145101,-0.035019,0.077386,-0.032376,-0.00021,0.098805,0.127277,0.050023,-0.026809,-0.022004,-0.056783,0.001688,republican
0.010996,0.004038,0.057561,-0.010428,-0.081021,0.016854,-0.026995,0.012206,-0.001258,-0.057598,-0.041359,-0.099406,-0.013176,-0.037916,0.023911,0.002024,democrat
0.043457,-0.013699,0.084445,-0.021955,-0.12557,0.043975,-0.051482,0.017577,0.033014,-0.045191,-0.060463,-0.028675,0.058754,-0.010463,0.00764,0.009451,democrat
-0.024839,-0.057084,0.110133,0.017053,-0.14622,0.02825,-0.081625,0.008432,-0.027862,-0.120761,-0.131308,-0.084023,-0.020274,0.005584,0.01197,-0.029357,democrat
-0.051202,-0.002873,0.133151,0.042973,-0.171225,-0.100126,-0.057604,0.023536,0.088607,-0.153878,-0.127067,0.015893,-0.029748,-0.055324,0.089327,0.03215,democrat
0.007067,-0.045874,-0.053591,0.0118,0.025612,0.007008,0.011182,-0.013756,0.039644,0.087739,0.037599,0.09333,0.058374,0.04225,-0.035592,-0.004999,republican
0.042921,-0.052423,0.136022,0.002462,-0.162657,0.012052,-0.07917,0.063383,-0.092099,-0.154707,-0.093641,0.079397,-0.033721,0.061074,0.152969,0.010088,democrat
0.026853,-0.018962,0.106398,-0.008158,-0.155961,0.031761,-0.068712,0.025454,0.004324,-0.081071,-0.111934,-0.126829,0.000078,-0.001116,0.061372,-0.012091,democrat
0.034544,-0.069882,0.138962,-0.051374,-0.048155,0.013018,-0.071084,0.076793,-0.029572,-0.091552,-0.080737,-0.118495,0.029235,0.001843,0.13539,-0.064642,democrat
0.081437,0.016292,-0.134594,-0.015994,0.026175,0.014174,0.08083,-0.025564,0.011331,0.151555,0.080931,0.09268,0.085341,-0.013968,-0.039363,0.057558,republican
-0.039176,-0.072759,0.018038,0.01003,-0.0229,-0.040025,-0.050164,-0.00593,0.03896,0.006216,0.030455,0.032009,0.097381,0.077766,0.015148,0.0728,republican
-0.006954,-0.015108,0.068648,0.002171,-0.062437,0.025319,-0.137613,0.142597,0.055256,-0.084049,-0.103513,0.028719,-0.015038,0.009524,0.032524,-0.007013,democrat
-0.053705,0.062082,0.12841,0.018062,-0.174342,-0.009171,-0.058663,0.044035,0.081207,-0.160925,-0.040947,-0.034126,0.00401,0.088591,-0.01235,-0.209014,democrat
-0.01415,-0.054878,-0.060119,-0.055318,0.06554,0.035893,-0.091114,-0.024444,-0.003331,-0.109907,0.03131,-0.082281,0.099091,0.106002,-0.094599,-0.011514,republican
-0.030912,-0.075864,0.165447,0.005839,-0.126133,0.03681,-0.12113,0.029385,0.061327,-0.109007,-0.103794,-0.028024,0.031786,0.045755,0.011411,-0.053105,democrat
-0.110821,-0.040484,-0.109656,-0.047841,-0.030237,-0.022663,0.021342,0.038412,0.046899,-0.069042,0.045416,-0.008586,0.056824,0.024387,0.060079,0.002872,republican
-0.009537,-0.051137,-0.031638,0.025598,-0.00478,-0.005207,-0.006047,-0.005879,0.010954,0.051859,-0.013872,-0.004824,-0.000301,0.051596,0.01814,-0.026541,republican
0.018452,0.008593,-0.158652,0.004509,0.102583,0.029937,0.100747,-0.027044,0.017486,0.181221,0.112276,0.026276,0.033922,0.003158,0.005996,0.020403,republican
-0.045585,-0.033116,0.053377,0.019779,-0.04372,-0.00961,0.003395,-0.048033,0.096922,-0.000032,-0.052718,-0.084885,0.042076,-0.073557,0.091555,-0.028553,democrat
-0.035548,0.100919,-0.031048,-0.063854,0.036119,-0.077025,-0.112986,-0.058135,-0.024493,-0.044684,-0.149698,0.009072,-0.006551,-0.073877,-0.025683,-0.003612,republican
0.043519,-0.044974,0.06761,0.069208,-0.141246,-0.043145,-0.018975,0.15193,0.13549,-0.261816,-0.076765,-0.082785,-0.000773,0.076409,-0.037122,0.048643,democrat
-0.107198,0.048774,-0.048886,-0.092467,0.016001,-0.008429,-0.077164,0.023146,0.019799,0.031533,-0.154715,0.006142,0.045491,-0.060734,0.012616,-0.059017,republican
0.039102,-0.002817,-0.10683,-0.05466,-0.02166,0.061285,-0.040511,0.109043,0.099881,-0.001561,-0.020797,0.095198,-0.104665,-0.026887,-0.130819,0.081836,democrat
-0.004758,0.041229,-0.051764,0.046116,-0.054688,0.000829,-0.109517,-0.01491,0.037141,-0.049858,-0.015902,0.097782,0.094662,0.01165,0.057622,-0.104593,republican
-0.096428,0.00174,0.112002,0.053905,-0.066972,-0.059472,-0.068274,0.066697,0.087227,-0.141478,-0.126317,-0.088316,-0.065763,-0.004409,0.076945,0.010885,democrat
0.020254,-0.099471,0.064677,-0.030595,0.005844,0.039926,-0.154282,0.128528,-0.074596,0.105483,0.010833,-0.090992,0.038833,-0.070595,0.066545,0.035414,republican
0.001288,-0.01629,-0.170545,0.025076,0.064077,0.014264,0.097628,-0.053803,-0.062373,0.120822,0.063472,0.074284,0.013249,-0.018791,-0.065805,0.033588,republican
0.001288,-0.01629,-0.170545,0.025076,0.064077,0.014264,0.097628,-0.053803,-0.062373,0.120822,0.063472,0.074284,0.013249,-0.018791,-0.065805,0.033588,republican
0.104287,0.032181,0.097616,0.019282,0.041507,-0.073098,-0.033992,0.013412,0.097814,-0.065446,-0.111675,0.026821,0.002187,-0.053533,0.121021,-0.039066,democrat
0.004691,-0.053908,-0.011795,0.017668,-0.01886,-0.007008,-0.020903,-0.000271,0.031713,0.047381,-0.01483,0.025777,0.025568,0.057358,0.00666,-0.02319,republican
0.079531,0.051923,0.084041,0.068372,-0.086663,0.076387,-0.083155,0.032125,0.078451,-0.042902,-0.175687,-0.076003,-0.079687,0.093584,0.097956,-0.036209,democrat
0.054491,0.108659,0.003423,0.030711,0.023884,0.027861,-0.004555,0.037029,0.00659,-0.090947,-0.107104,-0.109779,0.09158,0.107064,0.033124,-0.110649,democrat
0.073919,0.059057,0.14232,0.065081,-0.076605,-0.058009,-0.088354,-0.009097,0.19221,-0.079092,-0.166828,-0.023668,-0.033585,-0.006975,0.100175,-0.031805,democrat
0.022735,0.076843,-0.103288,0.006615,0.042198,0.065143,0.018206,0.018389,0.097309,0.145235,0.166569,0.044689,-0.018295,0.088728,-0.120515,0.048608,republican
0.123188,0.030794,0.021297,-0.050012,-0.063594,-0.009556,-0.058459,0.088443,-0.006277,0.003662,0.032133,-0.010478,-0.00365,0.076129,-0.029751,0.027281,republican
0.025609,-0.010618,0.071813,-0.005004,0.057409,-0.014952,0.089287,0.018913,-0.00977,-0.025685,0.044274,0.036134,-0.01925,0.136666,-0.068903,-0.053993,democrat
0.0446,-0.02533,0.10913,0.022523,-0.102867,0.080714,-0.07023,-0.081077,0.026896,-0.018225,0.053832,0.048328,-0.017819,0.078195,0.104443,-0.025523,democrat
-0.118284,0.125306,0.106717,-0.104278,-0.100756,-0.011225,-0.01147,0.00603,0.069464,-0.037617,-0.001314,-0.005146,-0.008485,0.091482,0.051023,-0.000232,democrat
-0.09286,-0.005306,0.1167,0.041201,-0.130826,-0.005231,-0.059539,0.073608,0.015669,-0.130187,-0.029724,-0.027995,-0.148684,0.048343,0.134593,-0.019617,democrat
0.04304,-0.001787,-0.014653,-0.008942,-0.025692,-0.009465,-0.041661,0.060205,-0.079981,-0.027071,0.014674,-0.028874,-0.075743,0.071306,-0.056193,0.003311,republican
-0.086828,0.0678,0.137156,-0.034559,-0.147217,-0.049055,-0.035038,0.025812,0.09395,-0.078729,-0.044326,-0.051353,-0.054506,0.036887,0.152173,-0.009136,democrat
-0.074398,0.046608,0.093843,-0.063351,-0.011676,-0.012567,-0.03305,-0.010575,0.050118,-0.049752,-0.01596,-0.130387,-0.002459,0.004394,0.000002,-0.038864,democrat
-0.032934,0.05118,-0.079927,0.068884,0.051874,-0.075524,-0.030119,-0.029099,-0.0668,0.05503,0.10582,0.108252,0.090965,-0.088787,-0.049166,0.037227,democrat
-0.057588,0.029389,0.166055,-0.074096,-0.041219,-0.021865,-0.097137,0.053451,-0.085951,0.028456,-0.07833,0.011459,-0.079542,0.057663,0.030116,-0.068786,democrat
0.016982,-0.013505,-0.021663,0.01229,-0.02025,-0.078814,-0.006701,-0.003925,-0.022228,-0.011578,-0.008927,-0.01868,-0.041001,-0.008914,-0.017637,0.002461,republican
-0.036361,-0.013519,-0.095265,0.000844,0.078733,-0.082,0.043063,-0.042163,-0.019878,0.032453,0.142174,0.092058,0.070552,-0.024483,-0.082174,0.13148,democrat
0.051304,-0.012307,0.158885,-0.028349,-0.167733,-0.002564,-0.103647,0.042516,0.053086,-0.111391,-0.096662,-0.075157,0.031628,-0.005524,0.031724,-0.006112,democrat
-0.029474,0.034402,-0.086617,-0.074433,-0.017536,-0.001933,0.021935,-0.007926,0.007531,0.033868,0.03301,0.073194,-0.071555,0.007578,-0.090772,0.024392,republican
0.024992,-0.037898,-0.047266,0.020954,-0.053027,-0.017368,0.003747,-0.015615,-0.036718,0.031149,-0.043301,0.000379,-0.000622,0.022948,-0.00426,0.00391,republican
0.024992,-0.037898,-0.047266,0.020954,-0.053027,-0.017368,0.003747,-0.015615,-0.036718,0.031149,-0.043301,0.000379,-0.000622,0.022948,-0.00426,0.00391,republican
0.088402,0.048877,0.165911,0.013187,-0.165928,-0.015218,-0.081665,0.14237,0.07872,-0.054017,-0.179289,-0.064143,-0.057225,-0.005526,0.032018,-0.008497,democrat
0.036624,0.131125,0.120332,-0.10842,0.045484,-0.025468,-0.051025,0.000818,0.03298,-0.063939,-0.130509,-0.015871,0.028616,0.085872,0.003226,-0.057639,democrat
0.111336,0.041598,-0.040342,-0.047951,-0.005042,0.006261,-0.011518,0.06935,-0.019105,0.048499,0.08552,0.026475,0.003285,0.05526,-0.060523,0.04212,democrat
-0.053782,0.100672,0.255171,-0.030521,-0.062678,-0.060368,-0.12642,-0.005281,0.075516,-0.017277,-0.152538,-0.128122,0.038947,0.141566,-0.017102,0.07908,democrat
0.071511,0.075735,0.034621,0.039405,-0.079991,-0.088038,-0.103884,0.031744,-0.002203,0.02339,-0.0047,0.003726,0.074474,-0.061071,0.051797,-0.021505,democrat
0.040641,0.014512,0.037576,-0.05555,-0.030727,-0.097962,0.182123,0.045305,0.043605,0.021568,0.010545,-0.008063,0.046865,-0.026271,-0.000822,-0.03353,democrat
-0.088254,0.061492,0.170031,-0.005649,-0.120153,-0.009935,-0.05116,-0.082132,-0.067097,0.007562,-0.080351,0.031785,-0.020152,0.12732,-0.036061,0.076902,democrat
0.011114,0.087035,0.194839,-0.080965,0.007185,-0.087618,-0.062263,0.007492,-0.066552,-0.02434,-0.126814,-0.072431,0.074398,0.066359,-0.018655,0.102271,democrat
-0.02049,0.053957,-0.062968,0.082537,0.016462,-0.072131,-0.040146,-0.015588,-0.088733,0.037493,0.031228,0.022283,0.009318,-0.086764,-0.005418,-0.030634,democrat
0.026193,-0.020319,0.092259,-0.019633,-0.101446,0.050056,-0.056379,0.022445,0.05685,-0.034836,-0.045748,-0.031276,0.058914,0.003862,0.01884,-0.005774,democrat
0.065521,-0.052106,0.05821,0.03887,-0.059832,-0.090772,0.078725,-0.019938,0.031189,-0.128214,0.004376,0.013282,0.053878,0.049057,0.078728,0.054065,democrat
0.047272,-0.076409,0.10822,-0.064936,-0.012493,-0.011292,0.058769,0.030421,0.050006,0.049679,0.027414,-0.052185,-0.017914,-0.011725,-0.098951,0.107597,democrat
0.097131,0.019076,0.014287,-0.02878,-0.058152,-0.078904,-0.023499,0.024314,0.051475,0.019155,0.008532,-0.000285,0.031091,-0.004091,0.008805,0.02643,republican
0.050992,-0.006365,0.007196,0.087495,-0.011784,-0.01315,-0.007861,-0.027509,0.052008,0.100408,-0.121988,-0.018733,-0.085509,-0.059219,-0.013693,0.091279,republican
0.121192,0.047361,0.083891,0.090691,-0.165828,0.004803,-0.076751,0.076889,0.055331,-0.021551,-0.007376,-0.038207,-0.0461,0.077199,0.004444,0.003507,democrat
0.016693,-0.054293,0.172306,0.002141,-0.182803,-0.044325,-0.110088,0.030848,0.004839,0.041045,0.032743,-0.019118,-0.031862,-0.087898,0.077092,0.030249,democrat
-0.015751,0.102574,0.222883,-0.079466,-0.217687,-0.026757,-0.040837,0.054332,0.009782,0.030518,-0.143491,-0.049922,-0.061524,0.063544,0.019979,-0.040437,democrat
0.143545,-0.00763,0.193657,-0.05411,-0.115435,-0.053353,0.010057,0.029934,-0.011627,-0.093155,-0.049048,-0.08281,-0.001689,0.126391,0.001307,-0.072238,democrat
-0.108862,0.068425,0.204786,0.003817,-0.134157,-0.052872,-0.073613,-0.06841,-0.088541,-0.049682,-0.114634,-0.075899,-0.099017,0.120736,0.010982,0.054635,democrat
0.005609,-0.04875,-0.137166,0.074291,0.140391,-0.02416,0.068422,0.005986,0.00333,0.090305,0.148495,0.066272,-0.057395,-0.051597,-0.017164,0.0114,republican
-0.015818,-0.005846,-0.029149,-0.061353,0.035013,-0.039873,-0.002454,-0.020538,-0.064737,0.042037,0.050492,0.057475,-0.039757,0.022986,-0.065964,0.091274,republican
-0.012795,-0.010677,-0.089627,0.005197,0.116941,-0.038621,0.047675,-0.021159,0.041306,0.089849,0.125361,0.111224,0.024931,-0.010481,-0.079743,0.008392,republican
-0.000595,-0.020959,-0.048606,0.04361,0.047339,-0.01116,-0.138208,0.013877,0.018354,-0.01509,-0.056278,0.009656,0.029096,-0.061255,0.134002,0.088081,republican
-0.070299,-0.013177,-0.124318,0.021202,0.150121,-0.050628,0.070183,-0.03801,-0.006966,0.080462,0.150398,0.037838,-0.003838,-0.014681,-0.0468,0.048007,republican
0.034146,0.011377,-0.00977,-0.008277,0.018256,-0.063141,-0.003582,0.022833,0.057631,0.048821,0.039878,-0.066688,-0.020328,0.013035,0.054164,-0.010724,republican
0.024992,-0.037898,-0.047266,0.020954,-0.053027,-0.017368,0.003747,-0.015615,-0.036718,0.031149,-0.043301,0.000379,-0.000622,0.022948,-0.00426,0.00391,republican
0.0644,0.056607,0.145207,0.060458,-0.03476,-0.006726,-0.058122,0.0838,-0.018931,-0.038789,-0.173609,-0.184126,0.084804,0.122422,0.044447,-0.088667,democrat
0.029744,-0.02183,-0.130859,0.009217,0.035917,0.010663,0.067917,-0.042586,-0.020856,0.111866,0.061556,0.135485,0.064989,-0.007268,-0.088764,0.040292,democrat
0.056042,-0.00679,0.07547,-0.004677,-0.100478,-0.056648,-0.003014,0.077465,0.011315,-0.084872,-0.203902,-0.076043,0.017883,-0.081018,0.178237,-0.008793,democrat
0.001288,-0.01629,-0.170545,0.025076,0.064077,0.014264,0.097628,-0.053803,-0.062373,0.120822,0.063472,0.074284,0.013249,-0.018791,-0.065805,0.033588,republican
0.053448,-0.043439,-0.007581,0.005094,-0.081187,-0.02097,-0.025964,-0.004399,0.004799,0.022193,-0.045217,0.06158,0.051118,0.034471,-0.027219,0.010613,republican
0.049892,0.030301,0.133717,0.052804,-0.104783,0.041568,-0.127272,0.032074,0.106456,-0.088545,-0.13136,-0.039171,0.017995,0.119754,0.094965,0.063132,democrat
-0.009537,-0.051137,-0.031638,0.025598,-0.00478,-0.005207,-0.006047,-0.005879,0.010954,0.051859,-0.013872,-0.004824,-0.000301,0.051596,0.01814,-0.026541,republican
-0.029635,0.107945,0.010381,-0.104908,0.001711,-0.024521,-0.12319,-0.024492,-0.002189,0.004184,0.017862,0.039801,-0.019959,0.013908,0.10227,0.002372,republican
0.063975,0.019944,0.139864,0.0251,-0.087596,-0.024674,-0.114328,-0.046091,0.007706,-0.136578,-0.077486,-0.129101,-0.051643,0.01439,0.045472,0.012863,democrat
-0.042998,0.01566,0.123967,0.084167,-0.064671,-0.010003,-0.107815,0.002949,0.025902,-0.152486,-0.072048,-0.043917,-0.127251,0.08939,0.093607,0.02225,democrat
0.060203,0.023095,-0.00276,-0.029509,0.012814,0.006208,-0.038542,0.086963,-0.000122,0.033328,0.063478,-0.076881,-0.05507,0.093255,0.015608,-0.009874,republican
0.115998,0.017245,0.185188,0.013594,-0.077549,0.015103,-0.139427,-0.013871,0.110406,-0.088139,-0.096214,-0.048733,-0.045525,0.039914,0.024945,-0.103522,democrat
0.019986,-0.0062,0.156686,0.027657,-0.100482,0.007054,-0.097907,-0.061509,0.012696,-0.096832,0.036736,-0.068886,-0.116874,0.05568,0.144797,-0.048515,democrat
0.063975,0.019944,0.139864,0.0251,-0.087596,-0.024674,-0.114328,-0.046091,0.007706,-0.136578,-0.077486,-0.129101,-0.051643,0.01439,0.045472,0.012863,democrat
-0.001787,0.124615,-0.010952,-0.107739,0.00805,0.027563,-0.118611,0.007599,-0.045068,0.019259,0.007499,0.016288,-0.08617,0.040933,0.084488,-0.046873,republican
-0.0655,0.1057,0.146473,-0.086063,-0.207854,-0.011497,-0.047124,0.009633,0.015943,-0.106166,-0.149747,0.030278,-0.082036,0.075755,-0.009973,-0.094524,democrat
-0.012404,-0.009095,0.113961,0.031449,-0.178878,0.020885,-0.095223,0.088552,0.037706,-0.136164,-0.180237,-0.00795,0.008665,0.050438,0.025686,0.049914,democrat
0.021805,-0.022383,0.1565,-0.025075,-0.086542,-0.071465,-0.098249,0.141845,-0.029373,-0.210081,-0.144095,-0.013473,-0.002878,-0.007113,0.063927,0.026365,democrat
0.024335,-0.054346,0.185062,-0.035704,-0.041065,-0.041814,-0.108897,0.122763,0.01303,-0.167805,-0.11428,-0.013927,-0.014128,-0.002453,0.058005,-0.086689,democrat
-0.052225,-0.077965,0.105002,0.005812,-0.128713,0.072193,-0.047975,-0.014863,0.005818,-0.045134,0.034385,0.074346,-0.026829,0.037527,0.057564,-0.069193,democrat
-0.007676,-0.032202,0.122026,-0.003513,-0.107714,0.043922,-0.078506,0.03519,0.051997,-0.060362,-0.082504,-0.132031,0.000399,0.027532,0.083771,-0.042542,democrat
-0.045907,-0.006276,-0.060164,-0.120819,0.012296,0.025282,-0.005732,-0.092674,0.019686,0.033555,-0.056618,0.084336,-0.074786,0.056255,0.044028,-0.015607,republican
0.033379,-0.051315,0.116538,-0.029624,-0.085575,0.047227,-0.035588,0.040077,0.083499,-0.067001,-0.11463,-0.097794,-0.097601,0.028795,0.010918,-0.12057,democrat
-0.059483,-0.019147,0.131337,-0.059447,-0.067783,-0.051739,-0.030871,-0.0465,0.065424,-0.051964,-0.126439,-0.131319,0.080144,-0.03594,0.108517,-0.064154,democrat
-0.025696,0.018426,-0.012498,0.095871,0.034514,-0.033907,-0.112648,0.026705,-0.000041,0.037056,-0.111896,-0.066231,0.108633,-0.018025,-0.015794,-0.043548,republican
-0.014236,-0.05581,0.133625,0.063619,-0.062384,0.045422,-0.126588,-0.065068,0.008702,-0.112831,-0.101806,-0.072438,-0.031296,0.0816,0.031847,-0.033405,democrat
0.049443,-0.031242,0.005221,0.000763,-0.064799,-0.051693,-0.031188,0.001446,0.012044,0.000829,-0.02803,0.052051,0.030928,0.01854,-0.033908,0.009888,republican
-0.005727,-0.015635,-0.054312,-0.048889,0.010201,-0.005827,-0.0141,-0.041568,0.012825,0.022833,-0.092356,0.009649,-0.004929,0.033281,-0.018579,0.009615,republican
-0.063817,-0.012393,-0.133245,0.000096,0.127307,-0.037525,0.09497,0.009242,0.005344,0.105195,0.127241,0.041629,-0.021138,-0.045688,-0.055522,-0.011513,republican
