@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S36

@attribute word_freq_make numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_remove numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_original numeric
@attribute word_freq_edu numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_# numeric
@attribute class {0,1}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0.074,0.074,0
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.66,0,0,0,0,0,0,2,0,1.33,0,0,0.66,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.02,2.04,0,0,0,0,0,0,1.02,0,0,1.02,0,0,0,0.323,0,0
0,0,0,0,0,0,0,0.68,0,0.34,0,0,2.75,0.68,0.68,0.68,0.68,0,0.68,0.68,0.68,0,0.68,0.68,0,0,0.11,0.276,0,0
0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.38,0,0,0,4.76,0,0,0,2.38,2.38,0,0,0,0,0,0,0,0,0.749,0,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0
0,0,0.17,0,0,0,0,0.94,0,0.6,0,0.25,0.43,0.08,0,0.34,0,0,0.25,0,0.17,0,0,0,0,0.08,0,0.127,0,0
1.05,0,1.05,0,0,0,0,4.21,0,2.1,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0
0,0,0.59,0,0,0,0,0,0,0,0,0,1.49,0.59,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.141,0,0
0,0,0,0,0,1.64,0,1.36,0,0.54,0,0,0,0,0,0,0,0,0,0.54,0.27,0,0,0,0,0,0,0.09,0,0
0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0
0,0,1.69,0,0,0,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,0,0,1.06,0,0,1.06,0,0,0.425,0,0,0
0,0,0,0,0,0,0,0.93,0,0.46,0,0,2.8,0.46,0.46,0.46,0.46,0,0.46,0.46,0.46,0,0.46,0.46,0,0,0.151,0.227,0,0
0.35,0,1.41,0,0,0.35,0,0,0,0,0,0,1.06,0.7,0,0.35,0,0,0.7,0,1.06,0,0,0,0,0.35,0,0.104,0,0
0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.68,0,0,0,0,0,0,5.47,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.138,0,0
0,0,0.59,0,0,0,0,1.77,0,0,0,0,0.59,1.18,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.215,0,0
0,0,0,0,0,0,0,2.79,0,1.67,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0.083,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.27,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316,0,0
0,0,0.83,0.16,0,0.16,0,0,0,0.16,0,0,0.83,0.5,0.16,0.5,0.16,0,0.5,0.16,0.5,0,0.16,0.33,0,0,0,0.162,0.02,0
0.33,0,0,0,0,0,0,2.65,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.08,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.42,0,0,0,0,0,0.34,0.081,0.451,0,0
0,0,0.6,0,0,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.049,0,0
0,0,0,0,0,0,0,1.7,0,0.85,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.92,0,0,0.23,0,0,0,0.23,0,0,0,0.23,0,0.23,0,0,0.23,0,0.23,0,0,0,0,0,0,0.13,0.026,0
0,0,0.08,0,0,0.25,0,0.16,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0,0,0,0,0,0.134,0.089,0,0
0,0,0,0,0,0,0,1.62,0,0,0,0,1.08,1.62,0.54,0.54,0.54,0,0.54,0.54,0.54,0,0.54,0.54,0,0,0,0.559,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.28,0,0,0,0,0,0,0,3.84,0,0,0,0,2.56,0,0,1.28,0,0,1.28,0,0,0,0.194,0,0
0,0,0,0,1.28,0,0,0,0,0,0,0,3.84,0,0,0,0,2.56,0,0,1.28,0,0,1.28,0,0,0,0.194,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.46,0,0,0.23,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.113,0.203,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0.08,0,0,0.08,0,0.08,0,0.08,0,0,0,0,0,0,0,0.16,0.24,0.16,0.08,0,0,0,0,0,0,0.085,0.007,0
0.09,0,0,0,0,0,0,0.38,0,0.19,0,0,0.68,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.173,0.173,0,0
0,0,0.09,0,0,0.55,0,0.09,0,0,0,0.36,0,0,0,0.09,0,0,0,0.09,0.09,0,0,0,0,0,0.012,0.1,0,0
0.05,0,0.05,0,0.05,0,0.05,0.31,0,0.15,0,0,0.83,0,0,0,0,0.47,0,0,0,0,0,0.05,0,0,0.223,0.162,0,0
0,0,0.24,0,0,0,0,0.99,0,0,0,0,0,0,0,0.24,0,0,0.24,0,0.49,0,0,0,0,0,0,0,0,0
0,0,0.59,0,0,0.29,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0.052,0.235,0
0,0,0,0,0,0,0.46,1.38,0,0.46,0,0,1.38,0.92,0.46,0.92,1.38,0,0.92,0.46,0,0,0.92,0,0,0.92,0,0.362,0,0
0.67,0,0.45,0,0,0,0,1.12,0,1.35,0,0,0,0.45,0,0.22,0,0,0.45,0,0.22,0,0,0,0,0,0,0.072,0.036,0
0,0,1.15,0.16,0.16,0,0,2.8,0,2.31,0,0.33,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.126,0.025,0
0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53,0,0.88,0,0,0,0,1.06,0,1.06,0,0,1.06,0.17,0.17,0.17,0.17,0,0.17,0.17,0.53,0,0.17,0.17,0,0.35,0.052,0.131,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,0,1.62,0,0,0.81,0,1.54,0,0.07,0,0,0,0,0,0,0,0,0,0.14,0.07,0.07,0,0,0,0,0,0.032,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.05,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1.72,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0,0
0.26,0,0,0,0,0,0,1.56,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.123,0.041,0,0
0.6,0,0.91,0,0,0,0,1.21,0,1.82,0,0,0.3,0,0,0,0,0,0,0,0.6,0,0,0,0,0.3,0.088,0.044,0,0
0,0,0,0,0,0,0,0.81,0,0.81,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,2.43,0,0,0.142,0,0
0,0,0.15,0,0,0,0,1.99,0,0.46,0,0,0.15,0.3,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.264,0.026,0
0,0,0,0,0,0,0,1.69,0,1.69,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0.296,0,0
0,0,0,0,0,0,0,1.29,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3.07,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0
0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0.6,0,0,0.088,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.09,0,0,0,0,0.09,0,0,0,0,0.046,0.031,0
0,0,0,0,0,0,0.32,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0
0,0,0,0,0,0,0.84,0,0,0,0,0,2.54,1.69,0,0,0,0,1.69,0,0,0,0,0,0,0.84,0,0.123,0.371,0
0,0,0,0,0,0,1.66,0,0,0,0,0,1.66,3.33,0,0,0,0,3.33,0,0,0,0,0,0,1.66,0,0,0.53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.78,0,0,0,0,1.56,0,0,0,0,0.78,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.42,0,0.94,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0
0,0,0,0,0,0,0,1.85,0,0,0,0,1.85,1.85,1.85,1.85,1.85,0,1.85,1.85,0,0,1.85,0,0,0,0,0.6,0,0
0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,2.22,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0
0.09,0,0.91,0,0,0.82,0,0.82,0,0.45,0,0,0.09,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0.027,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,10.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,1.44,0,0,0,0,0,0
0.08,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.08,0,0,0.08,0,0,0.023,0.046,0,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,3.84,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0.751,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.41,0,0,0,0,0.41,0,0,0,0
0,0,0.31,0.31,0,0,0.31,0.63,0,0.63,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0,0,0.255,0.255,0
0.07,0,0.14,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.14,0,0,0,0,0.14,0.056,0.094,0,0
0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.32,0,0,0.32,0.98,0,2.63,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0.128,0
0.9,0,0,0,0,0,0.9,0.9,0,0,0,0,1.81,0.9,0,0.9,0,0,0.9,0.9,0,0,0,0,0,0,0,0.112,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0
0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0.2,0.05,0,0,0,0.05,0,0.2,0.41,0,0,0,0.2,0.35,0,0.141,0,0
0,0,0,0,0,0,0,0.6,0,1.21,0,0,1.21,0.6,0.6,0.6,0.6,0,0.6,0.6,0,0,0.6,0,0,0,0,0.132,0,0
0,0,0,0,0,0,0.74,1.49,0,0,0,0,2.23,0.74,0,0.74,0,0,0.74,0.74,0,0,0,0,0,0,0,0.102,0.204,0
0,0,0,0,0,0,0.91,1.83,0,0,0,0,0.91,0.91,0,0.91,0,0,0.91,0.91,0,0,0,0,0,0,0,0.232,0,0
0,0,0.57,0,0,0,0.57,0,0,0,0,0,0.57,0.57,0,0,0,0,0.57,0.57,0,0,0,0,0,0,0,0.077,0,0
0.22,0,0.45,0,0,0.22,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.042,0.232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.12,0,0,0.08,0,0.88,0,0.63,0,0.08,0.5,0.08,0,0.21,0,0,0.08,0,0.21,0,0,0,0,0.04,0.038,0.115,0,0
0,0,0.49,0,0,0.24,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0.046,0.255,0
0,0,0.51,0,0,0.51,0,0,0,0,0,0,0.51,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.116,0,0
0,0,1.5,0,0,0,0,6.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,2.32,0,0,0,0,0.77,0,0.102,0,0
0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.29,1.17,0,0,0,0,0,0,0,0.178,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0,0.13,0,0,0.53,0.07,0.07,0,0.03,0,0.01,0,0,0.01,0,0,1.57,0,0.11,0.86,0,0.03,0.03,0.23,0.15,0.008,0.111,0.01,0
0,0,0,0,0,0,0,2.38,0,1.19,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.14,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0.437,0,0
0,0,0,0,0,0.14,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0.14,0.89,0.44,0.101,0.135,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.57,0,0,0,0.57,0,0,0,0,0,0.57,0.57,0,0,0,0,0.57,0.57,0,0,0,0,0,0,0,0.077,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.97,0,1.98,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.45,0,2.18,0,0,0.72,0.72,0.72,0.72,0.72,0,0.72,0.72,0.72,0,0.72,0.72,0,0,0,0.367,0,0
0,0,0,0,0,0,0,1.17,0,2.35,0,0,0.58,0.58,0.58,0.58,0.58,0,0.58,0.58,0.58,0,0.58,0.58,0,0,0,0.301,0,0
0,0,0,0,0,0,0,3.67,0,0.73,0,0,0.73,0.73,1.47,0.73,0.73,0,0.73,0.73,0.73,0,0.73,0.73,0,0,0,0.363,0,0
0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0
0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.04,0,0.52,0,0,0,0,2.09,0,0.52,0,0,2.61,0.52,0.52,0.52,0.52,0,0.52,0.52,0,0,0.52,0,0,0,0,0.309,0,0
0,0,0,0,0,0,0,0.66,0,0,0,0,2.66,0.66,0,0,0,0,0.66,0,1.33,0,0,0.66,0,0,0,0.104,0,0
0,0,0,0,0,0,0,2.59,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71,0,0.67,0,0,0,0,0,0,0,0,0,0,0.555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.4,0,0,0.81,0,0,0,0,0,0,0,0.4,0,0,0,0,0,2.053,1.932,0,0
0,0,0,0,0,0,0,2.01,0,0.5,0,0,2.01,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0.176,0,0
0,0,0,0,0,0,0,2.63,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0
0,0,1.73,0,0,0,0,1.15,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.204,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.97,2.97,0.99,0.99,0.99,0,0.99,0.99,0,0,0.99,0.99,0.99,0,0,0.479,0,0
0,0,0,0,0,0.27,0,0.81,0,0.54,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,0,0,0,0,0,0.48,0.96,0,0,0,0,0.96,0.96,0.48,0.96,0.48,0,0.96,0.96,0,0,0.48,0,0,0,0,0.276,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.32,4.65,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0.453,0,0
0.43,0,0,0,0,0,0,1.08,0,0.43,0,0,0.43,0.43,0,0,0,0,0.43,0,0,0,0.21,0,0,0,0.034,0.238,0,0
0,0,0.93,0,0,0,0,2.8,0,0,0,0,0.93,0,0.93,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0
0.42,0,0,0,0,0,0,4.25,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0
0,0,0.11,0,0,0.11,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.047,0.157,0,0
0,0,0,0,0,0,0,6.75,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39,0,0,0,0,0,0,2.39,0,0,0,0,1.59,0.39,0.39,0.39,0.39,0,0.39,0.39,0.39,0,0.39,0.39,0,0,0,0.104,0.052,0
0,0,0.3,0,0,0,0.46,1.69,0,0,0,0,0.15,0,0,0,0,0.15,0,0.15,0.15,0,0,0,0,0,0.023,0.023,0,0
0,0,0,0,0,0,0,1.08,0,0,0,0,2.17,1.08,1.08,1.08,1.08,0,1.08,1.08,1.08,0,1.08,1.08,0,0,0,0.364,0,0
0,0,0,0,0,0,1.23,1.23,0,1.23,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,0
0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.166,0,0
0,0,0,0,0,0,0,2.35,0,0,0,0,0,2.35,0,0,0,1.17,1.17,0,0,0,0,0,0,0,0,0.61,0,0
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0.97,0,0.1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0.27,0.41,0,0,0,0,0.13,0.07,0.07,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.337,0.337,0
0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.058,0
0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,2.04,2.04,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.26,0,0,0,0,0,2.53,1.26,0,1.26,0,0,1.26,1.26,0,0,0,0,0,0,0,0.147,0,0
0,0,0.42,0,0,0,0,0.42,0,0,0,0,0,0,1.28,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,0.65,0,0,0,0,0,0,0,0,0,0,0.657,0
0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.31,1.24,0,0,0.088,0,0
0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.38,0,1.38,0,0,1.38,1.38,1.38,1.38,1.38,0,1.38,1.38,0,0,1.38,0,0,0,0,0.464,0,0
0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0,0.09,0,0,0.49,0,0.29,0,0,0,0.29,0,0,0,0,0,0,0,0.29,0.19,0,0,0.09,0,0,0.067,0.067,0,0
0.44,0,0.44,0,0,0,0,1.57,0,0,0,0,0.22,0.22,0.22,0.22,0.22,0,0.22,0.22,0.22,0,0.22,0.22,0.44,0,0.033,0.169,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.342,0.342,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.19,0,0,0.39,0,1.77,0,0.98,0,0.09,0.78,0,0,0.19,0,0.09,0.19,0.09,0.39,0,0.09,0,0,0.19,0,0.096,0,0
0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.334,0.055,0
0,0,0,0,0,0,0.45,2.28,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0
0.76,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0
0,0,0.44,0.22,0,0,1.55,2.88,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0.036,0.036,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.1,0.353,0,0
