@relation 'vote-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.9 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.325el-salvador-aid=y+0.315aid-to-nicaraguan-contras=y-0.312physician-fee-freeze=y+0.303mx-missile=y+0.294adoption-of-the-budget-resolution=y... numeric
@attribute '-0.62water-project-cost-sharing=y-0.506synfuels-corporation-cutback=y+0.39 immigration=y+0.195anti-satellite-test-ban=y+0.167education-spending=y...' numeric
@attribute '0.664immigration=y+0.37 religious-groups-in-schools=y+0.359synfuels-corporation-cutback=y+0.334export-administration-act-south-africa=y+0.208adoption-of-the-budget-resolution=y...' numeric
@attribute 0.601synfuels-corporation-cutback=y-0.524water-project-cost-sharing=y-0.373export-administration-act-south-africa=y+0.307duty-free-exports=y-0.202handicapped-infants=y... numeric
@attribute 0.832handicapped-infants=y-0.318duty-free-exports=y-0.239water-project-cost-sharing=y+0.216immigration=y+0.188synfuels-corporation-cutback=y... numeric
@attribute 0.659export-administration-act-south-africa=y-0.54immigration=y-0.323water-project-cost-sharing=y+0.206crime=y+0.193religious-groups-in-schools=y... numeric
@attribute -0.512duty-free-exports=y-0.431export-administration-act-south-africa=y+0.328mx-missile=y+0.268religious-groups-in-schools=y-0.242immigration=y... numeric
@attribute 0.405religious-groups-in-schools=y-0.399synfuels-corporation-cutback=y-0.399education-spending=y+0.355adoption-of-the-budget-resolution=y+0.307duty-free-exports=y... numeric
@attribute -0.584duty-free-exports=y-0.556superfund-right-to-sue=y-0.32handicapped-infants=y-0.252education-spending=y-0.214anti-satellite-test-ban=y... numeric
@attribute 0.524superfund-right-to-sue=y-0.458anti-satellite-test-ban=y-0.442crime=y-0.276religious-groups-in-schools=y-0.233water-project-cost-sharing=y... numeric
@attribute '0.619education-spending=y+0.49 religious-groups-in-schools=y-0.431crime=y-0.276superfund-right-to-sue=y-0.159el-salvador-aid=y...' numeric
@attribute Class {democrat,republican}

@data
3.578951,0.378321,0.423545,1.349672,1.009974,-0.428657,-0.699704,-0.376626,-0.142884,0.354286,-0.111391,democrat
-1.561246,-1.227749,0.187459,0.642642,-0.255579,1.631329,-0.32006,-1.057271,1.017583,-1.461751,0.620586,democrat
1.775901,-1.989576,-2.190564,1.791781,0.176329,-2.242528,-0.000027,-0.833384,-0.105277,-0.225083,0.10483,democrat
-2.944354,-1.875664,-0.252657,-0.060183,1.320884,1.111629,-0.714271,-0.944668,-0.517458,0.243236,0.165129,republican
0.244321,-0.729432,-0.03877,-1.124602,-1.622549,0.252544,1.348043,-0.1722,0.127257,1.957678,1.676534,republican
-0.544593,-2.994823,0.135454,-0.126554,1.19777,0.525472,-0.060916,1.181833,0.711358,1.399698,0.071981,democrat
2.31395,-2.339226,-0.882298,0.719605,0.334703,-0.117527,-1.424027,0.085716,0.555667,0.566795,0.143447,democrat
0.588382,-2.968138,0.28057,0.243901,0.351689,0.333824,-0.661055,1.418716,-0.79339,0.876637,0.298482,democrat
-1.728231,-2.529939,0.053703,-0.020942,1.39018,0.84502,-0.111872,0.354193,0.208406,0.065056,-0.901801,democrat
0.110765,-1.259824,-0.305372,-0.856477,-0.924695,0.479014,0.117098,1.511193,2.131127,0.123567,0.844743,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,republican
-2.249049,-0.711697,-0.316062,-1.297695,-0.882604,0.615651,0.124378,0.185774,0.305075,-0.376128,-0.881018,republican
-3.883555,-0.91282,0.536752,1.365691,0.161635,-1.773202,0.23604,-0.978592,0.069209,-0.268659,0.171929,republican
0.226437,2.49077,0.970323,-0.178143,-0.36213,0.645054,0.929112,-0.849886,0.27144,-0.653232,1.093138,republican
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,republican
-3.115395,-0.032994,0.319911,-1.370631,1.358177,-0.256942,-1.184818,-0.163524,-0.383,0.213079,0.449315,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,republican
-0.59611,0.651771,0.938229,-0.535502,1.776177,0.08506,0.837191,1.931331,0.001625,1.159911,-0.841031,democrat
-3.766601,-0.444033,-0.977887,2.467155,0.210314,-0.045547,1.019072,-0.496602,-0.153482,0.179032,0.00148,democrat
1.208377,0.755532,-0.276547,-0.128577,0.090127,1.309767,1.066913,0.438332,-2.626729,0.244622,0.919265,democrat
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,republican
-3.223153,-0.290845,-0.022504,1.40066,0.122267,1.836833,-0.212666,-0.657713,0.064739,0.769281,-0.251071,republican
2.552146,0.176289,1.268574,0.744118,1.530812,0.170939,0.90528,-0.152484,0.796546,0.065906,0.980905,democrat
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,-0.683213,0.123431,0.199197,0.739124,0.033115,republican
-0.710649,-0.081807,1.11251,-2.134151,1.237704,-0.178062,0.154833,0.516687,-0.53295,-0.913053,-0.428489,republican
2.859144,-0.505702,-1.399976,-1.545967,0.352178,-0.091985,0.538781,-0.527684,0.927316,0.105198,0.242672,democrat
1.928927,0.329699,1.119886,-1.166738,-1.023,-0.691108,0.818677,0.126694,1.481316,-0.394006,1.02365,democrat
-2.534284,-0.375343,0.377862,-1.496575,1.425472,-0.544271,-1.003319,0.65249,0.132796,-0.180321,-0.816576,republican
2.448669,-1.019385,1.000717,-0.711617,1.029987,-1.043358,0.522862,-1.440465,-0.001996,1.225802,-0.483772,democrat
2.233076,-0.023995,-0.146489,-1.466859,0.972941,-1.029468,-0.599842,-0.23211,1.446584,-0.102439,0.497809,democrat
2.859144,-0.505702,-1.399976,-1.545967,0.352178,-0.091985,0.538781,-0.527684,0.927316,0.105198,0.242672,democrat
-0.710649,-0.081807,1.11251,-2.134151,1.237704,-0.178062,0.154833,0.516687,-0.53295,-0.913053,-0.428489,republican
0.795314,-2.236979,0.791747,0.399895,-1.375092,0.670613,-0.208609,0.808335,-0.581449,0.006596,0.00196,democrat
2.689086,-0.343948,0.289615,1.823355,-1.228625,1.129974,0.545795,0.394458,0.092938,-0.185198,0.558827,democrat
2.009163,-1.332396,0.821899,0.742714,-1.459237,0.90197,0.658167,-0.130536,-0.263869,-1.558264,-0.208476,democrat
1.447823,-0.782244,2.468266,0.313842,-1.175845,-0.339097,0.654501,-0.203821,-1.217812,-0.487958,-0.706114,democrat
2.597483,0.41839,0.768032,1.882612,-0.479979,-0.210837,-1.154151,-0.159381,0.863095,0.184723,-0.212765,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,democrat
-2.17105,2.051072,0.858421,-0.415349,-0.085575,0.733245,0.011381,-0.738656,-0.549091,-0.423013,0.329792,republican
2.414568,0.303049,0.594327,-0.942829,-1.692157,-1.452894,-0.307171,-0.112379,-0.571146,0.944541,-0.621664,democrat
1.613891,1.924081,0.024135,0.07208,1.091225,0.199968,-0.733834,0.04402,-1.088857,-0.370613,0.182258,democrat
-2.187809,1.643243,1.049765,-0.168138,0.027875,0.428094,0.436167,0.495789,-0.07844,1.396306,-0.075232,republican
2.56017,1.857952,0.157073,-0.132351,-0.414729,-0.445657,0.557585,-0.299081,1.668601,0.651383,-0.118148,democrat
-3.31993,-1.538468,0.165239,0.346422,-0.358122,1.188055,-0.512896,-1.08135,0.128341,0.301451,-0.136002,republican
-1.565158,2.348199,0.93183,-0.541684,-0.274628,0.591852,0.667202,-1.092582,-0.909271,-0.195236,0.130035,republican
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,republican
