@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S46

@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_labs numeric
@attribute word_freq_data numeric
@attribute word_freq_technology numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_meeting numeric
@attribute word_freq_re numeric
@attribute word_freq_table numeric
@attribute char_freq_( numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.34,0,0,0.08,0,0.08,0.08,0.86,0,0,0,0,4.66,0,1.2,0,0.08,0,0,0,0,0,0,0,0,0,0.015,2.531,89,1
0.55,0,0.27,0.27,1.37,0.27,0.27,0.55,0,0,0,1.37,1.65,2.2,3.03,0,0,0,0,0,0,0,0.27,0,0,0,0.279,3.621,63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,9.09,0,0,0,0,0,0,0,0,0,0,0,21.428,62,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1
1.01,0,0.8,0.8,0,0.8,0.3,0.7,0.3,0,1.61,0,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0.11,8.55,669,1
0.1,0,0,0.1,0,0,0,0.72,0,0,0,0.2,4.17,0,1.35,0,0.41,0,0,0,0,0,0,0,0,0,0.057,2.717,24,1
1.47,0,0,1.1,0,0,0.36,0.36,0,0,0,0,2.21,1.1,2.95,0,0,0,0,0,0,0,0,0,0,0,0.123,3,33,1
0.31,0,0.15,0,0,0,0.62,0.62,0.15,0,0,0.15,2.63,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0.092,6.268,196,1
0,0,0.93,0,0,0,0,2.8,0.93,0,0,0,8.41,0,1.86,0,0.93,0,0,0,0,0,0,0,0,0,0.164,8.312,29,1
0.45,0,0.68,0,0.22,0.9,0.45,0.9,0,0,0,0,3.86,0,1.13,0,0.45,0,0,0,0,0.45,0,0,0.22,0,0.033,7.166,54,1
0.27,0,0.54,0,0,0,0,0.54,0,0,0,0,1.08,0,2.44,10.86,0.54,0,0,0,0,0,0,0,0,0,0,44.72,252,1
0.38,0,0.12,0.25,0.12,0.12,0,0.25,0.38,0,0,0,2.92,0,2.92,0,0.38,0,0,0,0,0,0,0,0,0,0.022,2.256,21,1
0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.207,3.761,25,1
0,0,0,1.29,0.64,0,0,0,0,0,0,0,3.87,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1.8,12,1
0,0,0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0.207,3.761,25,1
1.35,1.35,0,0,1.35,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,2.516,17,1
0,0,1.03,0,0.51,0,0,1.03,0,0,0,0,2.07,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0.257,1.447,4,1
0,0,0,0,0,0,0,0,0,0,0.29,0,1.79,0,0.59,0,0,0,0,0.29,0,0,0,0,0,0,0.248,2.47,30,1
0.68,0,0,0,1.36,0,0.68,0.68,0,0,0,0,3.4,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,2.232,19,1
1.01,0,0.8,0.8,0,0.8,0.3,0.7,0.3,0,1.61,0,1.31,0.2,0.7,0,0.1,0,0,0,0,0,0,0,0.1,0,0.11,8.55,669,1
0.66,0,0.33,0,0.33,1.33,0,0.66,0,0.33,1,0,2.67,0,1,0,0,0,0,0.33,0,0,0,0,0.33,0,0.23,5.279,82,1
0,0,0,0.23,0,0,0,0.46,0,0,0,0.46,3,0,0.69,0,0,0,0,0.23,0,0,0,0,0,0,0.038,2.6,42,1
0,0,0,0.39,0,0,0,0.79,0,0,0,0.39,2.37,0,2.76,0,0.79,0,0,0,0,0,0,0,0,0,0.064,2.74,13,1
0.77,0,0.38,0.38,0,0,0.38,0.38,0,0,0,0.77,2.31,0,1.15,0,0.38,0,0,0,0,0,0,0,0,0,0.127,3.685,62,1
0,0,0.53,0,0,0.53,0,1.07,0,0,0,0,2.15,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,4.391,66,1
0.42,0,0,0.1,0.52,0.21,0,0.52,0.63,0.1,0.1,0.31,2.53,0.42,1.69,0.31,0.1,0,0,0,0,0,0,0,0.1,0,0.016,3.446,318,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,3.482,5,0
0,0,0,0,0,0,0,0,0,0,1.7,0,2.56,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1.04,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0.131,1.625,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.07,0,0,0,0.104,4.411,28,0
0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,2.04,0,2.04,0,2.04,4.08,0,0,0.671,2.5,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0.273,3.571,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,7,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,7,0
0,0,0,0,0,0,0,0.24,0,0,0,0,0.24,0,0,0,0,9.33,0.73,0,0.24,0,0,0.73,0,0,0.037,10.012,251,0
0,0,0.9,0,0,0,0,1.8,0,0,0,0,3.6,0,1.8,0,0,0.9,0,0,0,0,0,0.9,0,0,0.149,2.766,12,0
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0.308,2,11,0
0.08,0,0,0.08,0.49,0,0.08,1.48,0.08,0.08,0,0.08,0,0,0,0,0,3.3,0,0,0.41,0,0,0,0,0,0.153,2.324,18,0
0,0,1.85,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0.284,1.8,5,0
1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0.247,2.38,8,0
0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0,0,0.8,0,0,0.8,0,0,1.6,0,0,0.115,3.388,28,0
0,0,1.51,0,0,0,0,3.03,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,1.75,5,0
0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,5,0
0,0,1.27,0,0,0,0,1.27,0,0,0,0,3.18,0,0.63,0,0,0,0,0,0,0,0,0,2.54,0,0.218,2.215,22,0
0.58,0,0,0,0,0,0,0,0,0,0,1.16,0.58,0,0,0,0,1.16,0.58,0,0.58,0,0.58,0,0.58,0,0.658,1.932,11,0
0.24,0,0.18,0,0.18,0,0,0.6,0,0,0,0.12,0.78,0,0.72,0,0.42,1.93,0.12,0,0,0,0,0.12,0.18,0,0.196,1.873,29,0
1.88,0,0,0,0,0,0,1.88,0,0,0,0,1.88,0,1.88,0,0,0,0,0,0,0,0,1.88,0,0,0.323,1,1,0
2.12,0,0,0,0,0,0,2.12,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,2.647,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,1.142,2,0
0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,1.909,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,2.322,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,1.44,0,1.44,0,0,0,0,0,0.156,1.689,10,0
0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,4,0
0.54,0,0,0,0,0,0,0.27,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.188,1.745,12,0
0.75,0,0,0,0,0,0,0.75,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,1.437,3,0
0.79,0,0,0,0,0,0,0.39,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.237,2.51,12,0
0.08,0,0.2,0,0.04,0.04,0.12,0.32,0.12,0.04,0,0,0.77,0,0.2,0,0,0,0,0,0.69,0,0.04,0.08,0,0,0.243,2.747,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,3.125,17,0
0,0,0,0,0.26,0.39,0.13,0.52,0.26,0,0,0,0,0,0,0,0,4.22,0,0,0.13,0,0,0,0,0,0.107,2.848,26,0
1.58,0,0,0,0,0,0,1.58,0,0,0,0,1.58,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,1.538,4,0
0.21,0,0.42,0,0,0.21,0,0,0,1.27,0,0.21,0.21,0,1.06,0,0,0.21,0,0,0,0,0,2.12,0,0,0.161,2.813,121,0
0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
1.21,0,0,2.43,0,0,0,0,0,0,0,0,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0.211,1,1,0
0,0,0,0,0,0,0,1.41,0,0,0,0,0.47,0,0.94,0,0,0.47,0,0,0,0,0,0,0,0,0.137,3.195,21,0
0,0,0,0,0,0,0,1.28,0,0,0,0,2.56,0,1.28,0,0,5.12,0,0,0,0,0,0,0,0,0.196,1.952,10,0
0.29,0,0.29,0,0,0,0,0,0.29,0,0,0.29,0,0,1.75,0,0,2.63,0,0,0.58,0,0,0,0,0,0.108,2.847,60,0
0,0,0,0,0,0,0,3.76,0,0,0,0,0.26,0,0,0,0,3.76,0.26,0,0,0,0,0,0,0,0.55,1.837,11,0
0,0,0,0,0,0,0,0.91,0,0,0,0.91,2.75,0,0,0,0,1.83,0,0,0,0,0,0.91,0,0,0,1.942,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,10,0
0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,1.571,3,0
4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,2.195,17,0
0,0,0,0,0,0,0,1.75,0,0,0,0,2.63,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1.235,5,0
0.78,0,0,0,0,0,0,0.78,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187,4,0
0.11,0,0.11,0.11,0,1.03,0,0.34,0,0,0,0,0.45,0,0.22,0,0,0.57,0,0.34,0,0,0,0,0,0,0.171,3.407,41,0
0,0,1.01,0,0,0,0,0.67,0.67,0,0,0,1.35,0,1.68,0,0,0.33,0,0,0,0,0,0.67,0.33,0,0.048,2.326,22,0
0.15,0,0.24,0.31,0.04,0.22,0.02,0.08,0,0,0.02,0,0.08,0,0.06,0,0,0.44,0,0.11,0,0.02,0,0.02,0,0,0.15,2.838,52,0
0.51,0,0,0.51,0,0,0,0.51,0,0,0,0,0.51,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.161,1.885,12,0
0.65,0,0.32,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,1.392,11,0
0.1,0,0.1,0.1,0.2,0.1,0,0.2,0.1,0.2,0,0,0,0,0,0,0,3,0,0,0.31,0,0,0,0,0,0.097,2.214,22,0
0.23,0,0.23,0,0,0.23,0,0,0,1.43,0,0.23,0.23,0,2.14,0,0,0.23,0,0,0,0,0,1.9,0,0,0.235,2.616,160,0
0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,4.5,2.7,0,0,0,0.45,0,0,0,0,2.063,34,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0.751,2,4,0
0.32,0,0.16,0,0.16,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0.96,0,0,0,0,0,0.96,0.32,0.16,0.124,4.771,63,0
0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,1.09,0,0.182,1.212,5,0
0,0,0,0,0,0,0,0,0.37,0,0,0,1.51,0,0,0,0,5.68,0,0,0,0,0,0,0,0,0.261,1.114,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,0,3.57,0,0,0,0,0,0.24,1.687,10,0
0,0,0,0,0,0,0,0.61,0,0,0,0,0.3,0,0,0,0,0.3,0.3,0.3,0,0,0,0,0,0,0,1.426,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,2.77,0,2.77,0,0,0,0,0,0.218,1.687,10,0
0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0.303,1.6,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,2.888,8,0
0,0,0.74,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0.414,2.034,11,0
0.06,0,0.89,0.13,0.2,0,0,0.13,0.06,0,0,0.96,0,0,0,0,0,1.1,0,0,0,0.06,0,0.06,0.34,0,0.047,2.924,52,0
0.19,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.38,0,0,2.32,0,0,1.16,0,0,0,0,0,0.337,3.937,44,0
0.15,0,1.53,0.15,0.46,0,0.07,0.46,0.46,0,0,0.07,0.76,0,0.38,0,0,0.69,0,0,0,0,0,0.07,0.61,0,0.022,1.705,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,4,0
0,0,0.69,0,0,0,0,1.38,0,0,0,0,0.69,0,0.69,0,0,1.38,0,0,1.38,0,0,0,0,0,0,2.488,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
0,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,1.416,6,0
0,0,0,0,0,0.91,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,3.606,119,0
0,0,0,0,0,0,0,0.93,0,0,0,0,2.34,0,0,0,0,0.93,0.46,0,0,0,0,0,0,0,0.438,2.448,37,0
0,0,0,0.25,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0.75,1,0,0.25,0,0,0,0,0,0.153,1.958,26,0
0.22,0,0.22,0.05,0,0.05,0.11,0.56,0.05,0,0,0.16,1.35,0,0.73,0,0,1.69,0.11,0.05,0.05,0,0.05,0.11,0.05,0,0.085,2.031,22,0
0,0,0,0,0,0.14,0,0.43,0,0,0,0.14,0,0,0.14,0,0,0.14,0,0.14,0.43,0,0,0,0,0,0.156,1.687,24,0
0,0,0,0,0,0.29,0,0,0,1.75,0,0.29,0.29,0,0.29,0,0,0.29,0,0,0,0,0,1.75,0,0,0.052,2.721,38,0
0,0,0.45,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,4.54,0,0,0,0,0,1.81,0,0,0.069,2.186,15,0
0,0,0.8,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,1.6,0,0,0,0,0,1.6,0,0,0,1.696,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.1,0,0,0,0,0,0.1,0.96,0.1,0,0,0,0,0,0,0,0,3.52,0,0.74,0.1,0.1,0,0,0,0,0.117,2.204,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,10,0
0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,1.01,0,0,1.01,0,0,1.01,0,0,0,0,0,0,3.108,25,0
0,0,0.68,0,0,0,0,0.34,0,0,0,0,0.34,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.051,1.062,4,0
0,0,0.14,0,0.14,0,0,0.73,0,0,0,0,0.14,0,0,0,0,2.48,0.14,0,0,0,0,0,0.14,0,0.433,4.113,52,0
0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,1.666,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,2.17,0,0,0,0,0,0,0,0.529,4,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,1.5,5,0
0,0,0.26,0.26,0,0,0,0.26,0,0,0,0,2.08,0,2.6,0,0,0.26,0,0,0,0,0,0,0.26,0,0,2.545,18,0
0,0,0,0,0,0,0,0.62,0,0,0,0,0.31,0,0,0,0,0.31,0.31,0.31,0,0,0,0,0,0,0,1.446,6,0
0,0,0,0,0,0,0,0.96,0,0,0,0,1.44,0,0.48,0,0,2.89,0,0,0,0,0,0,0,0,0.371,2.534,18,0
0,0,0,0,0,0,0,3.23,0,0,0,0,0.32,0,0,0,0,3.88,0.32,0,0,0,0,0,0,0,0.492,1.89,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,10,0
0,0,0.3,0.15,0.3,0,0,0.6,0,0,0,0,2.06,0,0.85,0,0,0.2,0,0.25,0,0,0,0,0,0,0.234,2.206,49,0
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,3,0
0,0,0,0.27,0,0,0,0.27,0,0,0,0,2.18,0,2.73,0,0,0.27,0,0,0,0,0,0,0,0,0,2.593,18,0
0.15,0,0.09,0.05,0.03,0.05,0,0.41,0.03,0,0,0.09,0.03,0.01,0.07,0,0,0,0,1.21,0.07,0,0.11,0.01,0,0.03,0.173,2.145,71,0
0,0,0,0,0,0.16,0,0.67,0,0,0.08,0.5,0.58,0.16,0.42,0,0.08,1.34,0.08,0,1.09,0,0,0,0,0,0.408,4.179,104,0
2,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.692,4,0
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,1.974,16,0
1.06,0,0,0.35,0,0,0,2.13,0,0,0,0.71,0.71,0,0,0,0,4.62,1.06,0,0.35,0,0,0,0.71,0,0.055,2.239,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,0,3.57,0,0,0,0,0,0.239,1.687,10,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0.18,1.611,10,0
0,0,0,0.23,0,0,0,0.92,0.46,0,0,0,2.76,0,2.76,0,0.69,0,0,0.46,0,0,0,0,0,0,0.445,1.945,7,0
0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,7,0
0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0.269,2.27,16,0
0,0,0,0,0,0,0,1.72,0,0,0,0,3.44,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,2.058,5,0
0,0,0,0,0,0,0,2.32,0,0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0.744,1.972,18,0
0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,1.36,0,1.36,0,0,0,0,0,0,0.404,3.533,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.169,2.533,21,0
1.18,0,0,0,0,0.59,0,0,0,0,0,0,1.77,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,7.588,66,0
0,0,0,0.57,0,0,0,1.73,0,0,0,1.15,0.57,0,0,0,0,2.31,1.73,0,0.57,0,0,0,0.57,0,0.086,1.5,5,0
0,0,0,0,0,0.62,0,0.2,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0.198,3.414,108,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377,2.925,27,0
0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0.18,1.324,5,0
0.45,0,0.16,0.11,0,0.62,0,0.16,0,0,0,0,0.22,0,0.16,0,0,0.62,0,0.9,0,0,0,0,0,0,0.162,2.887,45,0
0.35,0,0.35,0.71,0,0,0,0.71,0,0,0,0,0.71,0,0.35,0,0,0,0,0.35,0,0,0,0,0.35,0,0.124,1.641,12,0
0,0,0.25,0,0,0,0.25,0,0.25,0,0,0,2.05,0,2.31,0,0,0,0,0,0,0,0,0,0.51,0,0,1.78,13,0
0,0,0,0,0,0,0,0,0,1.26,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.214,1.263,4,0
0,0,0,0,0,0,0,1.38,0,0,0,0,1.38,0,1.38,0,0,1.38,0,0,0,0,0,0,0,0,0,1.451,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
0,0,0,0,0,0,0,1.52,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,1.735,10,0
0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0.165,1.666,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,2.025,7,0
0,0,0,0,0,0,0,0.42,0,0,0,0,3.4,0,0.42,0,0.42,1.27,0.42,0,0,0,0,0,0,0,0.155,2.555,11,0
0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.307,9,0
0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.285,8,0
0,0,0,0,0,0,0,1.4,0,0,0,0.7,1.4,0,1.4,0,0,0,0,0,0,0,2.11,0,0,0,0.266,18,200,0
0,0,0,0,0,0.14,0,0.43,0,0,0,0.14,0,0,0.14,0,0,0.14,0,0.14,0.43,0,0,0,0,0,0.156,1.566,13,0
0.13,0,0.26,0,0.65,0.13,0,0.78,0.26,0,0,0.13,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0.105,2.165,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0.286,1.461,4,0
0,0,0,0,0,0,0,0,0.33,0,0,0,1.01,0,0.33,0,0,0,0,0,0,0,0,1.34,0,0,0.055,1.644,13,0
0,0,0,0,0,0,0,0.42,0.42,0,0,0,0.42,0,0.42,0,0,1.28,0.42,0.42,0.42,0,0,0,0,0,0,1.533,9,0
1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,1.96,0,0,0,0,0,0,0,0.475,2.95,11,0
0.48,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.96,0.48,0,0.96,0,0,0,0.48,0,0,1.353,7,0
1.66,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,3.33,1.66,0,1.66,0,0,0,0,0,0.167,1.533,10,0
0,0,0,0,0,0,0,0.81,0,0,0,0,0.81,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0.12,2.473,11,0
0,0,0,0,0,0,0,2.15,0,0,0,0,1.07,0,0,0,0,5.37,0,0,0,0,0,3.22,0,0,0.388,2.666,13,0
0.19,0,0.06,0.06,0,0,0,0.26,0.06,0,0,0,0.52,0,0.46,0,0,2.57,0.52,0.06,0.13,0,0,0,0.06,0,0.152,1.948,23,0
0,0,0,0,0,0,0,5.12,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0.5,2.266,7,0
0,0,0,0,0,0,0.38,0.19,0,0,0,0,1.33,0,0.38,0,0,0.19,0,0,0,0,0.19,0,0,0,0.154,2.852,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.54,0,4.54,0,4.54,0,0,0,1.169,3.1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,2.43,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,1.2,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,1.5,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0.22,3.875,28,0
0.22,0,0.67,0,0,0.22,0,0,0.22,1.34,0,0.44,0.67,0,1.56,0,0,0.44,0,0,0,0,0,2.23,0,0,0.156,3.08,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1.25,3,0
0,0,0.69,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0.284,2,11,0
0.13,0,0.13,0,0,1.18,0,0.52,0,0,0,0,0.52,0,0.26,0,0,0.65,0,0.52,0,0,0,0,0,0,0.164,3.185,32,0
0.22,0,0.04,0,0,0.44,0,0.22,0.04,0,0,0.04,0.17,0,0.08,0,0,0.39,0,0.57,0,0.08,0,0,0,0,0.197,3.851,64,0
