@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S29

@attribute word_freq_make numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_receive numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_data numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_cs numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,115,0
0,0.68,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.051,0,0,137,0
0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,1.16,0,0,0,0.144,0.433,0.082,0,654,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0.529,0,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,24,0
0,0.26,0.26,0,0,0.26,0,0,0.26,2.6,0,0,0,0,0,0,0.26,0,0,0,0,0.26,0,0,0.037,0,0,0,168,0
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,94,0
0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.48,0,0.48,0,0,0,0.371,0.074,0,185,0
0.32,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,11,0
0.15,0.3,0.15,0,0.3,0,0,0,0,0.85,0,0.05,0,0,0,0,0,0.25,0,0.35,0,0,0.05,0,0.073,0.234,0,0,1026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0.27,0,0,0.27,0,0,0.27,2.73,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,166,0
0.07,0.09,0.05,0,0.03,0.05,0,0,0.01,0.07,0,0.01,0,0.03,0,0.01,0,1.21,0.07,0.95,0.13,0,0,0.03,0.042,0.173,0.002,0.002,2954,0
0.16,0,0,0,0,0.33,0,0,0,0.42,0,0,0.08,0,0,0,0,0,1.09,1.34,0,0,0.08,0,0.084,0.408,0.06,0,1655,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,1.17,0,0,0,0,0.193,0,77,0
0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.35,0.35,0,0.35,0,0,0,0.055,0.055,0,206,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,3.57,0,0,0,0,0,0,0.239,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0.18,0,0,29,0
0.23,0,0.23,0,0,0,0,0,0,2.76,0,0,0.69,0,0,0,0,0.46,0,0,0,0,0,0,0,0.445,0,0,142,0
0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,3.57,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0.89,0,0,0,0,0.269,0.269,0,84,0
0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744,0,0,71,0
0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,1.36,0,1.36,0,1.36,0,0,0,0.404,0.202,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,1.169,0,0,76,0
0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,129,0
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0.57,0,0,0,0,0,0,0.086,0,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.41,0,0,0.085,0.198,0.056,0.454,536,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0.98,0,0,0,0.377,0,0,158,0
0,0,0.25,0.5,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,98,0
0.05,0.16,0.11,0,0,0,0,0,0,0.16,0,0,0,0.05,0,0,0,0.9,0,0.67,0,0,0,0,0.121,0.162,0.04,0,875,0
0,0.35,0.71,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.35,0,0.35,0,0.35,0,0,0,0.124,0,0,110,0
0.25,0.25,0,0.25,0,0.25,0.25,0,0.25,2.31,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.165,146,0
0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.214,0,0,24,0
0,0,0,0,0,0,0,0,0,1.38,0,0,0,2.77,0,0,0,0,0,1.38,0,1.38,0,0,0,0,0.224,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.118,0,0,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0.92,0,0,0,0,0,0.165,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0.361,0,0,81,0
0,0,0,0,0,0.42,0,0,0,0.42,0,0,0.42,0,0.85,0,0,0,0,0,0,0,0.42,0,0,0.155,0,0,92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0.266,0.066,0,378,0
0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0.14,0.43,0,0,0,0,0,0.058,0.156,0,0,462,0
0,0.26,0,0,0.65,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.105,0,0,446,0
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.286,0,0,38,0
0.67,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,74,0
0.42,0,0,0,0,0.42,0,0,0,0.42,0,0,0,0,0,0,0,0.42,0.42,0.42,0,0,0,0,0,0,0,0,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0.475,0,0,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.48,0,0,0,0,0,0,0,0,88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,1.66,0,1.66,0,0,0,0,0,0,0.167,0,0,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,1.07,0,0,1.07,0,1.07,0,0,0,0.388,0.194,0.194,104,0
0.06,0.06,0.06,0,0,0.13,0,0,0,0.46,0,0,0,0,0.06,0.13,0.32,0.06,0.13,0.32,0,0,0,0,0.009,0.152,0,0,836,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0.5,0,0,34,0
0,0,0,0,0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0,0.03,388,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,4.54,4.54,4.54,0,4.54,0,0,0,0,0,0,1.169,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,2.43,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,66,0
0,0,0,0,0,1.4,0,0,0,0,0,0,0,1.4,0,0,0,1.4,0,0,0,0,0,0,0,0.22,0.22,0,93,0
0.22,0.67,0,0,0,0,0,1.34,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0.156,693,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0
0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0.284,0,0,60,0
0.13,0.13,0,0,0,0,0,0,0,0.26,0,0,0,0.13,0,0,0,0.52,0,0,0,0,0,0,0.128,0.164,0.036,0,481,0
0.08,0.04,0,0,0,0.04,0,0,0,0.08,0,0,0,0.04,0,0,0,0.57,0,0.08,0,0.04,0.04,0,0.163,0.197,0.058,0,1583,0
0,0.86,0,0,0,0.28,0.28,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,156,0
0.09,0.04,0,0,0,0,0,0,0,0.14,0,0,0,0.04,0,0,0,0.14,0.04,0,0,0,0.09,0,0.145,0.152,0.053,0,1463,0
1.14,1.14,0,0,0,0,0,0,0,0,0,0,0,1.14,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,25,0
0,3.22,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0.512,0,0,24,0
0.2,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0.092,0.079,0,0,562,0
0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0.379,0,0,195,0
0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0.796,0,0,60,0
0.81,0.81,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0.54,0,0,0,0,0.54,0,0,0,0.81,0,0,0,0,1.08,0,0,0.27,0,0,0,0,0,0.27,0.039,0.318,0.079,0,517,0
0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0.111,0.111,0,0,32,0
0.36,0,0,0,0,0,0,0,0,1.09,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,0,0,123,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0.27,0,0,0,0,0,0,0,0,0.27,0,0,0,0.54,0.27,0.27,0.27,0,0.27,0.54,0,0.54,0,0,1.411,1.411,0.041,0,675,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,13,0
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.082,0.414,0,0,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0
0,1.75,0,0,0,0.87,0,0,0,0.87,0,0,0,0.87,0,0,0,0,0,0.87,0,0.87,2.63,0,0.469,0,0.156,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,1.44,0,0,1.44,0,0,0.304,0,0,187,0
1.02,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,1.02,0,0.352,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.52,0.76,0.76,0.76,0,0.76,0.76,0,0,0,0,0,0.254,0,0,79,0
0,2.46,0,0,0,1.23,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0.245,0,0,0,14,0
0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.23,0,0.23,0,0,0.033,0,0.033,0,143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,1.04,0,0,0.179,0.358,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,0,17,0
0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0.46,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,86,0
0,0.58,0,0,0,2.35,0,0,0,0,0,0,0,1.76,0.58,0.58,0.58,0,0.58,0.58,0,0.58,0,0,0.188,0.566,0.094,0,146,0
0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.75,0,0.75,0,0.75,0,0,0,0,0,0,0,0.8,0.133,0.133,161,0
0,0,0,0,0,0.51,0,0,0,0.51,0,0,0,0.51,2.04,0.51,0.51,0,0.51,0,0,0,0,0,0.158,0.553,0,0,216,0
0.85,1.7,0,0,0,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,31,0
0,0.52,0,0,0,2.11,0,0,0,0.52,0,0,0,1.05,0.52,0.52,0.52,0,0.52,0.52,0,0.52,0,0,0.171,0.513,0.085,0,158,0
0.39,0.39,0,0,0,0.39,0,0.39,0,0,0,0,0,1.19,1.19,0.39,0.39,0,0.39,0.39,0,0.39,0,0,0.125,0.377,0.439,0,141,0
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.58,0,0.58,0,0.58,0,0,0,0,0,0,0.059,0,0.178,183,0
0,0,0,0,0.34,0,0.34,0,1.72,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,194,0
0,0,0,0,0,0,0,0,0.58,0,0,0,0,1.46,0.29,0,0,0,0,0.58,0,0,0,0,0,0.018,0,0,1506,0
0.3,0,0,0,0,0,0,0,0,0.61,0,0,0,0.61,0.15,0.15,0.15,0.3,0.15,0.3,0,0.3,0,0,0.131,0.183,0.052,0,305,0
0,0.29,0,0,0,0,0,1.19,0,0.29,0,0,0,0,0.29,0,0.29,0,0,0.29,0,0,0,0,0,0.156,0.031,0.125,611,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0.248,0,0,142,0
0,0,0,0,0,0.55,0,0,0,0.55,0,0,0,1.11,0.55,0.55,0.55,0.55,0.55,1.66,0,1.11,0,0,0,0.603,0.086,0,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
0,0.44,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0.131,0,0,95,0
0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,196,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0.35,0,0,0,0,0,0,0,0,0.71,0,0,0,0.35,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,84,0
0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,15,0
0,0,0,0,0,0.65,0,0,0,0.65,0,0,0,0.65,0,0.65,0,0.65,0,0,0,0,0,0,0,0.327,0.109,0.109,162,0
0.36,0.36,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0.051,0,0,172,0
0,0.83,0.41,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.068,0,0,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,16,0
0,0.87,0,0,0,0.87,0,0,0,0.87,0,0,0,2.63,0,0,0,0,0,0.87,0,0.87,0,0,0,0.283,0.141,0,75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,1.63,0,0,0,0,0,0,0,1.63,0,0,0,1.63,0,0,0,0,0,0,0,0.272,0.272,0,88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,1.58,0,0,0,0,0,1.182,0,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0.56,0,0,0,0.28,0.28,0.28,0.28,0,0.28,0.56,0,0.56,0,0,0,0.14,0.093,0,207,0
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0,0.505,0.168,0.084,236,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,1.33,0,1.33,0,0,0,0,0,0,0.288,0,0,39,0
0,0.35,0,0,0,0.35,0,0,0,0.7,0,0,0,1.4,0.35,0.35,0.35,0,0.35,0.7,0,0.7,0,0,0,0.233,0.116,0,145,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.211,413,0
0,0,0,0,0,1.81,0,0,0,3.18,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.199,0,0,159,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0.163,0,0,82,0
0,0,0,0,0,0,0,0,0,1.08,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0.1,0.1,0.1,0,0.4,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.3,0,0.2,0.2,0,0.015,0.136,0.015,0,527,0
0,0.67,0,0,0,0.67,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0.67,0,0,0,0,0,0.613,0,0,128,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.15,0,0,129,0
1.19,0,0,0,0,1.19,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0.4,0,0,68,0
0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,3.06,0,0.34,0.34,0,0,0,0.088,0.132,0,0,85,0
0,0,0.32,0,0.64,0,0,0.32,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.08,0,0,262,0
0,0,0,0,0,1.85,0,0,0,3.7,0,0,0,0,3.7,0,0,1.85,0,0,0,0,0,0,0,0.636,0,0,62,0
0,0,0,0,0,0.76,0,0,0,0.76,0,0,0,0.76,0,0.76,0,0.76,0,0,0,0,0,0,0,0.123,0.123,0.123,148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1.11,0,0,0,0,0,0,0,0,3.33,0,0,0,2.22,1.11,1.11,1.11,0,1.11,1.11,0,1.11,3.33,0,0,0.353,0,0,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,3.57,3.57,0,3.57,0,0,0,0,0,0,0.956,0,0,36,0
0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0.33,0,0,0,2,0.66,0.66,0.66,0,0.66,0.66,0,0.66,0,0,0.101,0.254,0.101,0,248,0
0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.8,0,0.8,0,0,0,0,0.061,0.462,0.061,0,308,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,1.31,1.31,1.31,0,1.31,1.31,0,1.31,0,0,0,0.407,0.203,0,71,0
0,0,0,0,0,0.66,0,0,0,0.88,0,0,0,1.54,0,0,0,0.44,0,0,0,0,0,0,0,0.023,0,0.094,876,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.211,413,0
0.34,0,0,0,0,0.68,0,0,0,0.68,0,0,0,0.68,1.7,0.68,0.34,0,0.34,0.68,0,0.68,0,0,0.052,0.42,0.052,0.052,250,0
0,0,0,0,0,0.47,0,0,0,0,0,0,0,0.47,0,0.47,0,0.47,0,0,0,0,0,0,0,0.074,0.297,0.074,293,0
0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0.93,0,0,0,0,0,0,0,1.86,0.93,0.93,0.93,0,0.93,0.93,0,0.93,0,0,0,0.457,0.152,0,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.47,0,0.47,0,0,0,0,0,0,0,0.074,0.298,0.074,286,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,2.27,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.66,0,0,0,0,0.66,0,0,0,1.33,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0.35,0,0,86,0
0,0,0,0,0,1.02,0,0,0,0,0,0,0,2.04,2.04,0,0,0,0,1.02,0,1.02,0,0,0,0.323,0,0,110,0
0,0,0,0,0,0,0,0,0,0.34,0,0,0,1.37,0.68,0.68,0.68,0,0.68,0.68,0,0.68,0,0,0.11,0.276,0.11,0,244,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,4.76,0,0,2.38,0,0,0,0,0,0,0,0.749,0,0,57,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,43,0
0,0.17,0,0,0.17,0,0.08,0,0.08,0.6,0,0.25,0,0,0.08,0,0.34,0,0,0.17,0,0,0,0,0,0.127,0,0,605,0
1.05,1.05,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,0,61,0
0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0.29,0,0,0.141,0,0,174,0
0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0.54,0.27,0,0,0,0,0,0.09,0,0,85,0
0,0,0.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,24,0
0,1.69,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,2.13,0,1.06,0,1.06,0,0,0.425,0,0.17,0,172,0
0,0,0,0,0,0,0,0,0,0.46,0,0,0,1.4,0.46,0.46,0.46,0,0.46,0.46,0,0.46,0,0,0.151,0.227,0.075,0,139,0
0.35,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.35,0,0,1.06,0,0,1.41,0,0,0.104,0,0,213,0
0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.68,0,0,0,0,0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0,0,0.138,0,0,22,0
0,0.59,0,0,0,1.18,0,0,0,0,0,0,0,0,1.18,0,0,0.59,0,0,0,0,0,0,0,0.215,0,0,85,0
0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0.083,0,0,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,19,0
0,0,0,0,0,0,0,0,0,1.81,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0.316,0,0,9,0
0,0.83,0,0.16,0,0,0,0.66,0,0.16,0,0,0,0.33,0.5,0.16,0.5,0,0.16,0.5,0,0.33,0.16,0,0,0.162,0.04,0.02,758,0
0.33,0,0.66,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,134,0
