@relation 'vote-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.95 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.325el-salvador-aid=y+0.315aid-to-nicaraguan-contras=y-0.312physician-fee-freeze=y+0.303mx-missile=y+0.294adoption-of-the-budget-resolution=y... numeric
@attribute '-0.62water-project-cost-sharing=y-0.506synfuels-corporation-cutback=y+0.39 immigration=y+0.195anti-satellite-test-ban=y+0.167education-spending=y...' numeric
@attribute '0.664immigration=y+0.37 religious-groups-in-schools=y+0.359synfuels-corporation-cutback=y+0.334export-administration-act-south-africa=y+0.208adoption-of-the-budget-resolution=y...' numeric
@attribute 0.601synfuels-corporation-cutback=y-0.524water-project-cost-sharing=y-0.373export-administration-act-south-africa=y+0.307duty-free-exports=y-0.202handicapped-infants=y... numeric
@attribute 0.832handicapped-infants=y-0.318duty-free-exports=y-0.239water-project-cost-sharing=y+0.216immigration=y+0.188synfuels-corporation-cutback=y... numeric
@attribute 0.659export-administration-act-south-africa=y-0.54immigration=y-0.323water-project-cost-sharing=y+0.206crime=y+0.193religious-groups-in-schools=y... numeric
@attribute -0.512duty-free-exports=y-0.431export-administration-act-south-africa=y+0.328mx-missile=y+0.268religious-groups-in-schools=y-0.242immigration=y... numeric
@attribute 0.405religious-groups-in-schools=y-0.399synfuels-corporation-cutback=y-0.399education-spending=y+0.355adoption-of-the-budget-resolution=y+0.307duty-free-exports=y... numeric
@attribute -0.584duty-free-exports=y-0.556superfund-right-to-sue=y-0.32handicapped-infants=y-0.252education-spending=y-0.214anti-satellite-test-ban=y... numeric
@attribute 0.524superfund-right-to-sue=y-0.458anti-satellite-test-ban=y-0.442crime=y-0.276religious-groups-in-schools=y-0.233water-project-cost-sharing=y... numeric
@attribute '0.619education-spending=y+0.49 religious-groups-in-schools=y-0.431crime=y-0.276superfund-right-to-sue=y-0.159el-salvador-aid=y...' numeric
@attribute -0.632anti-satellite-test-ban=y+0.457mx-missile=y+0.422crime=y-0.274superfund-right-to-sue=y-0.188el-salvador-aid=y... numeric
@attribute -0.727adoption-of-the-budget-resolution=y-0.365education-spending=y+0.342religious-groups-in-schools=y-0.302crime=y+0.179mx-missile=y... numeric
@attribute Class {democrat,republican}

@data
1.191359,-0.792728,-0.97581,-0.342318,0.937004,0.496538,0.054672,-2.677667,0.238927,-1.394367,-1.158877,0.627436,0.59583,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
3.010009,-1.569538,-0.645649,-0.282745,0.746595,0.19771,0.526527,-1.36718,0.951947,0.155495,0.013866,-0.183237,-0.084911,democrat
2.796844,-0.086097,0.63203,-0.947937,0.007285,-0.963802,-0.426358,0.888646,-0.354801,-0.7414,1.259213,0.286156,0.51982,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,0.021954,-0.244775,republican
3.351485,-0.584301,-1.469935,-0.920562,-0.296543,-0.288252,-0.50488,0.097587,-0.263002,-0.183981,0.177104,0.224012,-0.226864,democrat
3.599127,-0.400514,-0.903351,1.396899,0.578264,0.65022,-0.216903,-0.318273,-0.301973,0.334146,-0.166771,-0.180673,0.036251,democrat
3.072686,1.000518,-1.239782,0.540281,-1.49516,0.436951,-0.003274,0.384542,0.319195,0.342064,-0.239096,-0.201523,-0.145737,democrat
2.011198,-1.249221,0.419407,0.89506,-1.77631,0.768525,0.064065,-0.845194,-0.359256,-0.259627,1.939787,0.180908,-0.384881,democrat
-3.243329,0.48799,1.304392,1.353434,0.553978,0.757956,-0.695467,-0.716065,0.223828,0.789421,-0.195691,-0.104783,0.400487,republican
1.007708,-0.303303,0.630706,1.297881,-0.141074,1.88841,1.346237,0.021757,1.223026,-1.029032,-0.05822,-0.583944,-0.26151,democrat
3.448262,0.663322,-1.657678,0.133676,0.183846,0.360526,-0.204649,0.521224,-0.326604,0.283849,0.062035,-0.007421,0.00931,democrat
2.84494,1.701331,0.013758,0.060047,0.865334,-0.297576,-0.274847,0.361514,-0.587924,-0.601247,-0.764957,0.842477,-0.578686,democrat
-3.391025,-0.78123,-1.395784,2.06055,1.88932,-0.121973,0.817697,-0.359921,-0.799281,0.120817,0.302611,-0.174964,0.143799,republican
-2.702164,0.716672,0.984921,1.735079,0.702296,0.920147,-1.174602,-0.701133,1.33686,-0.260747,0.357327,0.444955,0.10276,republican
1.447823,-0.782244,2.468266,0.313842,-1.175845,-0.339097,0.654501,-0.203821,-1.217812,-0.487958,-0.706114,0.232629,0.071854,democrat
0.134503,-1.563428,1.903567,0.60762,-0.746022,-0.412884,-1.134931,1.13837,-0.107929,0.260617,-0.234728,-1.979096,0.133003,democrat
-0.549054,2.409879,-0.319836,-0.050883,0.266228,0.058765,-0.635279,-0.72266,1.284875,-0.827364,-1.901636,-0.072129,0.480403,republican
3.203375,0.715518,0.841441,1.756277,-0.669032,-0.352231,-0.498329,-0.513307,0.502915,0.4125,-0.412522,-0.388439,-0.089206,democrat
-1.778181,2.095871,0.253915,0.846652,-0.388618,0.694548,-1.954937,0.289934,-0.311946,-1.528478,0.525174,-0.428427,-0.021754,republican
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,-0.683213,0.123431,0.199197,0.739124,0.033115,0.068469,0.373546,republican
-3.562066,1.061441,-0.823215,0.750101,1.926613,-1.490544,0.34715,0.421223,-0.664823,0.09066,0.586796,-0.015377,0.146448,republican
2.846976,1.784506,-0.388733,0.212394,0.548261,-0.431022,-0.868949,-0.353144,-0.683311,0.69739,1.383305,0.227354,-0.708104,democrat
-1.041268,0.116032,0.218969,-1.680711,-1.129361,1.123176,1.313331,-0.731582,-0.922215,-0.253801,0.281134,-0.23085,-1.111677,republican
1.351181,-1.491144,-0.16401,1.156082,-1.569021,0.375349,-0.661515,-0.367076,0.388428,-0.848552,0.290418,0.110799,1.956257,democrat
-0.472326,2.063891,1.288162,-0.048293,-0.865982,0.49681,0.0871,0.258972,-2.017046,-0.05501,0.155877,-0.241951,-0.960926,republican
0.81564,-1.302617,0.122127,0.354302,-1.9167,0.197058,-0.159758,-1.253242,-1.249103,-0.247486,-0.169493,-0.670159,1.958177,democrat
-2.060329,0.676242,1.823964,0.970809,0.563569,1.119546,0.019164,-0.463481,-0.127487,0.29057,-0.099672,-1.6221,-1.068389,republican
2.421268,0.2511,1.049927,-0.541332,-1.671721,-0.887376,-0.224983,0.751964,0.290998,-0.683185,0.958082,0.092055,0.364773,democrat
1.62742,1.619294,-0.327932,0.145473,0.911109,-0.57866,-0.946819,0.352367,-0.364134,0.111788,-0.968527,1.833531,-0.784114,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,-0.195814,-0.03819,republican
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,-0.195814,-0.03819,republican
0.749948,-0.698493,2.062378,-0.592225,1.084586,0.068074,1.315288,-1.508424,-1.189089,0.136407,0.926475,0.441173,-0.40509,democrat
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,-0.683213,0.123431,0.199197,0.739124,0.033115,0.068469,0.373546,republican
1.860117,1.011442,0.833717,-0.90075,0.988077,-0.280947,1.396669,0.67208,-0.341117,1.065776,0.656693,-0.729011,1.168735,democrat
-0.013603,1.045733,1.03151,-0.786112,1.728401,0.345423,1.088263,1.457631,-0.432233,0.231655,-0.836423,-0.299065,0.351946,democrat
1.333094,-0.957667,1.717837,-0.565822,0.834809,-0.352701,0.902686,-1.407067,-0.76868,1.041644,1.808847,-0.42239,0.212496,democrat
-2.343722,-1.85154,-0.167735,0.859545,1.658159,-2.557732,-0.196438,0.075461,0.359615,0.184962,0.089541,-1.069199,1.301805,republican
-2.363243,-2.218013,-0.194707,-0.186126,1.388179,0.8243,-0.532772,-0.128654,-0.001662,-0.150164,-1.100762,0.085977,1.036775,republican
-2.667432,-1.567095,0.843112,1.404931,0.230931,-2.039811,0.838439,0.320269,0.795073,-0.446839,-0.895001,-0.110161,0.71716,democrat
2.480719,0.159792,0.420095,0.850601,1.847748,-0.090995,-0.311864,-0.64797,1.407613,0.415688,0.153934,-1.34288,-0.176381,democrat
1.691878,-1.566658,1.381276,0.327709,0.883942,-0.322499,-1.37192,0.901596,0.044873,-1.081646,0.911488,-1.176901,-0.117494,democrat
1.815376,-0.046027,0.976518,-0.414998,-1.482668,-0.745982,-0.880804,1.105891,0.651178,-0.910962,1.157839,-0.82249,0.007537,democrat
-2.889685,-0.816981,-0.531138,-1.042744,-0.685244,0.611031,-0.319143,0.574161,0.619506,-0.142246,-1.173086,0.065127,0.854786,republican
1.541013,-0.502823,0.626949,-0.935513,0.489525,-0.612193,-1.359666,1.741092,0.020242,-1.131943,1.140294,-1.00365,-0.144435,democrat
2.68137,0.074936,-0.074712,-1.081698,0.428354,-1.156915,-1.265168,0.537754,-0.08905,-0.326607,-0.086192,-0.164915,-0.504295,democrat
-3.262886,-1.897366,-0.363853,1.280902,-0.212708,-0.593099,1.182399,-0.193955,-0.007337,0.140607,0.20796,-0.374319,-1.733739,democrat
-1.033721,-0.450498,1.685536,-1.311751,-0.391526,-0.341279,0.526035,1.336551,0.756776,0.288637,-0.535267,0.162708,-0.521769,democrat
-3.470795,-0.474632,-0.589088,-0.9168,-0.75254,0.89836,-0.500643,-0.241853,0.10371,0.251154,0.092804,0.313567,0.107781,republican
-3.322214,-1.462973,-1.109615,1.794562,-0.121757,-0.532135,0.239705,-0.905307,1.023152,-1.338965,0.669567,0.412105,-0.54515,democrat
3.50235,-1.648136,-0.715608,0.34266,0.097874,0.001442,-0.517133,-0.74191,-0.238371,-0.133684,-0.051702,0.05076,-0.199923,democrat
-1.666541,-0.317735,-0.222782,-1.548305,-0.93038,0.876014,0.375451,-0.287926,-0.128783,-1.304383,-0.876409,-1.157148,0.764407,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,0.082134,0.343956,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,0.082134,0.343956,republican
2.426721,-2.15745,0.378932,-0.019134,-0.178326,0.242579,0.523325,0.09257,-1.602291,0.338925,0.422009,-0.423168,0.814898,democrat
0.68112,-1.16044,2.188656,-0.832079,1.445069,-0.009041,1.2193,-0.193889,-0.65843,-0.419759,-0.658091,-0.182528,0.034895,democrat
-2.363243,-2.218013,-0.194707,-0.186126,1.388179,0.8243,-0.532772,-0.128654,-0.001662,-0.150164,-1.100762,0.085977,1.036775,democrat
1.222922,-1.584894,1.431364,-0.17342,1.391385,-0.527988,0.07649,0.396099,1.308869,0.363566,0.77269,0.784276,0.337315,democrat
-2.343862,-2.081375,0.173634,-0.192198,1.378251,1.212855,-0.250713,-0.218384,-0.434915,0.672642,0.256539,0.09773,-1.196545,democrat
-2.36045,-2.419376,-1.02959,1.796902,0.762211,-0.946299,-0.105295,0.324559,-1.715928,-0.420971,0.551073,0.580043,-0.0194,democrat
0.26163,-2.32366,0.448955,0.406746,-0.530278,0.768708,0.104844,0.671696,2.155758,0.173864,0.615937,-0.310704,-0.204558,democrat
0.659952,-2.104555,0.449009,-0.152597,1.209452,0.971664,0.971893,0.353095,0.729371,-0.56181,-0.165062,1.661505,-0.309861,democrat
-2.870303,-0.680342,-0.162797,-1.048815,-0.695172,0.999587,-0.037084,0.484431,0.186253,0.68056,0.184215,0.076881,-1.378534,democrat
3.578951,0.378321,0.423545,1.349672,1.009974,-0.428657,-0.699704,-0.376626,-0.142884,0.354286,-0.111391,-0.194338,0.065841,democrat
-1.561246,-1.227749,0.187459,0.642642,-0.255579,1.631329,-0.32006,-1.057271,1.017583,-1.461751,0.620586,-0.301001,0.042424,democrat
1.775901,-1.989576,-2.190564,1.791781,0.176329,-2.242528,-0.000027,-0.833384,-0.105277,-0.225083,0.10483,1.29013,0.886807,democrat
-2.944354,-1.875664,-0.252657,-0.060183,1.320884,1.111629,-0.714271,-0.944668,-0.517458,0.243236,0.165129,0.334417,0.28977,republican
0.244321,-0.729432,-0.03877,-1.124602,-1.622549,0.252544,1.348043,-0.1722,0.127257,1.957678,1.676534,0.851056,-0.016522,republican
-0.544593,-2.994823,0.135454,-0.126554,1.19777,0.525472,-0.060916,1.181833,0.711358,1.399698,0.071981,-0.724696,0.356034,democrat
2.31395,-2.339226,-0.882298,0.719605,0.334703,-0.117527,-1.424027,0.085716,0.555667,0.566795,0.143447,0.416846,-0.574598,democrat
0.588382,-2.968138,0.28057,0.243901,0.351689,0.333824,-0.661055,1.418716,-0.79339,0.876637,0.298482,-0.432343,0.133203,democrat
-1.728231,-2.529939,0.053703,-0.020942,1.39018,0.84502,-0.111872,0.354193,0.208406,0.065056,-0.901801,0.375554,1.224763,democrat
0.110765,-1.259824,-0.305372,-0.856477,-0.924695,0.479014,0.117098,1.511193,2.131127,0.123567,0.844743,-0.137453,-0.231499,democrat
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,0.021954,-0.244775,republican
-2.249049,-0.711697,-0.316062,-1.297695,-0.882604,0.615651,0.124378,0.185774,0.305075,-0.376128,-0.881018,0.123483,0.746968,republican
-3.883555,-0.91282,0.536752,1.365691,0.161635,-1.773202,0.23604,-0.978592,0.069209,-0.268659,0.171929,-0.151297,-0.217834,republican
0.226437,2.49077,0.970323,-0.178143,-0.36213,0.645054,0.929112,-0.849886,0.27144,-0.653232,1.093138,0.449051,-0.836619,republican
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,0.021954,-0.244775,republican
-3.115395,-0.032994,0.319911,-1.370631,1.358177,-0.256942,-1.184818,-0.163524,-0.383,0.213079,0.449315,0.494003,0.292419,republican
-3.374017,0.77299,-0.776831,0.137438,-0.27215,1.547139,-0.200412,0.181784,0.040108,0.718984,-0.022265,0.082134,0.343956,republican
-0.59611,0.651771,0.938229,-0.535502,1.776177,0.08506,0.837191,1.931331,0.001625,1.159911,-0.841031,0.981565,0.334507,democrat
-3.766601,-0.444033,-0.977887,2.467155,0.210314,-0.045547,1.019072,-0.496602,-0.153482,0.179032,0.00148,-0.369065,-0.011249,democrat
1.208377,0.755532,-0.276547,-0.128577,0.090127,1.309767,1.066913,0.438332,-2.626729,0.244622,0.919265,0.630654,-0.340459,democrat
-3.917466,0.619803,-1.732215,1.203933,-0.184103,-0.335242,1.031325,0.342894,-0.178113,0.128735,0.230286,-0.195814,-0.03819,republican
-3.223153,-0.290845,-0.022504,1.40066,0.122267,1.836833,-0.212666,-0.657713,0.064739,0.769281,-0.251071,-0.091117,0.370897,republican
2.552146,0.176289,1.268574,0.744118,1.530812,0.170939,0.90528,-0.152484,0.796546,0.065906,0.980905,-0.352526,0.897949,democrat
-3.394194,1.551825,0.550064,0.090212,0.15956,0.468262,-0.683213,0.123431,0.199197,0.739124,0.033115,0.068469,0.373546,republican
-0.710649,-0.081807,1.11251,-2.134151,1.237704,-0.178062,0.154833,0.516687,-0.53295,-0.913053,-0.428489,-1.213398,-0.537271,republican
2.859144,-0.505702,-1.399976,-1.545967,0.352178,-0.091985,0.538781,-0.527684,0.927316,0.105198,0.242672,-0.009986,-0.111852,democrat
1.928927,0.329699,1.119886,-1.166738,-1.023,-0.691108,0.818677,0.126694,1.481316,-0.394006,1.02365,-0.141943,0.479785,democrat
-2.534284,-0.375343,0.377862,-1.496575,1.425472,-0.544271,-1.003319,0.65249,0.132796,-0.180321,-0.816576,0.245563,1.039424,republican
2.448669,-1.019385,1.000717,-0.711617,1.029987,-1.043358,0.522862,-1.440465,-0.001996,1.225802,-0.483772,-0.746639,0.242406,democrat
2.233076,-0.023995,-0.146489,-1.466859,0.972941,-1.029468,-0.599842,-0.23211,1.446584,-0.102439,0.497809,-0.938195,-0.439497,democrat
2.859144,-0.505702,-1.399976,-1.545967,0.352178,-0.091985,0.538781,-0.527684,0.927316,0.105198,0.242672,-0.009986,-0.111852,democrat
-0.710649,-0.081807,1.11251,-2.134151,1.237704,-0.178062,0.154833,0.516687,-0.53295,-0.913053,-0.428489,-1.213398,-0.537271,republican
0.795314,-2.236979,0.791747,0.399895,-1.375092,0.670613,-0.208609,0.808335,-0.581449,0.006596,0.00196,-1.907075,-0.004405,democrat
2.689086,-0.343948,0.289615,1.823355,-1.228625,1.129974,0.545795,0.394458,0.092938,-0.185198,0.558827,-0.298965,0.598299,democrat
2.009163,-1.332396,0.821899,0.742714,-1.459237,0.90197,0.658167,-0.130536,-0.263869,-1.558264,-0.208476,0.796031,-0.255462,democrat
1.447823,-0.782244,2.468266,0.313842,-1.175845,-0.339097,0.654501,-0.203821,-1.217812,-0.487958,-0.706114,0.232629,0.071854,democrat
2.597483,0.41839,0.768032,1.882612,-0.479979,-0.210837,-1.154151,-0.159381,0.863095,0.184723,-0.212765,-1.302984,-0.446442,democrat
3.428086,1.442157,-0.330783,0.08645,0.615557,-0.718351,-0.68745,0.462871,-0.167515,0.303989,0.117415,-0.021086,0.0389,democrat
-2.17105,2.051072,0.858421,-0.415349,-0.085575,0.733245,0.011381,-0.738656,-0.549091,-0.423013,0.329792,-1.153806,0.283167,republican
2.414568,0.303049,0.594327,-0.942829,-1.692157,-1.452894,-0.307171,-0.112379,-0.571146,0.944541,-0.621664,-0.533492,-0.054596,democrat
1.613891,1.924081,0.024135,0.07208,1.091225,0.199968,-0.733834,0.04402,-1.088857,-0.370613,0.182258,0.715656,-1.632711,democrat
-2.187809,1.643243,1.049765,-0.168138,0.027875,0.428094,0.436167,0.495789,-0.07844,1.396306,-0.075232,0.746327,-0.755534,republican
2.56017,1.857952,0.157073,-0.132351,-0.414729,-0.445657,0.557585,-0.299081,1.668601,0.651383,-0.118148,-0.449185,-0.001135,democrat
-3.31993,-1.538468,0.165239,0.346422,-0.358122,1.188055,-0.512896,-1.08135,0.128341,0.301451,-0.136002,0.140315,0.134722,republican
-1.565158,2.348199,0.93183,-0.541684,-0.274628,0.591852,0.667202,-1.092582,-0.909271,-0.195236,0.130035,-0.239261,0.640403,republican
-4.034419,0.151015,-0.217576,0.102468,-0.232782,-2.062897,0.248294,-0.139095,0.044578,-0.318955,0.400735,0.021954,-0.244775,republican
