@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S32

@attribute word_freq_make numeric
@attribute word_freq_all numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,4,19,0
0.11,0.11,0.11,0,0,0,0,0.22,0,0,0.57,0.68,0,0,0.22,0,0,0,0,0,0,0,0,0.171,0.031,0.031,0,41,535,0
0.67,0,0,0,0,0,0,1.68,0,0,0.33,0.33,0,0,0.67,0,0,0,0.67,0,0,0,0.33,0.048,0,0,0,22,107,0
0.02,0.15,0.31,0,0,0.02,0,0.06,0,0,0.44,0.47,0,0,0,0.02,0,0,0.02,0,0,0,0,0.15,0.044,0.006,0,52,2078,0
0.51,0.51,0.51,0,0,0,0,1.02,0,0,0,0,0,0,0.51,0,0,0.51,0,1.02,0,0,0,0.161,0.08,0,0,12,66,0
0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,0,0,11,71,0
0,0.1,0.1,0.2,0.2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.2,0.097,0,0.027,0,22,423,0
0,0.23,0,0,1.43,0,0,2.14,0,0,0.23,0,0,0,0.23,0,0,0,1.9,0,0,0,0,0.235,0,0,0.164,160,683,0
0,0,0,0,0,0,0,0,0,0,4.5,1.8,0,2.7,0,0,0.45,0,0,0,0,0,0,0,0,0,0,34,130,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,0,0,4,10,0
0,0.32,0,0,0,0.16,0,0,0,0,0.96,0.48,0,0,0.16,0,0,0,0.96,0,0,0.16,0,0.124,0,0,0.11,63,1064,0
0,0,0,0,0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0.182,0.091,0,0,5,40,0
0,0,0,0,0,0,0,0,0,0,5.68,4.16,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,5,39,0
0,0,0,0,0,0,0,0,0,0,7.14,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0.24,0,0,0,10,27,0
0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,97,0
0,0,0,0,0,0,0,0,0,0,5.55,2.77,0,2.77,0,0,0,0,0,0,0,0,0,0.218,0,0,0,10,27,0
0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,9,24,0
0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0.645,8,26,0
0,0,0,0,0,0,0,0,0,0,2.22,0.74,0,0,0.74,0,0,0,0,0,0,0,0,0.414,0,0.103,0,11,59,0
0,0.06,0.13,0,0,0,0,0,0,0,1.1,0,0,0,0.13,0.06,0,0,0.06,0,0,0,0,0.047,0,0.085,0,52,617,0
0,0.19,0,0,0,0,0,0.38,0,0,2.32,0.96,0,0,0.38,0,0,0,0,0.19,0,0,0.58,0.337,0,0,0,44,693,0
0.07,0.15,0.15,0,0,0,0,0.38,0,0,0.69,0,0,0,0.15,0,0,0,0.07,0,0,0,0,0.022,0,0.033,0,36,220,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0
0,0,0,0,0,0,0,0.69,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,15,112,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,6,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,119,357,0
0,0,0,0,0,0,0,0,0,0,0.93,0,0,0.46,0,0,0,0,0,0,0,0,0,0.438,0,0,0,37,120,0
0,0,0.25,0,0,0,0,0,0,0,0.75,0.25,0,1,1.25,0,0,0,0,0,0,0,0,0.153,0,0,0,26,329,0
0.11,0.22,0.05,0,0,0,0,0.73,0,0,1.69,1.3,0,0.11,0.33,0,0.05,0,0.11,0,0.11,0,0.05,0.085,0,0,0,22,971,0
0,0,0,0,0,0,0,0.14,0,0,0.14,0.57,0,0,0,0,0,0,0,0,0,0,0.14,0.156,0,0,0,24,496,0
0,0,0,0,1.75,0,0,0.29,0,0,0.29,0,0,0,0.29,0,0,0,1.75,0,0,0,0,0.052,0,0,0.235,38,566,0
0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0.9,0,0,0,1.81,0.45,0,0,0,0.069,0,0,0,15,164,0
0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0.8,0,0,0,1.6,0,0,0,0,0,0,0,0,15,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,10,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0.1,0,0,0,0,0,0,0,0,3.52,0.1,0,0,0.21,0.1,0,0,0,0,0,0,0,0.117,0,0,0,24,496,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,10,11,0
0,0,0,0,0,0,0,1.01,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,115,0
0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.051,0,0,0,4,137,0
0,0,0,0,0,0,0,0,0,0,2.48,1.6,0,0.14,1.16,0,0,1.16,0,0,0,0,0,0.433,0.082,0,0,52,654,0
0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,4,15,0
0,0,0,0,0,0,0,0,0,0,4.34,2.17,0,2.17,0,0,0,0,0,0,0,0,0,0.529,0,0,0,11,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,5,24,0
0,0,0.26,0,0,0,0,2.6,0,0,0.26,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,18,168,0
0.31,0,0,0,0,0,0,0,0,0,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,0
0,0,0,0,0,0,0,0.48,0,0,2.89,0,0,0,0.48,0,0,0,0,0.48,0,0,0.48,0.371,0.074,0,0,18,185,0
0.32,0,0,0,0,0,0,0,0,0,3.88,2.58,0,0.32,0,0,0,0,0,0,0,0,0,0.492,0,0,0,11,138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,10,11,0
0.15,0,0.15,0,0,0,0,0.85,0.05,0,0.2,0,0,0,0.35,0,0,0,0,0,0.05,0,0,0.234,0,0,0,49,1026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0
0,0,0.27,0,0,0,0,2.73,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,166,0
0.07,0.15,0.05,0,0,0,0.01,0.07,0.01,0,0,0,0.01,0,0.95,0,0.11,0.13,0.01,0,0,0.03,0.51,0.173,0.002,0.005,0.002,71,2954,0
0.16,0,0,0,0,0.08,0.16,0.42,0,0.08,1.34,0.58,0,0.08,1.34,0,0,0,0,0,0.08,0,0,0.408,0.06,0.012,0,104,1655,0
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0
0,1.17,0,0,0,0,0,0,0,0,4.7,2.35,0,0,1.17,0,0,0,0,1.17,0,0,0,0,0.193,0,0,16,77,0
0,1.06,0.35,0,0,0,0,0,0,0,4.62,0,0.35,1.06,0.35,0,0,0,0,0.35,0,0,0,0.055,0.055,0,0,17,206,0
0,0,0,0,0,0,0,0,0,0,7.14,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0.239,0,0,0,10,27,0
0,2,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0.18,0,0,0,10,29,0
0.23,0,0.23,0,0,0,0,2.76,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.445,0,0.121,0,7,142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,3.57,0,0,0,0,0,0,0,7,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,1.78,0,0,0.89,0,0,0,0,0,0.269,0.269,0,0,16,84,0
0,0,0,0,0,0,0,1.72,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,0
0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0.744,0,0,0,18,71,0
0,0,0,0,0,1.36,0,0,0,0,1.36,1.36,0,0,1.36,0,0,0,0,1.36,0,0,0,0.404,0.202,0,0,17,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,1.169,0,0,0,21,76,0
0,1.18,0,0,0,0,0,1.77,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.313,0,66,129,0
0,0,0.57,0,0,0,0,0,0,0,2.31,0,0.57,1.73,0,0,0,0,0,0,0,0,0,0.086,0,0,0,5,72,0
0,0,0,0,0,0,0,0,0,0,3.34,2.3,0,0,0.62,0,0,0,0,0.41,0,0,0,0.198,0.056,0,0.454,108,536,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0.98,0,0,0.98,0.377,0,0,0,27,158,0
0,0.25,0.25,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,5,98,0
0.05,0.45,0.11,0,0,0,0,0.16,0,0,0.62,0.67,0,0,0.67,0,0,0,0,0,0,0,0,0.162,0.04,0.016,0,45,875,0
0,0.35,0.71,0,0,0,0,0.35,0,0,0,0,0,0,0.35,0,0,0,0,0.35,0,0,0,0.124,0,0,0,12,110,0
0.25,0,0,0.25,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.165,13,146,0
0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.214,0,0,0,4,24,0
0,0,0,0,0,0,0,1.38,0,0,1.38,1.38,0,0,1.38,0,0,0,0,1.38,0,0,0,0,0.224,0,0,12,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0.118,0,0,0,10,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0.92,0,0,0,0.92,0,0,0,0,0.165,0,0,0,7,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,1.42,0.361,0,0,0,7,81,0
0,0,0,0,0,0,0,0.42,0,0.42,1.27,0.85,0,0.42,0,0,0,0,0,0,0.42,0,0,0.155,0,0,0,11,92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,9,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0
0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0.266,0.066,0,0,200,378,0
0,0,0,0,0,0,0,0.14,0,0,0.14,0.57,0,0,0,0,0,0,0,0,0,0,0.14,0.156,0,0,0,13,462,0
0,0.13,0,0,0,0,0,0,0.13,0,1.69,0,0,0,0.13,0,0,0,0,0,0,0,0.13,0.105,0,0.052,0,20,446,0
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,0,4,38,0
0.67,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0.055,0,0,0,13,74,0
0.42,0,0,0,0,0,0,0.42,0,0,1.28,2.57,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,9,69,0
0,1.96,0,0,0,0,0,0,0,0,3.92,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0.475,0,0,0,11,59,0
0,0.48,0,0,0,0,0,0,0,0,0.96,1.93,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,7,88,0
0,1.66,0,0,0,0,0,0,0,0,3.33,1.66,0,1.66,0,0,0,0,0,0,0,0,0,0.167,0,0,0,10,46,0
0,0,0,0,0,0,0,0,0,0,2.45,2.45,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,11,47,0
0,0,0,0,0,0,0,0,0,0,5.37,1.07,3.22,0,1.07,0,0,0,3.22,1.07,0,0,0,0.388,0.194,0,0.194,13,104,0
0.06,0.19,0.06,0,0,0,0,0.46,0,0,2.57,0.92,0.13,0.52,0.32,0,0,0,0,0,0,0,0.13,0.152,0,0.028,0,23,836,0
0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,5.12,0,0,0,0,0.5,0,0,0,7,34,0
0,0,0,0,0,0,0,0.38,0,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0,0,0.154,0,0,0.03,12,388,0
0,0,0,0,0,0,0,0,0,0,9.09,4.54,4.54,4.54,0,0,4.54,0,0,0,0,0,0,1.169,0,0,0,11,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,3,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0,0,28,93,0
0.22,0.22,0,0,1.34,0,0,1.56,0,0,0.44,0,0,0,0,0,0,0,2.23,0,0,0,0,0.156,0,0,0.156,121,693,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0
0,0,0,0,0,0,0,0,0,0,2.08,0.69,0,0,0.69,0,0,0,0,0,0,0,0,0.284,0,0.094,0,11,60,0
0.13,0.13,0,0,0,0,0,0.26,0,0,0.65,0.79,0,0,0,0,0,0,0,0,0,0,0,0.164,0.036,0.036,0,32,481,0
0.08,0.22,0,0,0,0,0,0.08,0,0,0.39,0.44,0,0,0.08,0.08,0,0,0,0.04,0.04,0,0,0.197,0.058,0.011,0,64,1583,0
0,0.28,0,0,0,0,0,1.72,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,15,156,0
0.09,0.04,0,0,0,0,0,0.14,0,0,0.62,0.66,0,0,0,0,0,0,0,0,0.09,0,0.04,0.152,0.053,0.013,0,85,1463,0
1.14,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0.512,0,0,0,11,24,0
0.2,0.1,0,0,0,0,0,0,0.1,0,4.5,0.1,0,0,0.1,0.1,0,0,0.6,0,0,0,0,0.079,0,0.013,0,26,562,0
0,1.94,0,0,0,0,0,0,0,0,0.97,0.97,0,0.97,0,0,0,0,0.97,0,0,0,0,0.379,0,0,0,75,195,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0.796,0,0,0,8,60,0
0.81,0.81,0,0,0,0,0,1.62,0,0,0.81,0,0,0,0,0,0,0,1.62,0,0,0,0,0.123,0,0,0,69,129,0
0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0
0.54,0.27,0,0,0,0,0,0.81,0,0,0.81,0.81,0,0.54,0,0,0,0,0,0,0,0.27,0,0.318,0.079,0,0,76,517,0
0.56,2.24,0.56,0,0,0,0,0,0,0,1.12,0,0.56,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,4,32,0
0.36,1.09,0,0,0,0,0,1.09,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0.126,0,35,123,0
0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,0
0.27,0.27,0,0,0,0,0,0.27,0,0,9.83,0.81,0.27,0.27,0.54,0,0.27,0,0.54,0.54,0,0,0,1.411,0.041,0,0,20,675,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,6,13,0
0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0.414,0,0,0,7,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,0,0.87,0,0,0.87,0.87,0,0,0.87,0,0,0,0,0.87,2.63,0,0,0,0.156,0,0,12,44,0
0,0,0,0,0,0,0,0,0,0,0.48,1.93,0.48,0,1.44,0,0,0,0,0,1.44,0,0,0.304,0,0.365,0,10,187,0
1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,1.02,0,0.352,0,0,0,3,36,0
0,0,0,0,0,0,0,0,0,0,1.81,0.45,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0
0,0.76,0,0,0,0,0,0,0,0,0.76,0,0.76,1.52,0.76,0,0.76,0,0.76,0,0,0,0,0.254,0,0,0,11,79,0
0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,3,14,0
0,0,0.69,0,0,0,0,0,0,0,0.92,0.92,0,0,0.23,0,0.23,0,0,0.23,0,0,0,0,0.033,0,0,13,143,0
0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,1.04,0,0,0,0,1.04,0,0,0,0.358,0,0,0,13,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,0,0,6,17,0
0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,1.02,0,0,1.02,0,0,0,0,0,0,0.142,0,10,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
0.46,0,0,0,0,0,0,0.46,0,0,0.93,1.39,0.46,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,13,86,0
0,0.58,0,0,0,0,0,0,0,0,1.76,1.17,0.58,0.58,0.58,0,0.58,0,0,0.58,0,0,0,0.566,0.094,0,0,13,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.8,0.133,0,0.133,33,161,0
0,0,0,0,0,0,0,0.51,0,0,3.06,2.04,0.51,1.02,0,0,0.51,0,1.02,0,0,0,0,0.553,0,0,0,37,216,0
0.85,0,0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,5,31,0
0,0.52,0,0,0,0,0,0.52,0,0,1.58,1.05,0.52,0.52,0.52,0,0.52,0,0,0.52,0,0,0,0.513,0.085,0,0,13,158,0
0.39,0,0,0,0.39,0,0,0,0,0,2.77,1.98,0.39,0.39,0.39,0,0.39,0,0.39,0.39,0,0,0,0.377,0.439,0,0,13,141,0
0,0,0,0,0,0,0,0,0,0,1.72,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0
0,0.58,0,0,0,0,0,0,0,0.58,1.75,1.16,0,0.58,0,0,0,0,0,0,0,0,0,0.059,0,0,0.178,11,183,0
0,0.34,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0.046,0,0,0,107,194,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0,0,0,0,0,0,0,0,0.018,0,0,0,1488,1506,0
0.3,0.3,0,0,0,0,0,0.61,0,0,1.38,0.3,0.15,0.15,0.3,0,0.15,0,0,0.3,0,0,0,0.183,0.052,0,0,13,305,0
0,0.29,0,0,1.19,0,0,0.29,0,0,0,0,0,0,0.29,0,0,0,0.89,0,0,0,0,0.156,0.031,0,0.125,157,611,0
0,0,0,0,0,0,0,0,0,0,0.86,0.43,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,15,142,0
0,0,0,0,0,0,0,0.55,0,0,2.77,2.22,0.55,0.55,1.66,0,0.55,0,0,1.11,0,0,0,0.603,0.086,0,0,13,167,0
0,0,0,0,0,0,0,0,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,36,0
0,0.89,0.44,0,0.44,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,13,95,0
0,0,0,0,0,0,0,0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0.129,0,31,196,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0
0.35,0.35,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0,0,2,15,0
0,0,0,0,0,0,0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0.327,0.109,0,0.109,28,162,0
0.36,1.47,0,0,0,0,0,0.36,0,0,0.36,0.36,0,0,1.1,0,0,0,1.1,0,0,0,0,0.051,0,0,0,45,172,0
0,0,0.41,0,0,0,0,0,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0.068,0,0,0,5,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
0,0.87,0,0,0,0,0,0.87,0,0,1.75,0.87,0,0,0.87,0,0,0,0,0.87,0,0,0,0.283,0.141,0,0,15,75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.272,0,0,26,88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,1.182,0,0,0,13,72,0
0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0
0,0.28,0,0,0,0,0,0.56,0,0,3.37,1.4,0.28,0.28,0.56,0,0.28,0,0.28,0.56,0,0,0,0.14,0.093,0,0,15,207,0
0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.505,0.168,0,0.084,28,236,0
0,1.33,0,0,0,0,0,0,0,0,2.66,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0.288,0,0,0,10,39,0
0,0,0,0,0,0,0,0.7,0,0,2.8,1.05,0.35,0.35,0.7,0,0.35,0,0,0.7,0,0,0,0.233,0.116,0,0,13,145,0
0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.141,0.211,104,413,0
0,0.9,0,0,0,0,0,3.18,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,53,159,0
0,0,0,0,0,0,0,0,0,0,2.29,1.14,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,0,15,82,0
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0
0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0.3,0,0,0,0.4,0.2,0.2,0,0,0.136,0.015,0.015,0,18,527,0
0,0,0,0,0,0,0,0,0,0,4.05,4.05,0,0,0.67,0,0,0,0,0,0,0,0,0.613,0,0,0,24,128,0
0.9,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0.9,0,0,0,0,0,0,0,0,0.15,0,0,0,22,129,0
1.19,0,0,0,0,0,0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,11,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0.34,0,0,0,0,0.34,0.132,0,0,0,7,85,0
0,0,0.32,0,0.32,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,87,262,0
0,0,0,0,0,0,0,3.7,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,15,62,0
0,0,0,0,0,0,0,0.76,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.123,0.123,0,0.123,28,148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
1.11,0,0,0,0,0,0,3.33,0,0,2.22,1.11,1.11,1.11,1.11,0,1.11,0,0,1.11,3.33,0,0,0.353,0,0,0,12,63,0
0,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,3.57,0,0,3.57,0,0,0,0,0,0,0.956,0,0,0,11,36,0
0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0.33,0,0,5.66,2.66,0.66,0.66,0.66,0,0.66,0,0,0.66,0,0,0,0.254,0.101,0.05,0,15,248,0
0.2,0.2,0,0,0,0,0,0,0,0,2.61,1.2,0,0,0.8,0,0,0,0,0,0,0,0,0.462,0.061,0,0,24,308,0
0,0,0,0,0,0,0,4.16,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0
