@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S22

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_telnet numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_[ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,3.34,2.3,0,0,0,0.62,0,0,0,0,0.085,0.056,108,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,27,0
0,0,0.25,0,0.25,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.05,0,0.45,0,0.11,0.62,0,0,0,0,0,0.22,0,0.16,0,0,0.62,0.67,0,0,0,0.67,0,0,0,0,0.121,0.04,45,0
0,0,0.35,0,0.71,0,0,0,0,0,0,0.71,0,0.35,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,12,0
0.25,0.25,0,0,0,0,0.25,0,0,0.25,0,2.05,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,1.26,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,1.38,0,1.38,0,0,1.38,1.38,0,0,0,1.38,0,0,0,0,0,0.224,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,3.4,0,0.42,0,0.42,1.27,0.85,0.85,0,0,0,0,0,0.42,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0.7,1.4,0,1.4,0,0,0,0,0,0.7,0,0,0,2.11,0,0,0,0.066,200,0
0,0,0,0,0,0.14,0,0,0,0,0.14,0,0,0.14,0,0,0.14,0.57,0,0,0.43,0,0,0,0,0,0.058,0,13,0
0,0,0.13,0,0,0.13,0,0,0,0,0.13,0,0,0,0.13,0,1.69,0,0,0,0,0.13,0,0,0,0,0,0,20,0
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,4,0
0.67,0,0,0,0,0,0,0,0,0,0,1.01,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0.42,0,0,0,0,0,0,0,0,0,0,0.42,0,0.42,0,0,1.28,2.57,0,0,0.42,0.42,0,0,0,0,0,0,9,0
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,1.96,3.92,0,0,0,0,0,0,0,0,0,11,0
0,0,0.48,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0.96,1.93,0,0,0.96,0.48,0,0,0,0,0,0,7,0
0,0,1.66,0,0,0,0,0,0,0,0,1.66,0,0,0,0,3.33,1.66,1.66,1.66,1.66,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,2.45,2.45,0,0,0,0,0,0,0,0,0.12,0,11,0
0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,5.37,1.07,0,1.07,0,1.07,0,0,0,0,0,0.194,13,0
0.06,0,0.19,0,0.06,0,0,0,0,0,0,0.52,0,0.46,0,0,2.57,0.92,0.06,0.32,0.13,0.32,0,0,0,0,0.009,0,23,0
0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0.38,0,0,0,0,1.33,0,0.38,0,0,0.19,0,0,0,0,0,0,0.19,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.54,4.54,4.54,4.54,0,0,4.54,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,28,0
0.22,0,0.22,0,0,0.22,0,1.34,0,0,0.44,0.67,0,1.56,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,2.08,0.69,0,0,0,0.69,0,0,0,0,0,0,11,0
0.13,0,0.13,0,0,1.18,0,0,0,0,0,0.52,0,0.26,0,0,0.65,0.79,0,0,0,0,0,0,0,0,0.128,0.036,32,0
0.08,0,0.22,0,0,0.44,0,0,0,0,0.04,0.17,0,0.08,0,0,0.39,0.44,0,0,0,0.08,0.08,0,0.04,0,0.163,0.058,64,0
0,0.28,0.28,0,0,0,0.28,0,0,0,0,2.87,0,1.72,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,15,0
0.09,0.04,0.04,0,0,0.66,0,0,0,0,0,0.19,0,0.14,0,0,0.62,0.66,0,0,0.04,0,0,0,0.09,0,0.145,0.053,85,0
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.2,0,0.1,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,4.5,0.1,0,0,0.1,0.1,0.1,0,0,0,0.092,0,26,0
0,0,1.94,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0.97,0.97,1.94,0,0,0,0,0,0,0,0,0,75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,8,0
0.81,0,0.81,0,0,0,0,0,0,0,0,1.62,0,1.62,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,17,0
0.54,0,0.27,0,0,0.27,0,0,0,0,0,1.08,0,0.81,0,0,0.81,0.81,1.08,0,0,0,0,0,0,0.27,0.039,0.079,76,0
0.56,0,2.24,0,0.56,0,0,0,0,0,0,4.49,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0.111,0,4,0
0.36,0,1.09,0,0,0,0,0,0,0,0,0.72,0,1.09,0,0.72,0,0,0,0,0,0,0,0,0,0,0.063,0,35,0
0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,17,0
0.27,0,0.27,0,0,0,0,0,0,0,0,0.54,0,0.27,0,0,9.83,0.81,0.27,0.27,0.27,0.54,0,0.27,0,0,1.411,0.041,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.84,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.082,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,1.75,0,0.87,0,0,0.87,0.87,0,0,0,0.87,0,0,2.63,0,0.469,0.156,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,1.93,0,0,0,1.44,0,0,1.44,0,0,0,10,0
1.02,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0.45,0,0,0.45,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0.76,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0.76,0,0.76,0.76,0.76,0.76,0,0.76,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,2.46,0,1.23,0,0,0,0,0,0,0,0,0,0,2.46,0,0.245,0,3,0
0,0,0,0,0.69,0.23,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,0,0,0.23,0,0.23,0,0,0.033,0.033,13,0
0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,1.04,0,0,0,0,1.04,0,0,0,0,0.179,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.46,0,0,0,0,0,0,0,0,0,0,5.11,0,0.46,0,0,0.93,1.39,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0.58,0,0,0,0,0,0,0,0,0.58,0,0,0,0,1.76,1.17,0.58,0.58,0.58,0.58,0,0.58,0,0,0.188,0.094,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,33,0
0,0,0,0,0,0,0,0,0,0,0,0.51,0,0.51,0,0,3.06,2.04,2.04,0.51,0.51,0,0,0.51,0,0,0.158,0,37,0
0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.52,0,0,0,0,0,0,0,0,0.52,0,0.52,0,0,1.58,1.05,0.52,0.52,0.52,0.52,0,0.52,0,0,0.171,0.085,13,0
0.39,0.39,0,0,0,0,0,0.39,0,0,0,1.19,0,0,0,0,2.77,1.98,1.19,0.39,0.39,0.39,0,0.39,0,0,0.125,0.439,13,0
0,0,0,0,0,0,0,0,0,0,0.86,2.58,0,0,0,0,1.72,0,0,0,0.86,0,0,0,0,0,0,0,8,0
0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0.58,1.75,1.16,0.58,0.58,0.58,0,0,0,0,0,0,0,11,0
0,0.68,0.34,0,0,0,0.34,0,0,1.72,0,1.03,0,2.06,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,107,0
0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.29,0,0,0.58,0,0,0,0,0,0,1488,0
0.3,0,0.3,0,0,0,0,0,0,0,0,1.38,0,0.61,0,0,1.38,0.3,0.15,0.15,0.15,0.3,0,0.15,0,0,0.131,0.052,13,0
0,0,0.29,0,0,0.29,0,1.19,0,0,0.29,0.29,0,0.29,0,0,0,0,0.29,0.29,0,0.29,0,0,0,0,0,0.031,157,0
0,0,0,0,0,0.43,0,0,0,0,0,0.86,0,0,0,0,0.86,0.43,1.3,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,1.11,0,0.55,0,0,2.77,2.22,0.55,0.55,0.55,1.66,0,0.55,0,0,0,0.086,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0.89,0,0.44,0,0,0.44,0,0,0.89,0,0,0,0,0,1.79,0,0,0,0.89,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0.35,0,0.35,0,0,0,0,0,0,0,0,1.42,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,28,0
0.36,0,1.47,0,0,0.36,0.36,0,0,0,0,1.1,0,0.36,0,0,0.36,0.36,0,0,0,1.1,0,0,0,0,0,0,45,0
0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.41,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,1,0
0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.87,0,0,1.75,0.87,0,0,0,0.87,0,0,0,0,0,0.141,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.28,0,0,0,0,0,0,0,0,1.4,0,0.56,0,0,3.37,1.4,0.28,0.28,0.28,0.56,0,0.28,0,0,0,0.093,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,28,0
0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,1.33,1.33,1.33,1.33,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,2.1,0,0.7,0,0,2.8,1.05,0.35,0.35,0.35,0.7,0,0.35,0,0,0,0.116,13,0
0,2.07,0,0,0,1.55,0,0,0,0,0,1.03,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,104,0
0,1.36,0.9,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,2.29,1.14,3.44,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,1.08,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.1,0,0.1,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0.3,0,0,0.2,0,0.015,0.015,18,0
0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,4.05,4.05,2.02,0,0,0.67,0,0,0,0,0,0,24,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0.9,0,0,0,0,0,0,22,0
1.19,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,1.19,1.19,2.38,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.088,0,7,0
0,0,0,0,0.32,0,0,0.32,0,0,0,0.32,0,0,0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,87,0
0,0,0,0,0,0,0,0,0,0,0,1.85,0,3.7,0,0,1.85,0,3.7,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,28,0
0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.11,0,0,0,0,0,0,0,0,0,0,2.22,0,3.33,0,0,2.22,1.11,1.11,1.11,1.11,1.11,0,1.11,3.33,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,3.57,3.57,3.57,3.57,0,0,3.57,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,4.44,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.66,0,0.33,0,0,5.66,2.66,0.66,0.66,0.66,0.66,0,0.66,0,0,0.101,0.101,15,0
0.2,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0,0,2.61,1.2,0.4,0,0,0.8,0,0,0,0,0.061,0.061,24,0
0,0,0,0,0,0,0,0,0,0,0,2.08,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,2.63,2.63,1.31,1.31,1.31,1.31,0,1.31,0,0,0,0.203,12,0
0,1.32,0,0,0,0.66,0,0,0,0,0,0.66,0,0.88,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,161,0
0,2.07,0,0,0,1.55,0,0,0,0,0,1.03,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,104,0
0.34,0,0,0,0,0.34,0,0,0,0,0,1.36,0,0.68,0,0,2.38,1.7,1.7,0.34,0.34,0.68,0,0.34,0,0,0.052,0.052,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.86,0.93,0.93,0.93,0.93,0,0.93,0,0,0,0.152,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,28,0
0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.66,0,0,0,0,0.66,0,0,0,0,0,2,0,1.33,0,0,0.66,0.66,1.33,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,1.02,2.04,0,0,1.02,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0.68,0,0.34,0,0,5.86,2.75,0.68,0.68,0.68,0.68,0,0.68,0,0,0.11,0.11,15,0
0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,3.84,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.38,0,4.76,0,0,0,0,0,0,0,0,0,15,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,8,0
0,0,0.17,0,0,0.08,0.08,0,0,0.08,0,0.94,0,0.6,0.25,0,1.89,0.43,0.08,0.34,0,0.17,0,0,0,0,0,0,24,0
1.05,0,0,0,0,0,0,0,0,0,0,4.21,0,2.1,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.49,0.59,0,0,0,0,0,0.29,0,0,0,24,0
0,0,0,0,0,0.27,0,0,0,0,1.64,1.36,0,0.54,0,0,0.27,0,0,0,0.54,0.27,0,0,0,0,0,0,8,0
0,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0.8,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62,0,0,0,0,1.06,0,0,0,0,0.425,0.17,15,0
0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.46,0,0,4.2,2.8,0.46,0.46,0.46,0.46,0,0.46,0,0,0.151,0.075,12,0
0.35,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,1.06,1.06,0.7,0.35,0,1.06,0,0,1.41,0,0,0,24,0
0,0,0,0,2.94,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.68,0,0,0,0,0,0,0,0,0.68,0,5.47,0,0,0,0,0.68,0,0,0,0.68,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0,0.59,0.59,1.18,0,0,0,0,0,0,0,0,0,11,0
0,0.55,0,0,0,0,0,0,0,0,0,2.79,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,5,0
0,0,0,0,0,1.81,0,0,0,0,0,7.27,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0.16,0,0,0.16,0,0.66,0,0,0.16,0,0,0.16,0,0,3,0.83,0.5,0.5,0.16,0.5,0,0.16,0.16,0,0,0.04,28,0
0.33,0.33,0.99,0,0.66,0,0,0,0,0,0,2.65,0,0.33,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.08,0.08,0,0,0.42,0,0,0,0,0,0.081,0,18,0
0,0,0.2,0,0.2,0.1,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,1.7,0,0.85,0,0,0.85,0,0,0,0,0,0,0,0.85,0,0,0.138,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0.23,0,0,0.23,0,0.92,0,0,0.23,0,0,0.23,0,0,0.23,0,0.23,0.23,0,0.23,0,0,0,0,0,0.026,23,0
0,0,0.33,0,0,0,0,0,0,0,0.25,0.16,0,0,0,0,2.68,0,0,0,0.08,0.08,0,0,0,0,0.134,0,24,0
0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,1.62,1.08,1.62,0.54,0.54,0.54,0,0.54,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,3.84,3.84,0,0,0,1.28,0,0,0,0,0,0.194,17,0
0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,3.84,3.84,0,0,0,1.28,0,0,0,0,0,0.194,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.23,0,0,0.23,0,1.39,0,0,0.23,0,0,0.69,0,0,0.46,0,0,0,0,0.23,0,0,0,0,0,0,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.08,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.08,0,0,0.16,0,0,0,0.16,0.08,0,0,0.24,0,0,0,60,0
0.09,0,0.09,0,0.09,0.87,0,0,0,0,0,0.38,0,0.19,0,0,0.58,0.68,0,0,0,0,0,0,0,0,0.173,0.053,48,0
0,0,0.09,0,0,0,0,0,0,0,0.55,0.09,0,0,0.36,0.09,3.48,0,0,0.09,0.09,0.09,0,0,0.55,0,0.012,0,22,0
0.05,0,0.15,0,0.05,0.52,0,0,0.05,0,0,0.31,0,0.15,0,0,0.78,0.83,0,0,0,0,0,0,0.1,0,0.223,0.084,38,0
0,0.24,0,0,0,0,0,1.49,0,0,0,0.99,0,0,0,0,0.49,0,0,0.24,0,0.49,0,0,0,0,0,0,235,0
0,0,0.29,0,0,0.29,0,1.79,0,0,0.29,0,0,0.59,0,0,0.59,0,0,0,0,0.29,0,0,0,0,0,0,121,0
0,0,0,0,0,0,0,0,0,0,0,1.38,0,0.46,0,0,1.84,1.38,0.92,0.92,0.46,0,0,0.92,0,0,0,0,34,0
0.67,0,0.22,0,0,0,0.45,0.22,0,0,0,1.12,0,1.35,0,0,2.03,0,0.45,0.22,0,0.22,0,0,0,0,0,0,38,0
0,0.33,0.16,0,0.33,0,0,0.16,0.16,0.99,0,2.8,0,2.31,0.33,0,0,0,0,0,0,0.49,0,0,0,0,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,4,0
0.53,0,0,0,0,0,0,0,0,0,0,1.06,0,1.06,0,0,2.13,1.06,0.17,0.17,0.17,0.53,0,0.17,0,0,0.052,0.026,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
