@relation spambase_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A58-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute Source_16 numeric
@attribute Source_17 numeric
@attribute Source_18 numeric
@attribute Source_19 numeric
@attribute Source_20 numeric
@attribute Source_21 numeric
@attribute Source_22 numeric
@attribute Source_23 numeric
@attribute Source_24 numeric
@attribute Source_25 numeric
@attribute Source_26 numeric
@attribute Source_27 numeric
@attribute Source_28 numeric
@attribute Source_29 numeric
@attribute Source_30 numeric
@attribute Source_31 numeric
@attribute Source_32 numeric
@attribute Source_33 numeric
@attribute Source_34 numeric
@attribute Source_35 numeric
@attribute Source_36 numeric
@attribute Source_37 numeric
@attribute Source_38 numeric
@attribute Source_39 numeric
@attribute Source_40 numeric
@attribute Source_41 numeric
@attribute Source_42 numeric
@attribute Source_43 numeric
@attribute Source_44 numeric
@attribute Source_45 numeric
@attribute Source_46 numeric
@attribute Source_47 numeric
@attribute Source_48 numeric
@attribute Source_49 numeric
@attribute Source_50 numeric
@attribute Source_51 numeric
@attribute Source_52 numeric
@attribute Source_53 numeric
@attribute Source_54 numeric
@attribute Source_55 numeric
@attribute Source_56 numeric
@attribute class {0,1}

@data
-0.078639,0.008612,-0.014215,-0.006831,-0.03283,0.003448,0.1311,-0.046665,0.031153,0.041311,-0.035457,-0.020379,-0.015081,0.001369,-0.033402,-0.037015,-0.065047,0.049916,0.049247,-0.016474,-0.014781,0.023609,0.025271,-0.030705,0.034519,0.045594,-0.005577,-0.014928,-0.054949,-0.081071,0.044121,-0.031089,0.007208,0.037086,-0.048834,-0.024509,0.026123,-0.078802,0.010514,0.091198,0.053286,-0.004116,-0.01412,0.031015,-0.019424,0.013076,-0.046792,0.043063,-0.043883,-0.01339,-0.065799,0.100573,-0.040571,-0.003057,0.003859,-0.002253,0.043953,0
-1.72275,0.268041,-0.254588,-0.306528,-0.7125,0.214065,2.819625,-1.113472,0.688643,0.980651,-0.614282,-0.4331,0.160861,0.377076,-0.409527,-1.255015,-1.224265,1.044556,0.56088,-0.046281,-0.787685,0.650067,0.677554,-0.286823,0.251119,0.606509,-0.571843,-0.42907,-0.837584,-1.694472,0.401052,-0.798938,0.523574,-0.208069,-0.466831,0.163664,0.149928,-1.025218,0.356686,1.685975,0.173286,-0.323074,-0.277985,0.456707,-0.224674,0.447147,-0.223289,0.660764,-1.295961,0.180607,-1.468875,1.394276,-0.371836,0.010075,0.654617,-0.20817,0.798084,0
-0.23007,0.035101,-0.033223,-0.035959,-0.09415,0.039483,0.343184,-0.132856,0.085579,0.136267,-0.091031,-0.069503,0.012256,0.040452,-0.040536,-0.166514,-0.156208,0.135336,0.07244,0.00358,-0.108705,0.086383,0.090968,-0.035841,0.042386,0.066216,-0.068341,-0.0528,-0.074669,-0.219955,0.031304,-0.104016,0.079767,-0.020113,-0.060146,0.003229,0.018791,-0.153755,0.05025,0.212516,0.002065,-0.049757,-0.039437,0.045001,-0.059167,0.048898,-0.028256,0.092126,-0.163332,0.02482,-0.19533,0.171988,-0.047959,0.025898,0.086976,-0.008676,0.11907,0
-1.106674,0.165533,-0.179479,-0.202993,-0.428762,0.139859,1.820591,-0.696382,0.447516,0.597907,-0.408576,-0.298376,0.083479,0.227216,-0.26744,-0.798623,-0.793988,0.706134,0.381144,-0.045771,-0.548589,0.406221,0.441425,-0.18706,0.190147,0.393229,-0.385089,-0.25472,-0.536945,-1.133269,0.237986,-0.525591,0.336052,-0.105241,-0.275226,0.103768,0.110333,-0.677201,0.259856,1.095917,0.097101,-0.223964,-0.171926,0.291687,-0.152088,0.276807,-0.155509,0.443039,-0.83092,0.137527,-0.928535,0.85844,-0.222841,0.015661,0.426441,-0.145352,0.51016,0
-0.492921,0.076135,-0.080186,-0.080195,-0.195326,0.062989,0.809664,-0.30638,0.199523,0.269234,-0.187009,-0.123182,0.036338,0.104622,-0.120244,-0.364237,-0.342149,0.308951,0.170354,-0.023275,-0.2302,0.185676,0.189769,-0.075989,0.085234,0.180726,-0.170759,-0.124226,-0.225662,-0.487092,0.112702,-0.227366,0.143198,-0.051204,-0.117897,0.052478,0.048523,-0.308452,0.111894,0.482186,0.045503,-0.091145,-0.074039,0.12401,-0.059735,0.131822,-0.066784,0.189691,-0.372225,0.073374,-0.415277,0.397729,-0.10355,0.009389,0.18352,-0.043586,0.223439,0
-0.307994,0.033329,-0.04744,-0.050769,-0.126159,0.044484,0.523958,-0.214103,0.120989,0.172912,-0.121343,-0.095784,0.014707,0.084719,-0.087253,-0.230255,-0.21233,0.202756,0.125974,-0.005828,-0.133878,0.120625,0.140602,-0.046799,0.060685,0.114118,-0.113484,-0.065074,-0.145923,-0.317222,0.07696,-0.152251,0.110171,-0.001959,-0.067923,0.040898,0.0195,-0.185449,0.053593,0.309044,0.014868,-0.06967,-0.041782,0.080969,-0.045278,0.093882,-0.044358,0.130436,-0.240372,0.033569,-0.267734,0.256074,-0.06068,-0.003507,0.133775,-0.052511,0.139776,0
-1.746366,0.254717,-0.302223,-0.298999,-0.718574,0.192312,2.867723,-1.099641,0.742279,0.937609,-0.639001,-0.462735,0.123524,0.368819,-0.421584,-1.234181,-1.263244,1.084862,0.618907,-0.06862,-0.836664,0.667021,0.688042,-0.297348,0.260406,0.591359,-0.600902,-0.442359,-0.828288,-1.720108,0.396874,-0.818162,0.518327,-0.188356,-0.475249,0.188983,0.138553,-1.100025,0.373141,1.715507,0.127902,-0.341455,-0.267703,0.41635,-0.223434,0.469188,-0.239606,0.690289,-1.325583,0.211692,-1.453808,1.373589,-0.338497,0.009185,0.641794,-0.211198,0.798645,0
-1.373948,0.206932,-0.209952,-0.231341,-0.549457,0.181563,2.278769,-0.869661,0.569664,0.755332,-0.512524,-0.366507,0.103164,0.293115,-0.33873,-1.009033,-0.972249,0.872412,0.469205,-0.06066,-0.650607,0.514496,0.55082,-0.219399,0.226445,0.494788,-0.466503,-0.326276,-0.652935,-1.379704,0.301426,-0.654517,0.42029,-0.144961,-0.359558,0.132302,0.114431,-0.848939,0.303452,1.359855,0.129033,-0.264981,-0.212057,0.358543,-0.179371,0.360916,-0.181273,0.545977,-1.035408,0.175875,-1.15585,1.095472,-0.283396,0.024448,0.520329,-0.168094,0.629113,0
-7.292443,1.083614,-1.133817,-1.228936,-2.867842,0.96203,11.964429,-4.603557,3.003285,3.944113,-2.696903,-1.945339,0.510216,1.549765,-1.754222,-5.283298,-5.167278,4.589365,2.488559,-0.343878,-3.467367,2.691851,2.929172,-1.202532,1.172577,2.609914,-2.446763,-1.728714,-3.432113,-7.307278,1.535011,-3.514003,2.24272,-0.73549,-1.898222,0.69233,0.634469,-4.499231,1.574715,7.198311,0.650308,-1.415008,-1.117201,1.863753,-0.901267,1.885047,-0.976877,2.881064,-5.481557,0.916611,-6.111716,5.755713,-1.510647,0.1031,2.740778,-0.907713,3.373017,0
-1.097754,0.167512,-0.179589,-0.193814,-0.424449,0.140065,1.799447,-0.685833,0.450267,0.594676,-0.409961,-0.294783,0.074199,0.238625,-0.263978,-0.796691,-0.769496,0.699424,0.384003,-0.052276,-0.514967,0.400815,0.440294,-0.181315,0.169748,0.391908,-0.368217,-0.268571,-0.51724,-1.103248,0.228196,-0.530971,0.336552,-0.117972,-0.280335,0.101672,0.095391,-0.678554,0.245902,1.083573,0.099406,-0.217223,-0.17677,0.27631,-0.136806,0.281478,-0.147721,0.43708,-0.830242,0.147291,-0.9157,0.87406,-0.222818,0.017806,0.407615,-0.132083,0.507792,0
-0.817439,0.13803,-0.150563,-0.138299,-0.333369,0.111741,1.401582,-0.508805,0.377602,0.481404,-0.307102,-0.22335,0.035598,0.134368,-0.186318,-0.583817,-0.589767,0.525747,0.314817,-0.057086,-0.392463,0.320096,0.35074,-0.157736,0.135374,0.30828,-0.301085,-0.206719,-0.384914,-0.836201,0.174109,-0.388544,0.277153,-0.086921,-0.236576,0.094006,0.049844,-0.488715,0.186078,0.837495,0.043173,-0.174536,-0.130749,0.219526,-0.091363,0.237764,-0.101816,0.356387,-0.615294,0.118949,-0.715747,0.661849,-0.183507,-0.009785,0.286187,-0.113345,0.382755,0
-0.06376,0.023233,0.011037,0.008401,0.004836,0.032656,0.113777,-0.053513,0.030509,0.037883,-0.025801,0.003808,0.013274,0.003334,-0.027497,-0.059844,-0.109954,0.035665,0.014949,-0.014784,-0.025176,0.072487,0.034688,-0.053835,0.020087,0.019921,-0.038691,-0.026804,-0.021508,-0.026643,0.064647,-0.042172,0.003695,0.013044,-0.007236,0.025661,0.022131,-0.084727,-0.007208,0.083901,-0.03927,-0.016782,-0.012047,0.057283,0.005054,0.008614,-0.035627,0.029009,-0.017877,0.032857,-0.060252,0.062853,0.002988,0.023392,0.047967,0.033777,-0.003923,0
-0.590212,0.063156,-0.116938,-0.091727,-0.25951,0.047439,0.962716,-0.366014,0.263596,0.348555,-0.213468,-0.141794,0.071113,0.137025,-0.105738,-0.447303,-0.404179,0.353967,0.204845,0.011394,-0.270689,0.247433,0.18599,-0.087313,0.084383,0.21179,-0.202112,-0.157772,-0.322218,-0.562933,0.160744,-0.257846,0.175289,-0.056241,-0.134651,0.068299,0.033539,-0.359486,0.115927,0.576478,0.061671,-0.10195,-0.056066,0.116199,-0.087566,0.183976,-0.076974,0.199098,-0.463751,0.094828,-0.517083,0.488066,-0.140381,0.017484,0.197127,-0.055085,0.255478,0
-0.955306,0.162017,-0.149444,-0.170942,-0.369054,0.132571,1.571629,-0.617461,0.383474,0.524694,-0.360762,-0.270327,0.061843,0.204913,-0.256898,-0.681504,-0.700378,0.610355,0.330437,-0.024846,-0.46559,0.365023,0.389906,-0.146748,0.161202,0.344243,-0.335771,-0.215336,-0.472778,-0.975442,0.207172,-0.437852,0.286346,-0.090837,-0.242039,0.092257,0.093864,-0.572669,0.229887,0.951364,0.085839,-0.196733,-0.150298,0.238449,-0.141195,0.24246,-0.121127,0.394105,-0.721961,0.111415,-0.79588,0.744923,-0.191379,0.016919,0.364365,-0.145778,0.439437,0
-0.464503,0.083429,-0.123988,-0.089649,-0.174935,0.074037,0.716984,-0.305572,0.252589,0.264096,-0.165322,-0.125159,0.03701,0.081234,-0.080187,-0.304812,-0.333012,0.307026,0.22697,-0.052297,-0.185264,0.125722,0.206711,-0.079469,0.017886,0.133007,-0.179182,-0.128157,-0.252914,-0.464374,0.061892,-0.216078,0.111603,-0.061513,-0.11862,0.093679,0.028475,-0.307531,0.016717,0.451217,0.060657,-0.130626,-0.080666,0.117749,-0.101443,0.096077,-0.06057,0.219543,-0.350573,0.063152,-0.393384,0.376752,-0.100318,-0.04122,0.166104,-0.040736,0.184421,0
-0.303898,0.029802,-0.0497,-0.037855,-0.131083,0.007548,0.508484,-0.19914,0.141295,0.150164,-0.108981,-0.105522,0.024814,0.064771,-0.08988,-0.22312,-0.221432,0.185595,0.088974,-0.027522,-0.110977,0.095997,0.141436,-0.078579,0.011125,0.120613,-0.112977,-0.066497,-0.091296,-0.284419,0.082355,-0.181279,0.089712,-0.025477,-0.097935,0.036992,0.023579,-0.201666,0.094464,0.328926,0.04194,-0.085357,-0.062022,0.070941,-0.035347,0.088275,-0.030166,0.095713,-0.225257,0.026802,-0.265797,0.234192,-0.060645,-0.011834,0.126439,-0.004804,0.139549,0
-2.798529,0.412297,-0.437106,-0.471598,-1.10089,0.369803,4.604872,-1.767281,1.155518,1.520043,-1.043201,-0.749005,0.197956,0.599701,-0.679074,-2.03542,-1.983629,1.770268,0.95694,-0.132946,-1.329581,1.029432,1.12272,-0.462247,0.44813,1.001293,-0.942976,-0.664268,-1.320065,-2.809775,0.592976,-1.345262,0.860781,-0.287076,-0.730594,0.267574,0.238324,-1.726226,0.610385,2.766326,0.251171,-0.544364,-0.432036,0.720715,-0.350513,0.724661,-0.376999,1.109795,-2.110219,0.353567,-2.338218,2.21519,-0.577526,0.040131,1.045071,-0.34457,1.289219,0
-0.047723,0.006069,-0.001302,-0.002566,-0.012091,0.011388,0.075718,-0.026146,0.016026,0.028204,-0.019265,-0.011735,0.000363,0.007492,-0.014746,-0.040324,-0.048053,0.0282,0.010953,-0.018917,-0.016923,0.022356,0.016431,-0.010164,0.008208,0.018159,-0.022175,-0.01632,-0.012147,-0.031044,0.023532,-0.020341,0.004772,-0.001403,0.002446,0.003763,0.010572,-0.032957,0.010459,0.048423,0.003685,-0.012087,-0.015395,0.021846,-0.001428,0.013633,-0.010186,0.022935,-0.026264,0.019607,-0.036798,0.04,-0.013807,0.006713,0.017412,0.005949,0.011782,0
-21.466296,3.160443,-3.342612,-3.603973,-8.446916,2.845976,35.274306,-13.571378,8.853575,11.655617,-7.972103,-5.757591,1.497232,4.575539,-5.17413,-15.571253,-15.257087,13.49857,7.321588,-1.026944,-10.217661,7.929732,8.61449,-3.571031,3.438017,7.655572,-7.21084,-5.086836,-10.115581,-21.509956,4.559566,-10.322937,6.58011,-2.15197,-5.591491,2.055343,1.828034,-13.245554,4.618265,21.219281,1.907751,-4.16793,-3.258275,5.511566,-2.632196,5.557207,-2.877962,8.476807,-16.167912,2.684815,-17.974776,16.959133,-4.452896,0.281323,8.024137,-2.667238,9.914946,0
-1.969069,0.294536,-0.313978,-0.341311,-0.76925,0.252303,3.242613,-1.240081,0.815673,1.068382,-0.732479,-0.53048,0.135905,0.428802,-0.476136,-1.430893,-1.392991,1.253481,0.683649,-0.090186,-0.93001,0.725968,0.795426,-0.330862,0.310793,0.708438,-0.667896,-0.474457,-0.928944,-1.985684,0.411043,-0.955416,0.605837,-0.201489,-0.513499,0.18962,0.172781,-1.221868,0.437766,1.945786,0.179827,-0.387343,-0.30812,0.501501,-0.248144,0.509258,-0.26293,0.781071,-1.488373,0.249304,-1.651772,1.563796,-0.40607,0.025543,0.742509,-0.237522,0.913777,0
-1.381632,0.221692,-0.247795,-0.260516,-0.550127,0.20482,2.279461,-0.863829,0.596954,0.779933,-0.505041,-0.35253,0.076209,0.260178,-0.332374,-0.994513,-0.963031,0.865413,0.488346,-0.065461,-0.659556,0.516198,0.559382,-0.229511,0.223633,0.4954,-0.48271,-0.31343,-0.647758,-1.389892,0.27491,-0.661491,0.408771,-0.147338,-0.373332,0.159798,0.113227,-0.839008,0.291067,1.369089,0.128276,-0.271107,-0.201944,0.383258,-0.185769,0.351459,-0.181895,0.5583,-1.042884,0.150711,-1.172719,1.094166,-0.268652,-0.018182,0.55442,-0.176359,0.624906,0
-0.05086,0.004445,-0.010887,-0.010504,-0.015851,0.00913,0.081684,-0.025742,0.009759,0.022451,-0.023898,-0.019697,0.000434,0.011351,-0.00859,-0.037744,-0.025766,0.030706,0.018776,-0.005907,-0.017571,0.011709,0.02005,-0.002662,0.0085,0.019807,-0.01434,-0.013475,-0.018734,-0.042985,0.011433,-0.021902,0.015944,-0.008838,-0.004971,-0.000483,0.003622,-0.023918,0.015894,0.050109,0.007856,-0.01203,-0.014305,0.009096,-0.007411,0.013116,-0.001986,0.01517,-0.037442,0.010453,-0.034682,0.041393,-0.010374,0.004921,0.008814,-0.006736,0.023838,0
-0.473054,0.036713,-0.040308,-0.057493,-0.197923,0.047902,0.765759,-0.323532,0.192553,0.264485,-0.141193,-0.123645,0.016479,0.107519,-0.11919,-0.320033,-0.330757,0.318176,0.179974,-0.036938,-0.242123,0.204076,0.188906,-0.074258,0.065027,0.160703,-0.156295,-0.126965,-0.215794,-0.465061,0.112795,-0.22688,0.108384,-0.084469,-0.082668,0.046972,0.034144,-0.305468,0.098201,0.495563,0.04032,-0.07671,-0.051667,0.134326,-0.066393,0.125962,-0.085212,0.181752,-0.322898,0.04789,-0.366745,0.357598,-0.080504,-0.00039,0.17864,-0.043293,0.269911,0
-3.882787,0.535049,-0.620947,-0.666096,-1.534567,0.506432,6.388324,-2.410401,1.603581,2.132831,-1.456264,-1.021016,0.237102,0.810421,-0.941994,-2.830529,-2.759587,2.42341,1.351773,-0.182787,-1.876802,1.433313,1.568732,-0.673873,0.600501,1.363898,-1.303238,-0.929757,-1.834032,-3.89588,0.826423,-1.869138,1.198963,-0.409917,-1.015824,0.368487,0.333676,-2.401676,0.825307,3.853653,0.348069,-0.794377,-0.579636,1.02093,-0.460997,1.007266,-0.52723,1.555236,-2.941922,0.504196,-3.26219,3.06916,-0.795001,0.030883,1.467309,-0.505907,1.785081,0
-7.8774,1.153335,-1.20916,-1.333243,-3.106724,1.042594,12.925021,-4.983316,3.26412,4.257559,-2.906654,-2.119622,0.549078,1.664734,-1.895589,-5.703086,-5.584405,4.952997,2.668384,-0.357388,-3.736881,2.904179,3.145382,-1.318669,1.262552,2.811504,-2.645961,-1.85473,-3.713561,-7.909348,1.667982,-3.774913,2.42035,-0.802795,-2.055775,0.75557,0.679372,-4.866695,1.685784,7.77924,0.693026,-1.514431,-1.184402,2.018679,-0.951285,2.041044,-1.046851,3.113024,-5.940217,0.987492,-6.571997,6.21123,-1.640491,0.098948,2.944766,-0.975387,3.621795,0
-1.176036,0.158256,-0.162566,-0.164349,-0.484093,0.159654,1.888105,-0.74102,0.498557,0.651514,-0.43543,-0.303257,0.093378,0.255629,-0.272702,-0.861182,-0.824302,0.721449,0.373137,-0.038079,-0.574578,0.43093,0.471156,-0.17319,0.183528,0.402131,-0.39303,-0.256344,-0.522533,-1.173358,0.225838,-0.541437,0.374772,-0.108528,-0.330236,0.105445,0.098149,-0.74288,0.240745,1.155981,0.084761,-0.231019,-0.176868,0.290503,-0.168713,0.293951,-0.167058,0.482361,-0.87895,0.141723,-0.963856,0.914387,-0.243416,0.022728,0.422896,-0.138496,0.527068,0
-1.493293,0.209015,-0.241522,-0.258417,-0.604741,0.194939,2.481626,-0.944949,0.625683,0.824815,-0.54748,-0.39683,0.105444,0.31683,-0.365619,-1.073148,-1.078942,0.947519,0.527435,-0.075825,-0.72322,0.55577,0.618366,-0.262411,0.242012,0.527994,-0.5092,-0.368054,-0.696337,-1.503116,0.326531,-0.710022,0.478747,-0.150876,-0.401333,0.135719,0.131452,-0.912423,0.337042,1.475784,0.111639,-0.289815,-0.245776,0.396768,-0.164336,0.410985,-0.194254,0.612559,-1.12327,0.201782,-1.274453,1.201689,-0.316798,0.010786,0.546224,-0.191383,0.693689,0
-1.808463,0.272297,-0.288598,-0.315611,-0.704556,0.233675,2.977949,-1.137527,0.748244,0.982402,-0.67305,-0.485585,0.124202,0.394836,-0.436481,-1.314515,-1.278719,1.153495,0.6304,-0.082154,-0.856053,0.668225,0.729418,-0.302139,0.287974,0.650457,-0.613611,-0.437386,-0.857067,-1.826267,0.375834,-0.875476,0.556472,-0.18578,-0.469717,0.17374,0.159744,-1.122032,0.40136,1.784833,0.164634,-0.354198,-0.283406,0.461155,-0.228591,0.466839,-0.242452,0.719772,-1.367581,0.23091,-1.516576,1.437684,-0.373283,0.025038,0.681888,-0.21926,0.839311,0
-2.346299,0.346058,-0.367625,-0.398049,-0.920951,0.312976,3.860267,-1.478671,0.95606,1.267223,-0.877266,-0.634956,0.163887,0.502724,-0.562157,-1.702379,-1.657596,1.475349,0.805305,-0.111741,-1.110615,0.864237,0.940115,-0.388426,0.379885,0.836716,-0.786335,-0.561678,-1.10311,-2.345547,0.498138,-1.12612,0.721483,-0.239366,-0.605203,0.222191,0.199394,-1.445399,0.509814,2.318902,0.210713,-0.457314,-0.357692,0.597884,-0.290993,0.609341,-0.309354,0.920928,-1.766873,0.295218,-1.960284,1.855646,-0.486436,0.033892,0.869248,-0.290051,1.083384,0
-0.415186,0.065796,-0.062559,-0.091941,-0.168574,0.064535,0.694213,-0.26006,0.146326,0.217008,-0.156548,-0.12265,0.040268,0.110553,-0.104297,-0.300162,-0.308085,0.253194,0.146257,-0.026465,-0.191925,0.147693,0.166995,-0.074574,0.074844,0.135822,-0.138955,-0.1114,-0.190834,-0.415185,0.080333,-0.200488,0.144008,-0.058042,-0.110695,0.038008,0.050229,-0.254528,0.083622,0.419046,0.031013,-0.071932,-0.057406,0.106231,-0.05606,0.119019,-0.061267,0.155739,-0.307263,0.038645,-0.35643,0.331189,-0.085859,-0.006098,0.141435,-0.048244,0.190646,0
-0.364428,0.048731,-0.064627,-0.074831,-0.145855,0.061722,0.607112,-0.244709,0.125892,0.204092,-0.125886,-0.095042,0.035412,0.094591,-0.086316,-0.268765,-0.269463,0.22965,0.129555,-0.010716,-0.172925,0.124933,0.163422,-0.068884,0.064432,0.127297,-0.12156,-0.08499,-0.171682,-0.369379,0.077938,-0.175685,0.125767,-0.051344,-0.097124,0.024528,0.042333,-0.218324,0.079293,0.370971,0.027941,-0.066592,-0.06247,0.097978,-0.03933,0.096806,-0.044613,0.132327,-0.274018,0.036898,-0.311364,0.308265,-0.077004,0.005083,0.125091,-0.038266,0.170906,0
-0.761393,0.116515,-0.160063,-0.161378,-0.291753,0.1294,1.230633,-0.460686,0.337512,0.431796,-0.264308,-0.18022,0.034892,0.133503,-0.18085,-0.546878,-0.512063,0.467734,0.277922,-0.041002,-0.37204,0.268442,0.305084,-0.123354,0.122019,0.273341,-0.27004,-0.156948,-0.355059,-0.763141,0.123843,-0.356147,0.204575,-0.084649,-0.194964,0.10669,0.073933,-0.466644,0.141627,0.751987,0.095281,-0.156202,-0.090625,0.225941,-0.12287,0.178859,-0.09395,0.306411,-0.568761,0.070175,-0.649836,0.595802,-0.129293,-0.036551,0.337824,-0.078354,0.324304,0
-0.10037,0.011768,-0.018632,-0.018747,-0.035287,0.015778,0.162893,-0.056906,0.030136,0.049144,-0.042269,-0.032873,0.003953,0.02187,-0.02048,-0.073625,-0.060904,0.061801,0.035623,-0.008262,-0.04104,0.030037,0.039941,-0.010947,0.01631,0.037332,-0.0309,-0.025068,-0.042026,-0.092527,0.021918,-0.04553,0.031045,-0.013804,-0.017775,0.004195,0.007731,-0.054393,0.026598,0.098893,0.012241,-0.021696,-0.021766,0.021712,-0.013362,0.025949,-0.008749,0.034717,-0.074581,0.016569,-0.076058,0.080473,-0.020708,0.005537,0.02736,-0.012812,0.046729,0
-2.618933,0.398872,-0.383275,-0.4624,-1.01756,0.353645,4.276438,-1.658932,1.086252,1.438441,-0.994243,-0.694918,0.194559,0.558566,-0.629672,-1.897801,-1.852995,1.61834,0.862383,-0.110036,-1.220048,0.977811,1.042961,-0.425281,0.421871,0.918418,-0.846686,-0.624713,-1.239118,-2.598364,0.570838,-1.251798,0.786407,-0.283847,-0.692394,0.251015,0.209945,-1.582314,0.58441,2.582491,0.233828,-0.484784,-0.414288,0.692206,-0.344675,0.670141,-0.3462,1.029597,-1.964123,0.292091,-2.170497,2.06029,-0.551177,0.013827,1.008623,-0.359262,1.199065,0
-0.021307,0.00331,0.007781,0.005919,-0.000314,0.009341,0.031862,-0.010736,0.009262,0.017932,-0.007562,-0.000766,-0.001396,0.000125,-0.012154,-0.023809,-0.042658,0.011304,-0.001747,-0.024846,-0.00481,0.019041,0.004548,-0.010142,0.004098,0.008454,-0.018157,-0.01201,0.003093,0.000228,0.024891,-0.007609,-0.008903,0.005124,0.012924,0.003718,0.012266,-0.022641,0.002162,0.02308,-0.000783,-0.007322,-0.012249,0.022459,0.004863,0.007508,-0.011349,0.017413,-0.00155,0.021514,-0.017274,0.019719,-0.010556,0.007369,0.012867,0.015941,-0.006212,0
-0.364037,0.066882,-0.05047,-0.071082,-0.129993,0.032421,0.572582,-0.217528,0.140788,0.193718,-0.113719,-0.079216,0.020618,0.086415,-0.095322,-0.271335,-0.26096,0.237013,0.124298,-0.031055,-0.165907,0.138232,0.150599,-0.070376,0.065864,0.148516,-0.115991,-0.08563,-0.1542,-0.351355,0.07663,-0.169792,0.106089,-0.018291,-0.076857,0.042761,0.028035,-0.221733,0.073019,0.34696,0.026556,-0.064558,-0.051976,0.098456,-0.047151,0.102844,-0.052893,0.152421,-0.273542,0.047937,-0.299444,0.279565,-0.071996,0.011068,0.151817,-0.034443,0.159624,0
-3.912723,0.579315,-0.608338,-0.663788,-1.54421,0.51429,6.424554,-2.468166,1.611703,2.13068,-1.44761,-1.042533,0.271212,0.824818,-0.941504,-2.842838,-2.770309,2.468684,1.336011,-0.184275,-1.861304,1.444981,1.571207,-0.649408,0.63464,1.390338,-1.308068,-0.924967,-1.845903,-3.932015,0.810672,-1.88837,1.212739,-0.390364,-1.022645,0.365619,0.343316,-2.422012,0.854057,3.861914,0.348785,-0.763539,-0.602719,0.997961,-0.49525,1.010337,-0.528308,1.551885,-2.942029,0.490591,-3.286505,3.084521,-0.803799,0.062344,1.480023,-0.476753,1.818252,0
-0.425389,0.005344,-0.076094,-0.103726,-0.168002,0.037578,0.724932,-0.216801,0.161722,0.267859,-0.186274,-0.075743,0.003284,0.073328,-0.103895,-0.338752,-0.299397,0.248568,0.184616,-0.003137,-0.259588,0.138632,0.191134,-0.130696,0.027078,0.100895,-0.135301,-0.113729,-0.226189,-0.477634,0.099539,-0.233678,0.144144,-0.073109,-0.112047,0.035679,0.042641,-0.309495,0.058661,0.458496,0.036072,-0.153428,-0.040914,0.155032,-0.038047,0.088221,-0.098033,0.175568,-0.35245,0.081479,-0.378566,0.335648,-0.058204,-0.008541,0.197479,-0.080049,0.180068,0
-2.084292,0.308556,-0.321527,-0.348177,-0.82115,0.286457,3.39718,-1.3042,0.8566,1.135122,-0.772235,-0.559856,0.136884,0.429664,-0.486516,-1.498233,-1.472005,1.297152,0.707602,-0.097367,-0.990774,0.767529,0.835453,-0.350815,0.330654,0.735417,-0.693279,-0.488263,-0.960669,-2.075297,0.434857,-0.991698,0.648099,-0.208218,-0.545105,0.188756,0.177866,-1.291029,0.449828,2.041705,0.170129,-0.409397,-0.315909,0.524317,-0.270906,0.546002,-0.266358,0.824746,-1.563269,0.265426,-1.735945,1.640863,-0.429687,0.035429,0.771136,-0.250949,0.967472,0
-0.948145,0.139208,-0.137986,-0.148503,-0.383396,0.132547,1.547805,-0.596237,0.387017,0.527717,-0.361569,-0.253026,0.062282,0.192937,-0.219836,-0.696574,-0.69076,0.593101,0.319297,-0.051011,-0.449563,0.354,0.380673,-0.158891,0.152999,0.335057,-0.327684,-0.224812,-0.430985,-0.94722,0.200717,-0.461006,0.287565,-0.091351,-0.246519,0.087799,0.08392,-0.592687,0.196702,0.928208,0.07179,-0.189268,-0.149685,0.244734,-0.13128,0.239986,-0.133732,0.377711,-0.709994,0.116525,-0.794285,0.742525,-0.217003,0.022541,0.349264,-0.102843,0.444376,0
-0.870642,0.112662,-0.117073,-0.141922,-0.342207,0.115781,1.441318,-0.55249,0.355668,0.460196,-0.343712,-0.237957,0.064752,0.191363,-0.188278,-0.630525,-0.635315,0.559469,0.307296,-0.045803,-0.410516,0.31664,0.365502,-0.156599,0.146088,0.319344,-0.313736,-0.219285,-0.42168,-0.887582,0.179003,-0.41371,0.266554,-0.081816,-0.233165,0.099047,0.085909,-0.546514,0.176986,0.840454,0.090148,-0.17292,-0.139648,0.230846,-0.119953,0.222418,-0.116706,0.329262,-0.661946,0.086057,-0.730718,0.687558,-0.213175,0.003136,0.316363,-0.106395,0.417201,0
