@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S57

@attribute word_freq_make numeric
@attribute word_freq_3d numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_labs numeric
@attribute word_freq_857 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute char_freq_! numeric
@attribute char_freq_# numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,3.3,0,0,0,0,68,0
0.18,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,80,0
0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.57,2.31,0,0,0.089,0,97,0
0.37,0,0,0,0,0,0,0,0.12,1.51,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,104,0
0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.1,0,0,0.1,0,0,0.1,0,0,0,0.012,913,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0,30,0
0.51,0,0,0,0,0,0,0,0,2.3,0,1.53,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,67,0
0,0,0,0,0,0,0,0,0,0.67,0,1.35,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.087,110,0
0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,2.27,2.27,2.27,0,0,2.27,0,0,0,0,0,0,0,60,0
0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0.74,0,0,0.74,0,0,0,0,0,0,0,0,0,114,0
0.12,0,0,1.12,0,0,0,0,0,0.49,0,0.24,0,0,0.62,0.74,0,0,0.12,0,0,0,0,0,0,0,0,0,535,0
0.08,0,0,0.82,0,0,0,0.08,0,0.32,0,0.16,0,0,0.49,0.57,0,0,0.16,0,0,0,0,0,0,0,0,0,628,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,23,0
0.12,0,0,0.56,0,0,0,0.06,0.06,0.25,0,0.18,0,0,0.63,0.69,0,0,0.63,0,0.06,0,0,0.06,0,0,0,0,815,0
0,0,0.99,0,2.48,0,0,0,0,0,0,0,0,0,3.48,2.48,0,0,1.99,0,0,0,0,0,0,0,0,0,331,0
0,0,0.99,0,2.48,0,0,0,0,0,0,0,0,0,3.48,2.48,0,0,1.99,0,0,0,0,0,0,0,0,0,331,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.31,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0.31,0,0,0.31,0,0,0.31,0,0,0,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,0,0,0,0,0,36,0
0.4,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0.69,0,0,0,0.69,0,0,1.38,0,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378,0,126,0
0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,17,0
0,0,0,0,0,0,0,0,0,1.47,0,0.73,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,3.05,0,0,0,0.08,0,0,0,0,0,0,0,0,0,540,0
0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0.371,0,27,0
0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,1.75,0.87,0.87,0.87,0,0,0.87,0,0,0,1.75,0,0.107,0,81,0
0.03,0,0.03,0.03,0.11,0.05,0.01,0.03,0.03,0.13,0,0.15,0.07,0,0,0,0,0,0.91,0,0.05,0.19,0.01,0.03,0.09,0,0.002,0,3168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086,0,3,0
0,0,0,0,0,0,0,0,0,1.13,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,40,0
0,0,0,1.61,0,0,0,0,0,4.83,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,5.26,0,1.31,0,0,1.31,0,1.31,0,0,0,0,0,1.31,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,139,0
0,0,0,0,0,0,0,0,0,1.32,0,0.44,0,0,1.76,1.32,0.44,0.44,0.88,0.88,0.44,0,2.64,0,0,0,0,0,133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0.955,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.94,0,0,0,1.42,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0.558,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,1.8,0,0.9,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,2.77,2.77,0,0,0,0,0,0,0,0,0,0,0.355,0,64,0
0,0,0,0,0.48,0,0,0,0,1.93,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0.44,0,0.11,0,0,0.11,0.11,0,0,0,0.11,0,0,0,0,0,0,0,0,395,0
0,0,0,0.27,0,0,0,0,0,0.27,0,1.62,0,0,0.27,0.54,0,0,0,0,0.27,0,0,0,0,0,0,0,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0.74,0.74,0,1.48,1.48,0,0,0,0,0,0,0,0,148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0.18,0,0,0,0,0,0,0.18,0,0,212,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0.689,0,13,0
0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,1.55,0,0.77,0,0.77,0,0,0,0,0,0,0,0,0,0,0.77,0,0.196,0,79,0
0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,26,0
0.29,0,0.29,3.23,0.88,0,0,0,0.88,1.76,0.29,2.64,0,0,0.29,0.29,0,0,0.29,0,0,0,0,0,0,0,0.113,0.113,208,0
0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0.61,0,0.61,0,0,0,0.61,0,0,0,0,0,67,0
0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0.26,0,0,0,0.53,0,0,0,1.06,0.26,2.4,0,0,0,307,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0
1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,2.19,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0.97,0,0,0.48,0,0,0,0,0,0,0,0.078,0,171,0
0,0,0.08,0.08,0,0,0,0,0,0,0,0,0.08,0,3.54,0,0,0,0.17,0,0,0,0.08,0.17,0,0,0,0,566,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,63,0
0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0.473,0,27,0
0,0,0,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,1.01,2.02,0,0,0,0,1.01,0,0.376,0,67,0
0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,25,0
0,0,0,0,1.63,0,0,0,0,2.18,0,1.09,0,0,1.09,0.54,0,0,0,0,0,0,0,0,0,0,0,0,65,0
0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,29,0
0,0,0.56,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0.56,0,0.181,0,153,0
0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0.366,0,28,0
0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,36,0
0.39,0,0,0,0,0,0,0,0,0.39,0,0.39,0,0,3.14,0.39,0.39,0.39,0.78,0.78,0.39,0,1.96,0,0,0,0.129,0,249,0
0.05,0,0,0,0.1,0,0.05,0.21,0,1.62,0.05,1.08,0.21,0.05,2.05,0.48,0.16,0,0.27,0.16,0,0,0,0,0,0,0.062,0,1026,0
0.06,0,0,0,0.12,0,0.06,0.19,0,1.74,0.06,1.23,0.25,0.06,2.26,0.38,0.19,0,0.32,0.19,0,0,0,0,0,0,0.064,0,897,0
0,0,0,0,0,0,0,0,0,0.97,0,0.97,0,0,1.94,0.97,0,0,0,0,0,0,0,0,0,0,0,0,89,0
0,0,0,0,0.17,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,3.7,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0.74,0.74,0,1.49,1.49,0,0,0,0,0,0,0,0,140,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0.96,0.96,0,0,0,3.84,0,0,0,0.161,90,0
0,0,0,0,0.45,0,0,0,0,0.45,0,1.35,0,0,1.35,1.35,0.45,0.45,0.45,0.45,0.45,0,0.45,0,0,0,0,0.071,161,0
0,0,0,0,0,0,0,0.36,0,1.28,0,0.36,0,0,0.36,1.28,0,0,0.36,0,0,0,0,0,0,0,0.055,0,270,0
1.03,0,0,0,0,0,0,0,0,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0.37,0,41,0
0.72,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,4.13,2.47,0.82,0.82,0,0,0.82,0,0,0,0,0,0.24,0,126,0
0,0,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0.34,0.69,0,0,1.04,0,0,0,0,0,0,0,0,0,188,0
0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0.24,0,68,0
0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,1.78,1.78,0,0,0,0,0,0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0
0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,5.34,1.52,2.29,0.76,0,0.76,0.76,0,0,0,0,0,0,0,140,0
0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0.97,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,59,0
0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.46,0,0,0,0.92,0.92,0,0,0,0,0,0,0.163,0.081,150,0
0,0,0,0,0,0,0,0,0,1.63,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,14,0
0,0,0,0,0,0.14,0,0,0,0.14,0,0,0.07,0,3.03,0,0,0,0.21,0,0,0,0,0,0,0,0,0,855,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,3.96,0,0,0,0,0,0,0,0,0,0,0,0,125,0
0,0,0,0,0,0,0,0,0,1.49,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0.53,0,0,0,0,0,0,0,0,0.26,0,0.26,0,0,1.61,0.8,0.53,0.53,0.8,0.8,0.53,0,0,0,0,0,0.091,0,227,0
0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0
0.58,0,0,0,0,0,0,0,0,0.58,0,0,0,0,1.76,1.17,0.58,0.58,0.58,0.58,0.58,0,0,0,0,0,0.103,0,94,0
0.31,0,0,0,0,0,0,0,0,2.83,0,0.31,0,0,1.88,0,0,0,0,0,0,0.31,0,0,0,0,0.096,0,180,0
0.12,0,0,1.08,0,0,0,0,0,0.48,0,0.24,0,0,0.6,0.72,0,0,0.12,0,0,0,0,0,0,0,0,0,645,0
0.05,0,0.05,0.49,0,0,0,0,0,0.21,0,0.1,0,0,0.49,0.54,0,0,0.21,0,0,0,0,0,0,0,0,0,1386,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.216,39,0
0.75,0,0,0,0,0,0,0,0,1.12,0,1.87,0,0,0.75,0.37,0.37,0.37,0.75,0.37,0.37,0,0,0,0,0,0.061,0,118,0
0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,2.2,2.2,0.73,0.73,0.73,0.73,0.73,0,0.73,0,0,0,0,0.111,127,0
0.68,0,0,0,0,0,0,0,0,1.37,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,1.12,0,0,0,0,1.12,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.203,40,0
0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0.57,0,0,0.57,0,2.87,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,129,0
0.24,0,0,0,0.24,0,0,0,0,1.23,0,0.24,0,0,0.24,0.24,0.24,0,0,0,0,0,0,0,0,0.74,0,0,336,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0.564,0,20,0
0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.097,0,69,0
0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,79,0
0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0,29,0
0,0,0,0,0,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,37,0
0,0,0,0,0,0,0,0,0,2.38,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,1.28,0,1.28,0,0,0,1.28,0,0,0,0,2.56,1.28,1.28,1.28,0,0,1.28,0,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,0,0.84,0,0,2.54,0,0,1.69,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,64,0
0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0.48,0,0,0,0,0,0,0,0,4.39,0,0,0,0,0.48,0,0,0,0,0,0,0,0.97,0,0,0,0,0,37,0
0.12,0,0.38,1.28,0,0,0,0,0,0.51,0,0.25,0,0,0.64,0.76,0,0,0,0,0,0,0,0,0,0,0,0,491,0
0.08,0,0,0.76,0,0,0,0,0,0.33,0,0.16,0,0,0.5,0.59,0,0,0.08,0,0,0,0.08,0,0,0,0,0,807,0
0,0,0,0,0,0,0,0,0,3.57,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0.24,0,0,0,0,0,0,0,0,0.86,0,0.24,0,0,1.24,0.62,0.24,0.24,0.24,0.24,0.24,0,0.12,0.86,0,0,0,0,227,0
0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,3.75,3,0.75,0.75,0.75,0.75,0.75,0,0.75,0,0,0,0,0,77,0
0.1,0,0.21,0.31,0.1,0,0,0.1,0,0,0,0,0.21,0,3.5,0.1,0.1,0,0.21,0,0.1,0,0,0.21,0,0,0,0,571,0
0,0,0,0,0,0,0,0,0,0.61,0,1.22,0,0,1.22,0.61,0.61,0.61,1.84,0.61,0.61,0,0,0,0,0,0,0.094,169,0
0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,30,0
0,0,0,0,0,0,0,0,0,1.33,0,1.33,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.211,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.48,0,0,0,0,0,0,0,0,248,0
0.51,0,0,0,0,0,0,0,0,0.51,0,0,0,0,3.6,2.06,0.51,0,0,0,0,0,0,0,0,0,0,0,74,0
0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,1.78,1.78,0,0,0,0,0,0,0,0,0,0,0,0.268,94,0
0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0.78,0.78,0,0,0,0,0,0,0,0.78,0,0,0,0.112,133,0
0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,1.29,6.49,1.29,0,0,0,0,0,0,0,0,0,0.19,0,26,0
0,0,0,0,0,0,0,0,0,1.75,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.286,42,0
0,0,0,0,0,0,0,0,0,1.36,0,2.73,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0.232,57,0
0,0,0,0,0,0,0,2.63,0.87,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,203,0
0,0,0,0,0,0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,378,0
0.3,0,0,0,0,0,0,0,0,0.75,0,0.3,0,0,0.75,0.3,0.15,0.15,0.15,0.15,0.15,0,0,0.75,0,0,0,0,155,0
0.41,0,0,0,0.2,0,0,0.41,0,3.96,0,2.29,0.2,1.04,0,0,0,0,0,0,0,0,0.2,0,0,0,0.866,0,485,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0.054,375,0
0,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0.98,0,0.14,0,0.28,0,0,0,0,0,0,0,0,0,304,0
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,1.4,0,1.4,0,0,0,0,0,0,0,1.4,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,68,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,2.56,0,0,0,0,0,0,0,2.56,0,0,0,0,90,0
0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,195,0
0,0,0,0,0,0,0,1.26,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,18,0
0,0,0,0,0.51,0,0,0,0,1.02,0,0.51,0,0,0.25,0.51,0,0,0,0,0,0,0,0,0,0,0.207,0,635,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0.38,0,0,0,0.76,0,0,0,0,3.84,1.53,0.38,0.38,0.38,0,0.38,0,0,0,0,0,0,0,193,0
2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0.29,0,0,0,0,0.58,0,0.58,0,0,3.51,2.34,1.17,0.58,0.29,0.87,0.58,0,0.87,0,0,0,0,0,373,0
2,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,0.149,0,43,0
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0.33,0.33,0.33,0,0.33,0,0,0.99,0.33,0.33,0,0,0,0,0,0,0.33,0,0,0,0,125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,3.33,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0.34,0,0,0.34,0.68,0,0,0,0,1.36,0,0.68,0,0,2.38,1.7,0.34,0.34,0.68,0.68,0.34,0,0,0,0,0,0,0.052,250,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,4.54,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0
0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,2.8,1.86,0.93,0.93,0.93,0.93,0.93,0,0.93,0,0,0,0,0,86,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,13,0
0.26,0,0,0.53,0,0,0,0,0.26,4.27,0,2.4,0,0,0,0.26,0,0,0.26,0.53,0,0,0.8,0,0,0,0,0,128,0
0,0,0.55,0,0,0,0,0,0,0,0,0,0.41,0,2.79,0,0,0,0.27,0,0,0,0,0,0,0,0,0,418,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0.176,0,51,0
0,0,0,0,0,0,0,0,2.46,1.23,0,1.23,0,0,2.46,1.23,1.23,0,2.46,0,0,0,0,0,0,0,0.278,0,66,0
0,0,0,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0.17,0,0,0,0.35,0,0,0,0,1.94,0,0.7,0,0.17,0.17,0.17,0.17,0.17,0.35,0,0,0,0,0,0.17,0,0.031,0,194,0
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,1.19,0.1,0,1.08,0,0,0.65,0,0,2.6,0,0,0,1003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0.17,0,0,0,1.36,0,0,0.17,0,1.19,0,0.85,0,0,1.53,0.68,0,0,0,0,0,0,0,0,0,0,0.167,0,216,0
0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,71,0
0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0.24,0,0.49,1.48,0,0,0,0.99,0,0,0,0,0.49,0,0,0,0.74,0,0,0,0,0,0,0,0,0,1108,0
0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,1.33,0,0,0,116,0
0,0,0,0,0,0,0,0,0,4.54,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0.86,6.95,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0.25,0,0,0,0,0.25,0,0,0.25,0.51,0,0.25,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,0,0.041,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,1.56,0,0,0,21,0
